"cruise","cast","niskin","date","latitude","longitude","depth","method_contributor","replicate","filter_id_ooi","filter_size","chl","phaeo","project_id"
"AR24B",13,"7",2017-11-03 14:28:00,40.2191666666667,-70.7751666666667,12.6159468366331,"method_Sosik","b",NA,">0",1.916,0.941,"LTER"
"AR24B",13,"10",2017-11-03 14:29:53,40.2191666666667,-70.7751666666667,2.62466528000434,"method_Sosik","a",NA,">0",1.745,0.771,"LTER"
"AR24B",13,"10",2017-11-03 14:29:53,40.2191666666667,-70.7751666666667,2.62466528000434,"method_Sosik","b",NA,">0",1.776,0.808,"LTER"
"AR24B",13,"10",2017-11-03 14:29:53,40.2191666666667,-70.7751666666667,2.62466528000434,"method_Sosik","a",NA,"<10",1.513,0.637,"LTER"
"AR24B",13,"10",2017-11-03 14:29:53,40.2191666666667,-70.7751666666667,2.62466528000434,"method_Sosik","b",NA,"<10",1.403,0.655,"LTER"
"AR24B",15,"4",2017-11-03 17:44:44,40.0718333333333,-70.775,77.1015525183664,"method_Sosik","a",NA,">0",0.061,0.121,"LTER"
"AR24B",15,"4",2017-11-03 17:44:44,40.0718333333333,-70.775,77.1015525183664,"method_Sosik","b",NA,">0",0.056,0.119,"LTER"
"AR24B",15,"7",2017-11-03 17:49:05,40.0718333333333,-70.775,20.19096849324,"method_Sosik","a",NA,">0",1.021,0.621,"LTER"
"AR24B",15,"7",2017-11-03 17:49:05,40.0718333333333,-70.775,20.19096849324,"method_Sosik","b",NA,">0",1.001,0.593,"LTER"
"AR24B",15,"10",2017-11-03 17:51:01,40.0718333333333,-70.775,2.35776648032234,"method_Sosik","a",NA,">0",1.098,0.549,"LTER"
"AR24B",15,"10",2017-11-03 17:51:01,40.0718333333333,-70.775,2.35776648032234,"method_Sosik","b",NA,">0",1.052,0.568,"LTER"
"AR24B",15,"10",2017-11-03 17:51:01,40.0718333333333,-70.775,2.35776648032234,"method_Sosik","a",NA,"<10",0.686,0.375,"LTER"
"AR24B",15,"10",2017-11-03 17:51:01,40.0718333333333,-70.775,2.35776648032234,"method_Sosik","b",NA,"<10",0.82,0.429,"LTER"
"AR24B",17,"5",2017-11-03 20:21:47,39.9408333333333,-70.7743333333333,87.2570131497122,"method_Sosik","b",NA,">0",0.082,0.152,"LTER"
"AR24B",17,"8",2017-11-03 20:25:47,39.9408333333333,-70.7743333333333,22.2312555426507,"method_Sosik","a",NA,">0",0.952,0.681,"LTER"
"AR24B",17,"8",2017-11-03 20:25:47,39.9408333333333,-70.7743333333333,22.2312555426507,"method_Sosik","b",NA,">0",0.981,0.594,"LTER"
"AR24B",17,"10",2017-11-03 20:27:53,39.9408333333333,-70.7743333333333,2.34092490255166,"method_Sosik","a",NA,">0",0.862,0.512,"LTER"
"AR24B",17,"10",2017-11-03 20:27:53,39.9408333333333,-70.7743333333333,2.34092490255166,"method_Sosik","b",NA,">0",0.881,0.482,"LTER"
"AR24B",17,"10",2017-11-03 20:27:53,39.9408333333333,-70.7743333333333,2.34092490255166,"method_Sosik","a",NA,"<10",0.546,0.409,"LTER"
"AR24B",17,"10",2017-11-03 20:27:53,39.9408333333333,-70.7743333333333,2.34092490255166,"method_Sosik","b",NA,"<10",0.584,0.373,"LTER"
