cruise,cast,niskin,bottle_other_method,date,latitude,longitude,depth,replicate,vol_filtered,filter_size,tau_calibration,fd_calibration,rb,ra,blank,rb_blank,ra_blank,chl,phaeo,nearest_station,station_distance
EN617,1,12,13-14-15,2018-07-20 17:38:51,41.20326,-70.88546,1.796,a,290.0,<10,1.90201556461163,0.4842368919391789,92.12,58.06,0.6432,91.4768,57.4168,0.599617857774927,0.312147171364876,L1,0.7507302168908018
EN617,1,12,13-14-15,2018-07-20 17:38:51,41.20326,-70.88546,1.796,b,290.0,<10,1.90201556461163,0.4842368919391789,101.9,64.41,0.6432,101.2568,63.7668,0.660002157603699,0.35259935031997397,L1,0.7507302168908018
EN617,1,13-14-15,12,2018-07-20 17:39:19,41.203359999999996,-70.88546,1.88433333333333,a,120.0,>10,2.13,1.393,5.87,3.35,0.513,5.357,2.8369999999999997,0.330843664,0.090038053,L1,0.7615124034888155
EN617,1,13-14-15,12,2018-07-20 17:39:19,41.203359999999996,-70.88546,1.88433333333333,b,120.0,>10,2.13,1.393,5.6,3.17,0.513,5.087,2.657,0.319027819,0.075150088,L1,0.7615124034888155
EN617,1,13-14-15,12,2018-07-20 17:39:19,41.203359999999996,-70.88546,1.88433333333333,c,120.0,>10,2.13,1.393,6.16,3.53,0.513,5.647,3.017,0.34528525200000004,0.10230027400000001,L1,0.7615124034888155
EN617,1,5,,2018-07-20 17:33:46,41.20244,-70.88544,12.177,a,200.0,>20,1.90201556461163,0.4842368919391789,27.4,16.6,0.508,26.892,16.092,0.275690418460227,0.094838383753248,L1,0.6622628706474104
EN617,1,5,,2018-07-20 17:33:46,41.20244,-70.88544,12.177,b,200.0,>20,1.90201556461163,0.4842368919391789,22.08,13.61,0.5338333333333329,21.5461666666667,13.076166666666698,0.21621276336649303,0.0848745081065228,L1,0.6622628706474104
EN617,1,8,,2018-07-20 17:36:20,41.20284,-70.88546,7.261,a,200.0,>20,1.90201556461163,0.4842368919391789,13.31,8.099,0.5338333333333329,12.776166666666699,7.56516666666667,0.13302062690705999,0.0411722728906851,L1,0.7055546669357428
EN617,1,8,,2018-07-20 17:36:20,41.20284,-70.88546,7.261,b,200.0,>20,1.90201556461163,0.4842368919391789,14.29,8.735,0.5338333333333329,13.756166666666699,8.20116666666667,0.14180187727283,0.0470353376012118,L1,0.7055546669357428
EN617,1,12,13-14-15,2018-07-20 17:38:51,41.20326,-70.88546,1.796,a,200.0,>20,1.90201556461163,0.4842368919391789,10.91,6.308,0.508,10.402000000000001,5.8,0.117474750532775,0.0160740347542099,L1,0.7507302168908018
EN617,1,12,13-14-15,2018-07-20 17:38:51,41.20326,-70.88546,1.796,b,200.0,>20,1.90201556461163,0.4842368919391789,11.13,6.864,0.508,10.622,6.356,0.10889771529178999,0.0374533328606368,L1,0.7507302168908018
EN617,1,13-14-15,12,2018-07-20 17:39:19,41.203359999999996,-70.88546,1.88433333333333,a,120.0,>20,2.13,1.393,2.55,1.59,0.513,2.037,1.077,0.12603568099999998,0.033742115,L1,0.7615124034888155
EN617,1,13-14-15,12,2018-07-20 17:39:19,41.203359999999996,-70.88546,1.88433333333333,b,120.0,>20,2.13,1.393,2.06,1.37,0.513,1.547,0.857,0.090588146,0.03655166,L1,0.7615124034888155
EN617,1,13-14-15,12,2018-07-20 17:39:19,41.203359999999996,-70.88546,1.88433333333333,c,120.0,>20,2.13,1.393,1.97,1.26,0.513,1.4569999999999999,0.747,0.09321388900000001,0.017606922,L1,0.7615124034888155
EN617,2,1,,2018-07-20 23:01:46,41.03118,-70.88,42.067,a,290.0,>0,1.90201556461163,0.4842368919391789,90.16,60.75,0.6432,89.5168,60.1068,0.517755760339418,0.436725824379693,L2,0.30690175623497984
EN617,2,1,,2018-07-20 23:01:46,41.03118,-70.88,42.067,b,290.0,>0,1.90201556461163,0.4842368919391789,87.81,61.52,0.6432,87.1668,60.8768,0.4628289336730129,0.503880066583671,L2,0.30690175623497984
EN617,2,3,,2018-07-20 23:04:29,41.03152,-70.8796,24.136999999999997,a,286.0,>0,1.90201556461163,0.4842368919391789,313.9,199.4,0.6432,313.2568,198.7568,2.04393634509816,1.15641682677646,L2,0.35399448090941005
EN617,2,3,,2018-07-20 23:04:29,41.03152,-70.8796,24.136999999999997,b,287.0,>0,1.90201556461163,0.4842368919391789,330.5,208.8,0.6432,329.8568,208.1568,2.16489378801198,1.17513838659162,L2,0.35399448090941005
EN617,2,11,,2018-07-20 23:07:16,41.03182,-70.87921999999999,20.104,a,285.0,>0,1.90201556461163,0.4842368919391789,288.9,181.9,0.6432,288.2568,181.2568,1.9167559957923501,1.01205531273831,L2,0.3982178102351806
EN617,2,11,,2018-07-20 23:07:16,41.03182,-70.87921999999999,20.104,b,285.0,>0,1.90201556461163,0.4842368919391789,310.3,197.5,0.643166666666667,309.656833333333,196.85683333333301,2.02065491892876,1.1602272307516999,L2,0.3982178102351806
EN617,2,12,,2018-07-20 23:09:22,41.03199,-70.87895999999999,9.997,a,290.0,>0,1.90201556461163,0.4842368919391789,152.5,94.75,0.643166666666667,151.856833333333,94.1068333333333,1.0166744358925999,0.477719533057623,L2,0.4266702568122408
EN617,2,12,,2018-07-20 23:09:22,41.03199,-70.87895999999999,9.997,b,290.0,>0,1.90201556461163,0.4842368919391789,143.1,88.11,0.6432,142.4568,87.4668,0.968085319995396,0.420866510318472,L2,0.4266702568122408
EN617,2,16,,2018-07-20 23:12:37,41.03232,-70.87858,3.22,a,290.0,>0,1.90201556461163,0.4842368919391789,58.5,35.6,0.6432,57.8568,34.9568,0.403148823929707,0.151956785763523,L2,0.47321867340043505
EN617,2,16,,2018-07-20 23:12:37,41.03232,-70.87858,3.22,b,290.0,>0,1.90201556461163,0.4842368919391789,75.32,36.53,0.6432,74.6768,35.8868,0.682888335381368,-0.11301454848042099,L2,0.47321867340043505
EN617,2,11,,2018-07-20 23:07:16,41.03182,-70.87921999999999,20.104,a,200.0,>5,1.90201556461163,0.4842368919391789,48.87,32.05,0.5338333333333329,48.3361666666667,31.5161666666667,0.42936229986120594,0.296318006213878,L2,0.3982178102351806
EN617,2,11,,2018-07-20 23:07:16,41.03182,-70.87921999999999,20.104,b,200.0,>5,1.90201556461163,0.4842368919391789,51.23,33.82,0.5338333333333329,50.6961666666667,33.2861666666667,0.444423165314126,0.322012545926125,L2,0.3982178102351806
EN617,2,12,,2018-07-20 23:09:22,41.03199,-70.87895999999999,9.997,a,200.0,>5,1.90201556461163,0.4842368919391789,20.56,12.86,0.5338333333333329,20.026166666666697,12.326166666666698,0.196557057605903,0.0872609743903478,L2,0.4266702568122408
EN617,2,12,,2018-07-20 23:09:22,41.03199,-70.87895999999999,9.997,b,200.0,>5,1.90201556461163,0.4842368919391789,17.18,10.75,0.5338333333333329,16.646166666666698,10.2161666666667,0.16413790654622798,0.07109599838872299,L2,0.4266702568122408
EN617,2,16,,2018-07-20 23:12:37,41.03232,-70.87858,3.22,a,200.0,>5,1.90201556461163,0.4842368919391789,7.4449,4.428999999999999,0.5338333333333329,6.91106666666667,3.89516666666667,0.0769865493550185,0.012702205269754999,L2,0.47321867340043505
EN617,2,16,,2018-07-20 23:12:37,41.03232,-70.87858,3.22,b,200.0,>5,1.90201556461163,0.4842368919391789,6.915,4.248,0.5338333333333329,6.38116666666667,3.71416666666667,0.0680802172253173,0.0174408942723969,L2,0.47321867340043505
EN617,2,11,,2018-07-20 23:07:16,41.03182,-70.87921999999999,20.104,a,285.0,<10,1.90201556461163,0.4842368919391789,270.2,170.1,0.6432,269.5568,169.4568,1.7931521044748997,0.944990641879543,L2,0.3982178102351806
EN617,2,11,,2018-07-20 23:07:16,41.03182,-70.87921999999999,20.104,b,286.0,<10,1.90201556461163,0.4842368919391789,267.3,170.6,0.643166666666667,266.656833333333,169.956833333333,1.72618903555452,1.0104312493368701,L2,0.3982178102351806
EN617,2,12,,2018-07-20 23:09:22,41.03199,-70.87895999999999,9.997,a,290.0,<10,1.90201556461163,0.4842368919391789,128.0,79.51,0.6432,127.3568,78.8668,0.853654431107052,0.39873145943653493,L2,0.4266702568122408
EN617,2,12,,2018-07-20 23:09:22,41.03199,-70.87895999999999,9.997,b,290.0,<10,1.90201556461163,0.4842368919391789,121.8,74.58,0.6432,121.1568,73.9368,0.8312963958934828,0.34280227568876803,L2,0.4266702568122408
EN617,2,16,,2018-07-20 23:12:37,41.03232,-70.87858,3.22,a,290.0,<10,1.90201556461163,0.4842368919391789,56.23,34.4,0.643166666666667,55.5868333333333,33.756833333333304,0.384311739143472,0.151738687349021,L2,0.47321867340043505
EN617,2,16,,2018-07-20 23:12:37,41.03232,-70.87858,3.22,b,290.0,<10,1.90201556461163,0.4842368919391789,57.7,35.07,0.6742,57.0258,34.3958,0.39839554085280604,0.147801523234479,L2,0.47321867340043505
EN617,2,11,,2018-07-20 23:07:16,41.03182,-70.87921999999999,20.104,a,200.0,>20,1.90201556461163,0.4842368919391789,10.08,6.922999999999999,0.5338333333333329,9.54616666666667,6.38916666666667,0.0805883936184202,0.0665263386797568,L2,0.3982178102351806
EN617,2,11,,2018-07-20 23:07:16,41.03182,-70.87921999999999,20.104,b,200.0,>20,1.90201556461163,0.4842368919391789,11.97,8.541,0.5338333333333329,11.436166666666699,8.00716666666667,0.0875317078611222,0.0968385304015963,L2,0.3982178102351806
EN617,2,12,,2018-07-20 23:09:22,41.03199,-70.87895999999999,9.997,a,200.0,>20,1.90201556461163,0.4842368919391789,5.191,3.174,0.5338333333333329,4.65716666666667,2.6401666666666697,0.0514877383365073,0.009303822230479009,L2,0.4266702568122408
EN617,2,12,,2018-07-20 23:09:22,41.03199,-70.87895999999999,9.997,b,200.0,>20,1.90201556461163,0.4842368919391789,4.896,3.1660000000000004,0.5338333333333329,4.36216666666667,2.6321666666666697,0.0441615207348327,0.0164458346110681,L2,0.4266702568122408
EN617,2,16,,2018-07-20 23:12:37,41.03232,-70.87858,3.22,a,200.0,>20,1.90201556461163,0.4842368919391789,1.929,1.5759999999999998,0.5338333333333329,1.3951666666666698,1.04216666666667,0.009010992381153741,0.0149855752740047,L2,0.47321867340043505
EN617,2,16,,2018-07-20 23:12:37,41.03232,-70.87858,3.22,b,200.0,>20,1.90201556461163,0.4842368919391789,1.608,1.357,0.5338333333333329,1.07416666666667,0.823166666666667,0.00640724954014047,0.0125467001878026,L2,0.47321867340043505
EN617,5,2,,2018-07-21 06:47:55,40.86422,-70.8848,51.623999999999995,a,290.0,>0,1.90201556461163,0.4842368919391789,45.29,31.83,0.6432,44.6468,31.1868,0.236959963759557,0.258278949080887,L3,0.1625756467097971
EN617,5,2,,2018-07-21 06:47:55,40.86422,-70.8848,51.623999999999995,b,290.0,>0,1.90201556461163,0.4842368919391789,43.4,30.78,0.631333333333333,42.768666666666704,30.1486666666667,0.22217197196475502,0.25658163223923197,L3,0.1625756467097971
EN617,5,4,,2018-07-21 06:51:04,40.86436,-70.88554,30.186,a,290.0,>0,1.90201556461163,0.4842368919391789,164.4,103.3,0.6432,163.7568,102.6568,1.07565035555044,0.5545150358227969,L3,0.22253324933335836
EN617,5,4,,2018-07-21 06:51:04,40.86436,-70.88554,30.186,b,290.0,>0,1.90201556461163,0.4842368919391789,176.5,111.8,0.6432,175.8568,111.1568,1.13902746324245,0.626115891857232,L3,0.22253324933335836
EN617,5,6,,2018-07-21 06:53:47,40.864470000000004,-70.8862,25.186999999999998,a,286.0,>0,1.90201556461163,0.4842368919391789,296.0,192.8,0.6432,295.3568,192.1568,1.84222035645529,1.2518605724854,L3,0.27687320806601307
EN617,5,6,,2018-07-21 06:53:47,40.864470000000004,-70.8862,25.186999999999998,b,285.0,>0,1.90201556461163,0.4842368919391789,304.0,194.6,0.6432,303.3568,193.9568,1.9597486536418998,1.1742737345190901,L3,0.27687320806601307
EN617,5,10,,2018-07-21 06:57:26,40.8647,-70.88704,14.252,a,290.0,>0,1.90201556461163,0.4842368919391789,82.97,51.64,0.6432,82.3268,50.9968,0.551556884441822,0.258260082683422,L3,0.35155769898356587
EN617,5,10,,2018-07-21 06:57:26,40.8647,-70.88704,14.252,b,290.0,>0,1.90201556461163,0.4842368919391789,80.49,51.24,0.6432,79.8468,50.5968,0.514938999997551,0.28852606295233,L3,0.35155769898356587
EN617,5,12,,2018-07-21 07:00:13,40.86487,-70.88765,10.082,a,287.0,>0,1.90201556461163,0.4842368919391789,55.67,34.35,0.6432,55.0268,33.7068,0.379256660315657,0.161594258332827,L3,0.40607323696556263
EN617,5,12,,2018-07-21 07:00:13,40.86487,-70.88765,10.082,b,286.0,>0,1.90201556461163,0.4842368919391789,50.81,30.67,0.6432,50.1668,30.0268,0.359518585067922,0.123968594345538,L3,0.40607323696556263
EN617,5,16,17-18-19-20,2018-07-21 07:03:24,40.865,-70.88841,1.636,a,290.0,>0,1.90201556461163,0.4842368919391789,42.55,25.9,0.6432,41.9068,25.2568,0.293119123075529,0.107952810365174,L3,0.4703614127815757
EN617,5,16,17-18-19-20,2018-07-21 07:03:24,40.865,-70.88841,1.636,b,290.0,>0,1.90201556461163,0.4842368919391789,42.45,25.94,0.6432,41.8068,25.2968,0.29065445777639604,0.11105266608184401,L3,0.4703614127815757
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,a,120.0,>0,2.13,1.393,9.16,5.39,0.513,8.647,4.877,0.494952624,0.22857227300000002,L3,0.49465990812975363
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,b,120.0,>0,2.13,1.393,9.17,5.49,0.513,8.657,4.977,0.48313677899999996,0.255223568,L3,0.49465990812975363
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,c,120.0,>0,2.13,1.393,9.28,5.6,0.513,8.767000000000001,5.087,0.48313677899999996,0.271542563,L3,0.49465990812975363
EN617,5,6,,2018-07-21 06:53:47,40.864470000000004,-70.8862,25.186999999999998,a,200.0,>5,1.90201556461163,0.4842368919391789,27.21,18.06,0.5338333333333329,26.6761666666667,17.526166666666697,0.233571048973248,0.169980376728575,L3,0.27687320806601307
EN617,5,6,,2018-07-21 06:53:47,40.864470000000004,-70.8862,25.186999999999998,b,200.0,>5,1.90201556461163,0.4842368919391789,44.35,29.09,0.5338333333333329,43.816166666666696,28.556166666666698,0.38954035052806196,0.267984023745389,L3,0.27687320806601307
EN617,5,10,,2018-07-21 06:57:26,40.8647,-70.88704,14.252,a,200.0,>5,1.90201556461163,0.4842368919391789,12.68,8.025,0.5338333333333329,12.146166666666698,7.49116666666667,0.11882767573447801,0.0536613257682264,L3,0.35155769898356587
EN617,5,10,,2018-07-21 06:57:26,40.8647,-70.88704,14.252,b,200.0,>5,1.90201556461163,0.4842368919391789,10.18,6.546,0.5338333333333329,9.64616666666667,6.01216666666667,0.0927647204337469,0.0456693408207761,L3,0.35155769898356587
EN617,5,16,17-18-19-20,2018-07-21 07:03:24,40.865,-70.88841,1.636,a,200.0,>5,1.90201556461163,0.4842368919391789,6.731,4.388,0.5338333333333329,6.19716666666667,3.8541666666666696,0.0598095046715105,0.0289351981951999,L3,0.4703614127815757
EN617,5,16,17-18-19-20,2018-07-21 07:03:24,40.865,-70.88841,1.636,b,200.0,>5,1.90201556461163,0.4842368919391789,6.774,4.239,0.5338333333333329,6.24016666666667,3.70516666666667,0.06471066766635901,0.020603212957634,L3,0.4703614127815757
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,a,120.0,>5,2.13,1.393,1.6,1.08,0.513,1.087,0.5670000000000001,0.068269327,0.015847674,L3,0.49465990812975363
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,b,120.0,>5,2.13,1.393,1.69,1.12,0.513,1.177,0.607,0.074833686,0.015217496,L3,0.49465990812975363
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,c,120.0,>5,2.13,1.393,1.63,1.09,0.513,1.117,0.5770000000000001,0.07089507099999999,0.014705476,L3,0.49465990812975363
EN617,5,16,17-18-19-20,2018-07-21 07:03:24,40.865,-70.88841,1.636,a,290.0,<10,1.90201556461163,0.4842368919391789,35.54,21.93,0.6432,34.8968,21.2868,0.239600676580057,0.0984286079201788,L3,0.4703614127815757
EN617,5,16,17-18-19-20,2018-07-21 07:03:24,40.865,-70.88841,1.636,b,290.0,<10,1.90201556461163,0.4842368919391789,34.18,20.62,0.6432,33.5368,19.9768,0.238720438973224,0.07850635935270199,L3,0.4703614127815757
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,a,120.0,>10,2.13,1.393,1.08,0.83,0.513,0.5670000000000001,0.317,0.032821792,0.014206584,L3,0.49465990812975363
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,b,120.0,>10,2.13,1.393,1.0,0.78,0.513,0.48700000000000004,0.267,0.028883177000000003,0.010727475,L3,0.49465990812975363
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,c,120.0,>10,2.13,1.393,1.09,0.835,0.513,0.5770000000000001,0.322,0.033478228,0.014291921,L3,0.49465990812975363
EN617,5,6,,2018-07-21 06:53:47,40.864470000000004,-70.8862,25.186999999999998,a,200.0,>20,1.90201556461163,0.4842368919391789,14.54,9.808,0.5338333333333329,14.006166666666699,9.27416666666667,0.12079324631053699,0.0927504938415973,L3,0.27687320806601307
EN617,5,6,,2018-07-21 06:53:47,40.864470000000004,-70.8862,25.186999999999998,b,200.0,>20,1.90201556461163,0.4842368919391789,20.11,14.05,0.5338333333333329,19.576166666666698,13.516166666666699,0.154692957024905,0.156525601607813,L3,0.27687320806601307
EN617,5,10,,2018-07-21 06:57:26,40.8647,-70.88704,14.252,a,200.0,>20,1.90201556461163,0.4842368919391789,6.696000000000001,4.335,0.5338333333333329,6.1621666666666695,3.8011666666666697,0.0602689887022775,0.0272553545747414,L3,0.35155769898356587
EN617,5,10,,2018-07-21 06:57:26,40.8647,-70.88704,14.252,b,200.0,>20,1.90201556461163,0.4842368919391789,14.99,9.458,0.5338333333333329,14.456166666666698,8.92416666666667,0.141214758789072,0.0642700029405714,L3,0.35155769898356587
EN617,5,16,17-18-19-20,2018-07-21 07:03:24,40.865,-70.88841,1.636,a,200.0,>20,1.90201556461163,0.4842368919391789,2.272,1.516,0.5338333333333329,1.7381666666666697,0.982166666666667,0.0192983292922159,0.00331669920480135,L3,0.4703614127815757
EN617,5,16,17-18-19-20,2018-07-21 07:03:24,40.865,-70.88841,1.636,b,200.0,>20,1.90201556461163,0.4842368919391789,2.447,1.694,0.5338333333333329,1.9131666666666698,1.16016666666667,0.0192217486204214,0.0074918460457481205,L3,0.4703614127815757
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,a,120.0,>20,2.13,1.393,1.06,0.85,0.513,0.547,0.337,0.027570305,0.022425161000000002,L3,0.49465990812975363
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,b,120.0,>20,2.13,1.393,1.1,0.8590000000000001,0.513,0.5870000000000001,0.34600000000000003,0.031640207999999996,0.019690449,L3,0.49465990812975363
EN617,5,17-18-19-20,16,2018-07-21 07:04:37,40.865015,-70.888715,1.619,c,120.0,>20,2.13,1.393,1.12,0.873,0.513,0.607,0.36,0.032427931,0.020979689,L3,0.49465990812975363
EN617,8,4,,2018-07-21 15:02:02,40.70028,-70.87915,44.211999999999996,a,287.0,>0,1.90201556461163,0.4842368919391789,156.5,100.7,0.6432,155.8568,100.0568,0.992613585629158,0.612872909589245,L4,0.5301616341073079
EN617,8,4,,2018-07-21 15:02:02,40.70028,-70.87915,44.211999999999996,b,287.0,>0,1.90201556461163,0.4842368919391789,157.6,101.5,0.6432,156.9568,100.8568,0.99795021780996,0.620372878180952,L4,0.5301616341073079
EN617,8,7,,2018-07-21 15:04:49,40.70066,-70.87850999999999,24.660999999999998,a,285.0,>0,1.90201556461163,0.4842368919391789,270.8,173.3,0.6742,270.1258,172.6258,1.74657672513789,1.04277184100778,L4,0.5977237300793996
EN617,8,7,,2018-07-21 15:04:49,40.70066,-70.87850999999999,24.660999999999998,b,286.0,>0,1.90201556461163,0.4842368919391789,281.7,185.1,0.6742,281.0258,184.4258,1.7244039383098901,1.2451935497031699,L4,0.5977237300793996
EN617,8,10,,2018-07-21 15:08:08,40.70112,-70.87778,18.730999999999998,a,290.0,>0,1.90201556461163,0.4842368919391789,281.6,181.2,0.6432,280.9568,180.5568,1.76751711452151,1.0996816150034598,L4,0.6771778526357987
EN617,8,10,,2018-07-21 15:08:08,40.70112,-70.87778,18.730999999999998,b,290.0,>0,1.90201556461163,0.4842368919391789,287.5,183.6,0.6432,286.8568,182.9568,1.8291337469998499,1.0761764075773002,L4,0.6771778526357987
EN617,8,13,,2018-07-21 15:10:36,40.70146,-70.87723000000001,12.475999999999999,a,290.0,>0,1.90201556461163,0.4842368919391789,122.1,73.8,0.6432,121.4568,73.1568,0.8503095282010851,0.31140293023921,L4,0.736608358826376
EN617,8,13,,2018-07-21 15:10:36,40.70146,-70.87723000000001,12.475999999999999,b,290.0,>0,1.90201556461163,0.4842368919391789,98.76,60.88,0.6432,98.1168,60.2368,0.666868010937,0.289677942639104,L4,0.736608358826376
EN617,8,16,17-18-19-20,2018-07-21 15:13:12,40.7019,-70.87668000000001,2.269,a,290.0,>0,1.90201556461163,0.4842368919391789,49.98,30.86,0.6432,49.3368,30.2168,0.3366028608531,0.14323268436209102,L4,0.8040442977768079
EN617,8,16,17-18-19-20,2018-07-21 15:13:12,40.7019,-70.87668000000001,2.269,b,290.0,>0,1.90201556461163,0.4842368919391789,52.93,31.85,0.6432,52.2868,31.2068,0.37110817504097,0.12444833300824198,L4,0.8040442977768079
EN617,8,17-18-19-20,16,2018-07-21 15:13:46,40.70197,-70.8765175,2.31,a,120.0,>0,2.13,1.393,11.1,6.3,0.507,10.593,5.792999999999999,0.630178407,0.22923921100000003,L4,0.8191957096942515
EN617,8,17-18-19-20,16,2018-07-21 15:13:46,40.70197,-70.8765175,2.31,b,120.0,>0,2.13,1.393,10.9,6.27,0.507,10.392999999999999,5.763,0.607859588,0.247107395,L4,0.8191957096942515
EN617,8,17-18-19-20,16,2018-07-21 15:13:46,40.70197,-70.8765175,2.31,c,120.0,>0,2.13,1.393,11.3,6.81,0.507,10.793,6.303,0.589479385,0.345599029,L4,0.8191957096942515
EN617,8,2,,2018-07-21 14:57:28,40.6996,-70.8799,59.722,a,200.0,>5,1.90201556461163,0.4842368919391789,32.72,23.89,0.6432,32.0768,23.2468,0.22540244398183398,0.309870297709455,L4,0.4316080976352475
EN617,8,2,,2018-07-21 14:57:28,40.6996,-70.8799,59.722,b,200.0,>5,1.90201556461163,0.4842368919391789,32.27,24.28,0.6742,31.5958,23.6058,0.203959855879372,0.33957909510812795,L4,0.4316080976352475
EN617,8,4,,2018-07-21 15:02:02,40.70028,-70.87915,44.211999999999996,a,200.0,>5,1.90201556461163,0.4842368919391789,44.71,29.72,0.5338333333333329,44.176166666666695,29.186166666666697,0.382648090066557,0.289382445367377,L4,0.5301616341073079
EN617,8,4,,2018-07-21 15:02:02,40.70028,-70.87915,44.211999999999996,b,200.0,>5,1.90201556461163,0.4842368919391789,38.38,25.35,0.5338333333333329,37.846166666666704,24.8161666666667,0.332615384494145,0.23879304892183698,L4,0.5301616341073079
EN617,8,7,,2018-07-21 15:04:49,40.70066,-70.87850999999999,24.660999999999998,a,200.0,>5,1.90201556461163,0.4842368919391789,63.1,43.47,0.5338333333333329,62.566166666666696,42.9361666666667,0.501092862442062,0.487540396732568,L4,0.5977237300793996
EN617,8,7,,2018-07-21 15:04:49,40.70066,-70.87850999999999,24.660999999999998,b,200.0,>5,1.90201556461163,0.4842368919391789,59.2,41.58,0.5338333333333329,58.6661666666667,41.0461666666667,0.449783812339742,0.49533096335344,L4,0.5977237300793996
EN617,8,16,17-18-19-20,2018-07-21 15:13:12,40.7019,-70.87668000000001,2.269,a,200.0,>5,1.90201556461163,0.4842368919391789,6.136,3.988,0.5338333333333329,5.60216666666667,3.4541666666666697,0.0548317610048675,0.0247026808075681,L4,0.8040442977768079
EN617,8,16,17-18-19-20,2018-07-21 15:13:12,40.7019,-70.87668000000001,2.269,b,200.0,>5,1.90201556461163,0.4842368919391789,5.937,3.929,0.5338333333333329,5.40316666666667,3.39516666666667,0.0512579963211238,0.0269179319858062,L4,0.8040442977768079
EN617,8,17-18-19-20,16,2018-07-21 15:13:46,40.70197,-70.8765175,2.31,a,120.0,>5,2.13,1.393,1.64,1.11,0.507,1.133,0.603,0.069582199,0.019875564,L4,0.8191957096942515
EN617,8,17-18-19-20,16,2018-07-21 15:13:46,40.70197,-70.8765175,2.31,b,120.0,>5,2.13,1.393,1.6,1.08,0.507,1.093,0.573,0.068269327,0.016737801,L4,0.8191957096942515
EN617,8,17-18-19-20,16,2018-07-21 15:13:46,40.70197,-70.8765175,2.31,c,120.0,>5,2.13,1.393,1.67,1.14,0.507,1.163,0.633,0.069582199,0.024326199,L4,0.8191957096942515
EN617,8,4,,2018-07-21 15:02:02,40.70028,-70.87915,44.211999999999996,a,288.0,<10,1.90201556461163,0.4842368919391789,117.6,71.42,0.6432,116.9568,70.7768,0.818633199877399,0.31309041919586,L4,0.5301616341073079
EN617,8,4,,2018-07-21 15:02:02,40.70028,-70.87915,44.211999999999996,b,286.0,<10,1.90201556461163,0.4842368919391789,124.2,79.73,0.6432,123.5568,79.0868,0.7938327446857241,0.47961144053668997,L4,0.5301616341073079
EN617,8,7,,2018-07-21 15:04:49,40.70066,-70.87850999999999,24.660999999999998,a,285.0,<10,1.90201556461163,0.4842368919391789,216.4,139.9,0.6432,215.7568,139.2568,1.37039096895435,0.879769525050803,L4,0.5977237300793996
EN617,8,7,,2018-07-21 15:04:49,40.70066,-70.87850999999999,24.660999999999998,b,285.0,<10,1.90201556461163,0.4842368919391789,220.9,140.9,0.6432,220.2568,140.2568,1.43308859498494,0.83323025174701,L4,0.5977237300793996
EN617,8,16,17-18-19-20,2018-07-21 15:13:12,40.7019,-70.87668000000001,2.269,a,290.0,<10,1.90201556461163,0.4842368919391789,44.53,26.66,0.6432,43.8868,26.0168,0.314596920682265,0.0985436306916262,L4,0.8040442977768079
EN617,8,16,17-18-19-20,2018-07-21 15:13:12,40.7019,-70.87668000000001,2.269,b,290.0,<10,1.90201556461163,0.4842368919391789,47.63,29.01,0.6432,46.9868,28.3668,0.327800484784766,0.122657503619376,L4,0.8040442977768079
EN617,8,17-18-19-20,16,2018-07-21 15:13:46,40.70197,-70.8765175,2.31,a,120.0,>10,2.13,1.393,0.86,0.72,0.507,0.353,0.213,0.018380204,0.013219305,L4,0.8191957096942515
EN617,8,17-18-19-20,16,2018-07-21 15:13:46,40.70197,-70.8765175,2.31,b,120.0,>10,2.13,1.393,0.8170000000000001,0.68,0.507,0.31,0.17300000000000001,0.017986342,0.007678986,L4,0.8191957096942515
EN617,8,17-18-19-20,16,2018-07-21 15:13:46,40.70197,-70.8765175,2.31,c,120.0,>10,2.13,1.393,1.18,1.03,0.507,0.6729999999999999,0.523,0.019693075,0.057896328,L4,0.8191957096942515
EN617,8,4,,2018-07-21 15:02:02,40.70028,-70.87915,44.211999999999996,a,200.0,>20,1.90201556461163,0.4842368919391789,14.63,10.24,0.5338333333333329,14.096166666666699,9.70616666666667,0.11206304972596301,0.11142777236478801,L4,0.5301616341073079
EN617,8,4,,2018-07-21 15:02:02,40.70028,-70.87915,44.211999999999996,b,200.0,>20,1.90201556461163,0.4842368919391789,17.51,11.59,0.5338333333333329,16.9761666666667,11.056166666666698,0.15111919234116197,0.10345626080776599,L4,0.5301616341073079
