cruise,cast,niskin,bottle_other_method,date,latitude,longitude,depth,replicate,vol_filtered,filter_size,tau_calibration,fd_calibration,rb,ra,blank,rb_blank,ra_blank,chl,phaeo,nearest_station,station_distance
EN608,5,1,,2018-02-01 09:24:00,40.85798,-70.88401999999999,44.244,a,282.0,>0,1.90201556461163,0.4842368919391789,364.7,208.9,1.3165,363.3835,207.5835,3.9488832462926697,0.7969634128989509,L3,0.5939030241536536
EN608,5,1,,2018-02-01 09:24:00,40.85798,-70.88401999999999,44.244,b,282.0,>0,1.90201556461163,0.4842368919391789,342.2,194.3,1.3165,340.8835,192.9835,3.7486510406077405,0.663405306616902,L3,0.5939030241536536
EN608,5,5,,2018-02-01 09:26:50,40.857479999999995,-70.8841,30.037,a,287.0,>0,1.90201556461163,0.4842368919391789,327.7,186.1,1.3165,326.3835,184.7835,3.5264465450739104,0.6245394879080111,L3,0.6498280636825587
EN608,5,5,,2018-02-01 09:26:50,40.857479999999995,-70.8841,30.037,b,285.0,>0,1.90201556461163,0.4842368919391789,328.6,188.2,1.3165,327.2835,186.8835,3.52109867787799,0.7065226386679571,L3,0.6498280636825587
EN608,5,9,,2018-02-01 09:29:30,40.8568,-70.88424,15.079,a,285.0,>0,1.90201556461163,0.4842368919391789,320.6,182.5,1.3165,319.2835,181.1835,3.4634168619298498,0.635260799856254,L3,0.72617066980654
EN608,5,9,,2018-02-01 09:29:30,40.8568,-70.88424,15.079,b,286.0,>0,1.90201556461163,0.4842368919391789,317.4,181.2,1.3165,316.0835,179.8835,3.4038234260551805,0.651217818873666,L3,0.72617066980654
EN608,5,13,17-18-19-20,2018-02-01 09:32:45,40.85608,-70.88436,3.237,a,283.0,>0,1.90201556461163,0.4842368919391789,311.9,175.4,1.3165,310.5835,174.0835,3.4474832461555693,0.518411227940871,L3,0.8067552350997129
EN608,5,13,17-18-19-20,2018-02-01 09:32:45,40.85608,-70.88436,3.237,b,282.0,>0,1.90201556461163,0.4842368919391789,313.3,178.7,1.3165,311.9835,177.3835,3.41155125129007,0.6438524338328621,L3,0.8067552350997129
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,a,151.0,>0,2.13,1.393,71.0,44.4,0.501,70.499,43.898999999999994,2.7752890110000004,2.4002984290000002,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,b,151.0,>0,2.13,1.393,68.7,42.1,0.501,68.199,41.599,2.7752890110000004,2.129133912,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,c,151.0,>0,2.13,1.393,72.5,42.9,0.501,71.999,42.398999999999994,3.0882915310000003,1.910449485,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,a,151.0,>5,2.13,1.393,66.3,34.8,0.501,65.79899999999999,34.299,3.2865264610000002,0.757243867,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,b,151.0,>5,2.13,1.393,59.6,32.5,0.501,59.099,31.999000000000002,2.8274560980000003,0.945149713,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,c,151.0,>5,2.13,1.393,67.0,34.0,0.501,66.499,33.499,3.4430277210000004,0.506424514,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,a,151.0,>10,2.13,1.393,63.3,32.2,0.501,62.799,31.699,3.244792791,0.492443735,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,b,151.0,>10,2.13,1.393,61.9,31.6,0.501,61.398999999999994,31.099,3.1613254530000003,0.505172504,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,c,151.0,>10,2.13,1.393,62.5,31.5,0.501,61.998999999999995,30.999000000000002,3.234359374,0.42034882100000004,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,a,151.0,>20,2.13,1.393,60.6,30.4,0.501,60.099,29.899,3.150892035,0.37412878200000005,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,b,151.0,>20,2.13,1.393,45.1,24.1,0.501,44.599,23.599,2.1910176409999997,0.591248197,L3,0.8248501162112465
EN608,5,17-18-19-20,13,2018-02-01 09:33:26,40.8559225,-70.884435,3.1295,c,151.0,>20,2.13,1.393,45.2,24.7,0.501,44.699,24.199,2.1388505540000002,0.714153853,L3,0.8248501162112465
EN608,8,2,,2018-02-01 19:20:46,40.6958,-70.88511,61.731,a,282.0,>0,1.90201556461163,0.4842368919391789,430.5,252.4,1.224,429.276,251.176,3.8692248642842,1.05289541352118,L4,0.18273487632466262
EN608,8,2,,2018-02-01 19:20:46,40.6958,-70.88511,61.731,b,282.0,>0,1.90201556461163,0.4842368919391789,468.5,272.0,1.224,467.276,270.776,4.26896510854489,1.03724265152386,L4,0.18273487632466262
EN608,8,4,,2018-02-01 19:23:05,40.695240000000005,-70.88488000000001,44.417,a,282.0,>0,1.90201556461163,0.4842368919391789,402.7,229.0,1.224,401.476,227.77599999999998,3.7736348058740403,0.6899320492291519,L4,0.2100471193424174
EN608,8,4,,2018-02-01 19:23:05,40.695240000000005,-70.88488000000001,44.417,b,282.0,>0,1.90201556461163,0.4842368919391789,394.8,225.3,1.224,393.57599999999996,224.076,3.6823897501188796,0.7086707945570401,L4,0.2100471193424174
EN608,8,9,,2018-02-01 19:25:56,40.69446,-70.88457,29.65,a,287.0,>0,1.90201556461163,0.4842368919391789,398.3,231.1,1.224,397.07599999999996,229.87599999999998,3.56913960252033,0.857100056251396,L4,0.27091995129316615
EN608,8,9,,2018-02-01 19:25:56,40.69446,-70.88457,29.65,b,285.0,>0,1.90201556461163,0.4842368919391789,356.5,212.1,1.224,355.276,210.87599999999998,3.10406989673738,0.9848206508021049,L4,0.27091995129316615
EN608,8,12,,2018-02-01 19:28:22,40.69375,-70.8845,14.602,a,286.0,>0,1.90201556461163,0.4842368919391789,391.8,234.2,1.224,390.57599999999996,232.976,3.3759759090389903,1.1256390127387499,L4,0.3429336688237218
EN608,8,12,,2018-02-01 19:28:22,40.69375,-70.8845,14.602,b,286.0,>0,1.90201556461163,0.4842368919391789,404.9,226.3,1.224,403.676,225.076,3.8258204146850496,0.523148921787584,L4,0.3429336688237218
EN608,8,16,20-21-22-23,2018-02-01 19:30:57,40.693020000000004,-70.88424,5.443,a,282.0,>0,1.90201556461163,0.4842368919391789,399.1,227.9,1.224,397.876,226.676,3.7193222726864397,0.7226886522897191,L4,0.41630842420512465
EN608,8,16,20-21-22-23,2018-02-01 19:30:57,40.693020000000004,-70.88424,5.443,b,225.0,>0,1.90201556461163,0.4842368919391789,258.8,145.1,1.224,257.57599999999996,143.876,3.0959012917459603,0.43779342677361494,L4,0.41630842420512465
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,a,151.0,>0,2.13,1.393,77.3,44.0,0.505,76.795,43.495,3.4743279730000003,1.653628831,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,b,151.0,>0,2.13,1.393,71.7,40.6,0.505,71.195,40.095,3.244792791,1.482312118,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,c,151.0,>0,2.13,1.393,,,,,,,,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,a,151.0,>5,2.13,1.393,58.1,34.0,0.505,57.595,33.495,2.514453578,1.434527066,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,b,151.0,>5,2.13,1.393,49.5,31.5,0.505,48.995,30.995,1.87801512,1.7762214840000001,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,c,151.0,>5,2.13,1.393,44.6,33.7,0.505,44.095,33.195,1.13724249,2.77636887,L4,0.4411941848726097
EN608,8,9,,2018-02-01 19:25:56,40.69446,-70.88457,29.65,a,283.0,<10,1.90201556461163,0.4842368919391789,82.37,50.43,1.224,81.146,49.206,0.6914449914110461,0.269403288666649,L4,0.27091995129316615
EN608,8,9,,2018-02-01 19:25:56,40.69446,-70.88457,29.65,b,283.0,<10,1.90201556461163,0.4842368919391789,89.84,53.98,1.224,88.616,52.756,0.77630611747026,0.25386320870498,L4,0.27091995129316615
EN608,8,12,,2018-02-01 19:28:22,40.69375,-70.8845,14.602,a,288.0,<10,1.90201556461163,0.4842368919391789,56.46,35.6,1.224,55.236000000000004,34.376,0.443742448231508,0.21586574760547197,L4,0.3429336688237218
EN608,8,12,,2018-02-01 19:28:22,40.69375,-70.8845,14.602,b,283.0,<10,1.90201556461163,0.4842368919391789,66.5,42.77,1.224,65.27600000000001,41.54600000000001,0.513712888108457,0.29755814884045,L4,0.3429336688237218
EN608,8,16,20-21-22-23,2018-02-01 19:30:57,40.693020000000004,-70.88424,5.443,a,175.0,<10,1.90201556461163,0.4842368919391789,53.2,32.84,1.224,51.976000000000006,31.616,0.7127691326793951,0.285602113578727,L4,0.41630842420512465
EN608,8,16,20-21-22-23,2018-02-01 19:30:57,40.693020000000004,-70.88424,5.443,b,175.0,<10,1.90201556461163,0.4842368919391789,50.22,30.63,1.224,48.996,29.406,0.6858127362077281,0.24277104629057397,L4,0.41630842420512465
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,a,151.0,>10,2.13,1.393,,,,,,,,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,b,151.0,>10,2.13,1.393,61.8,33.8,0.505,61.295,33.295,2.921356854,1.004044267,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,c,151.0,>10,2.13,1.393,,,,,,,,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,a,151.0,>20,2.13,1.393,58.1,31.8,0.505,57.595,31.295,2.7439887589999996,0.94561713,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,b,151.0,>20,2.13,1.393,49.5,29.2,0.505,48.995,28.695,2.117983719,1.265088369,L4,0.4411941848726097
EN608,8,20-21-22-23,16,2018-02-01 19:31:38,40.6927875,-70.8842075,5.32675,c,151.0,>20,2.13,1.393,44.6,31.9,0.505,44.095,31.395,1.325044002,2.376351649,L4,0.4411941848726097
EN608,9,2,,2018-02-01 23:38:30,40.52352,-70.89457,71.3382330795057,a,282.0,>0,1.90201556461163,0.4842368919391789,404.6,235.0,1.3481666666666698,403.25183333333297,233.651833333333,2.76342168858479,0.6706118978140021,L5,1.1957074760291388
EN608,9,2,,2018-02-01 23:38:30,40.52352,-70.89457,71.3382330795057,b,282.0,>0,1.90201556461163,0.4842368919391789,314.6,184.9,1.3481666666666698,313.251833333333,183.551833333333,2.8177342217723798,0.779202590973874,L5,1.1957074760291388
EN608,9,4,,2018-02-01 23:41:26,40.52312,-70.89524,45.5420707742384,a,282.0,>0,1.90201556461163,0.4842368919391789,334.9,196.0,1.3481666666666698,333.55183333333304,194.651833333333,3.01760434390273,0.796851400125338,L5,1.267781864910879
EN608,9,4,,2018-02-01 23:41:26,40.52312,-70.89524,45.5420707742384,b,282.0,>0,1.90201556461163,0.4842368919391789,313.7,182.3,1.3481666666666698,312.351833333333,180.951833333333,2.85466674433994,0.6913196881060679,L5,1.267781864910879
EN608,9,9,,2018-02-01 23:44:13,40.522659999999995,-70.89578,29.430220374475397,a,287.0,>0,1.90201556461163,0.4842368919391789,339.9,196.6,1.3481666666666698,338.55183333333304,195.25183333333302,3.05895756603566,0.70059718586487,L5,1.3351470239677106
EN608,9,9,,2018-02-01 23:44:13,40.522659999999995,-70.89578,29.430220374475397,b,285.0,>0,1.90201556461163,0.4842368919391789,309.0,180.5,1.3481666666666698,307.651833333333,179.151833333333,2.7622782668334707,0.7114799507495441,L5,1.3351470239677106
EN608,9,12,,2018-02-01 23:46:46,40.52234,-70.8963,14.822302961751301,a,282.0,>0,1.90201556461163,0.4842368919391789,316.7,182.7,1.3481666666666698,315.351833333333,181.35183333333302,2.9111517788550403,0.642673173637161,L5,1.3917411191529263
EN608,9,12,,2018-02-01 23:46:46,40.52234,-70.8963,14.822302961751301,b,282.0,>0,1.90201556461163,0.4842368919391789,295.4,171.2,1.3481666666666698,294.05183333333304,169.851833333333,2.6982466487596697,0.630220852404529,L5,1.3917411191529263
EN608,9,16,,2018-02-01 23:49:07,40.522079999999995,-70.8966,4.99810770963991,a,282.0,>0,1.90201556461163,0.4842368919391789,277.6,163.4,1.3481666666666698,276.251833333333,162.051833333333,2.4809965160093,0.6946198442541739,L5,1.4295273673166304
EN608,9,16,,2018-02-01 23:49:07,40.522079999999995,-70.8966,4.99810770963991,b,282.0,>0,1.90201556461163,0.4842368919391789,284.7,165.5,1.3481666666666698,283.351833333333,164.151833333333,2.58962158238448,0.627147008121491,L5,1.4295273673166304
EN608,9,9,,2018-02-01 23:44:13,40.522659999999995,-70.89578,29.430220374475397,a,283.0,<10,1.90201556461163,0.4842368919391789,70.0,43.65,1.3481666666666698,68.6518333333333,42.3018333333333,0.570431293790891,0.25559894240930103,L5,1.3351470239677106
EN608,9,9,,2018-02-01 23:44:13,40.522659999999995,-70.89578,29.430220374475397,b,285.0,<10,1.90201556461163,0.4842368919391789,71.58,44.99,1.3481666666666698,70.2318333333333,43.6418333333333,0.571587386109742,0.274628777863209,L5,1.3351470239677106
EN608,9,16,,2018-02-01 23:49:07,40.522079999999995,-70.8966,4.99810770963991,a,283.0,<10,1.90201556461163,0.4842368919391789,70.99,44.59,1.3481666666666698,69.6418333333333,43.241833333333304,0.571513706113074,0.272871962011538,L5,1.4295273673166304
EN608,9,16,,2018-02-01 23:49:07,40.522079999999995,-70.8966,4.99810770963991,b,283.0,<10,1.90201556461163,0.4842368919391789,122.6,73.37,1.3481666666666698,121.251833333333,72.0218333333333,1.06574317242222,0.340631145473476,L5,1.4295273673166304
EN608,12,1,,2018-02-02 09:18:54,40.35838,-70.88038,88.07700000000001,a,282.0,>0,1.90201556461163,0.4842368919391789,162.0,98.17,1.122,160.878,97.04799999999999,1.38670759734565,0.5150741362612871,L6,0.5999922351372872
EN608,12,1,,2018-02-02 09:18:54,40.35838,-70.88038,88.07700000000001,b,282.0,>0,1.90201556461163,0.4842368919391789,191.1,112.5,1.122,189.97799999999998,111.37799999999999,1.7075860434179602,0.47501067084378495,L6,0.5999922351372872
EN608,12,4,,2018-02-02 09:22:28,40.3577,-70.8803,75.04,a,282.0,>0,1.90201556461163,0.4842368919391789,177.2,105.3,1.122,176.078,104.178,1.5620284544752,0.479474898955094,L6,0.6720223045487372
EN608,12,4,,2018-02-02 09:22:28,40.3577,-70.8803,75.04,b,282.0,>0,1.90201556461163,0.4842368919391789,166.8,99.22,1.122,165.678,98.098,1.46817639712704,0.4541814516011479,L6,0.6720223045487372
EN608,12,8,,2018-02-02 09:25:23,40.35719,-70.88016,54.591,a,287.0,>0,1.90201556461163,0.4842368919391789,165.2,97.34,1.122,164.078,96.21799999999999,1.4485754391568701,0.404092640536951,L6,0.729009009928589
EN608,12,8,,2018-02-02 09:25:23,40.35719,-70.88016,54.591,b,285.0,>0,1.90201556461163,0.4842368919391789,184.3,107.7,1.122,183.178,106.57799999999999,1.6466187956376899,0.419931104662306,L6,0.729009009928589
EN608,12,11,,2018-02-02 09:27:54,40.356790000000004,-70.88002,35.583,a,283.0,>0,1.90201556461163,0.4842368919391789,187.1,110.3,1.122,185.97799999999998,109.178,1.6625853268743997,0.46933950998131996,L6,0.7747146192817184
EN608,12,11,,2018-02-02 09:27:54,40.356790000000004,-70.88002,35.583,b,283.0,>0,1.90201556461163,0.4842368919391789,164.9,96.93,1.122,163.778,95.80799999999999,1.4714313107767298,0.39941679753696596,L6,0.7747146192817184
EN608,12,14,,2018-02-02 09:30:24,40.3565,-70.88006,14.597000000000001,a,282.0,>0,1.90201556461163,0.4842368919391789,148.9,89.29,1.122,147.778,88.16799999999999,1.29502804132499,0.43273854725649796,L6,0.8036757434856658
EN608,12,14,,2018-02-02 09:30:24,40.3565,-70.88006,14.597000000000001,b,282.0,>0,1.90201556461163,0.4842368919391789,217.3,124.7,1.122,216.178,123.57799999999999,2.0117362292684797,0.409935346402094,L6,0.8036757434856658
EN608,12,18,,2018-02-02 09:32:47,40.35614,-70.88002,4.76,a,283.0,>0,1.90201556461163,0.4842368919391789,235.4,137.1,1.122,234.278,135.97799999999998,2.1280226254134598,0.527227291840634,L6,0.8424628513200155
EN608,12,18,,2018-02-02 09:32:47,40.35614,-70.88002,4.76,b,282.0,>0,1.90201556461163,0.4842368919391789,226.2,132.0,1.122,225.078,130.878,2.04649625050854,0.5182283160050251,L6,0.8424628513200155
EN608,12,8,,2018-02-02 09:25:23,40.35719,-70.88016,54.591,a,200.0,>5,1.90201556461163,0.4842368919391789,111.2,67.15,1.122,110.07799999999999,66.028,1.34935143701922,0.47505391365574606,L6,0.729009009928589
