"cruise","date.x","cast","niskin","replicate","depth_rep","filter_id_ooi","filter_size_ooi","Comments","chl_ooi_r","phaeo_ooi_r","filter_size","date.y","latitude","longitude","depth","chl_r","phaeo_r","method_contributor","chl_diff"
"AR24B",NA,2,"5","a",NA,NA,NA,NA,NA,NA,">0",2017-10-28 02:19:19,40.8001666666667,-70.829,17.8153572303057,1.206,0.726,"method_Sosik",NA
"AR24B",NA,2,"5","b",NA,NA,NA,NA,NA,NA,">0",2017-10-28 02:19:19,40.8001666666667,-70.829,17.8153572303057,1.2,0.613,"method_Sosik",NA
"AR24B",NA,2,"7","a",NA,NA,NA,NA,NA,NA,">0",2017-10-28 02:20:47,40.8001666666667,-70.829,2.59078969113569,1.37,0.745,"method_Sosik",NA
"AR24B",NA,2,"7","b",NA,NA,NA,NA,NA,NA,">0",2017-10-28 02:20:47,40.8001666666667,-70.829,2.59078969113569,1.423,0.856,"method_Sosik",NA
"AR24B",NA,2,"7","a",NA,NA,NA,NA,NA,NA,"<10",2017-10-28 02:20:47,40.8001666666667,-70.829,2.59078969113569,0.58,0.298,"method_Sosik",NA
"AR24B",NA,2,"7","c",NA,NA,NA,NA,NA,NA,">0",2017-10-28 02:20:47,40.8001666666667,-70.829,2.59078969113569,1.344,0.605,"method_Sosik",NA
"AR24B",NA,3,"5","a",NA,NA,NA,NA,NA,NA,">0",2017-10-28 15:44:16,39.9398333333333,-70.884,56.1678676952972,0.407,0.41,"method_Sosik",NA
"AR24B",NA,3,"5","b",NA,NA,NA,NA,NA,NA,">0",2017-10-28 15:44:16,39.9398333333333,-70.884,56.1678676952972,0.377,0.386,"method_Sosik",NA
"AR24B",NA,3,"12","a",NA,NA,NA,NA,NA,NA,">0",2017-10-28 15:50:28,39.9398333333333,-70.884,2.05910256906641,2.247,1.185,"method_Sosik",NA
"AR24B",NA,3,"12","a",NA,NA,NA,NA,NA,NA,"<10",2017-10-28 15:50:28,39.9398333333333,-70.884,2.05910256906641,0.614,0.23,"method_Sosik",NA
"AR24B",NA,3,"12","b",NA,NA,NA,NA,NA,NA,"<10",2017-10-28 15:50:28,39.9398333333333,-70.884,2.05910256906641,0.594,0.25,"method_Sosik",NA
"AR24B",NA,4,"4-6","a",NA,NA,NA,NA,NA,NA,">0",2017-10-28 19:54:27,39.9943333333333,-70.7798333333333,50.7587724368521,1.586,0.814,"method_Sosik",NA
"AR24B",NA,4,"4-6","b",NA,NA,NA,NA,NA,NA,">0",2017-10-28 19:54:27,39.9943333333333,-70.7798333333333,50.7587724368521,1.6,0.868,"method_Sosik",NA
"AR24B",NA,4,"9-10","a",NA,NA,NA,NA,NA,NA,">0",2017-10-28 19:59:08,39.9943333333333,-70.7798333333333,2.48678558727982,0.312,0.159,"method_Sosik",NA
"AR24B",NA,4,"9-10","b",NA,NA,NA,NA,NA,NA,">0",2017-10-28 19:59:08,39.9943333333333,-70.7798333333333,2.48678558727982,0.298,0.146,"method_Sosik",NA
"AR24B",NA,4,"10","a",NA,NA,NA,NA,NA,NA,"<10",2017-10-28 19:59:16,39.9943333333333,-70.7798333333333,2.36076006972493,0.287,0.147,"method_Sosik",NA
"AR24B",NA,4,"10","b",NA,NA,NA,NA,NA,NA,"<10",2017-10-28 19:59:16,39.9943333333333,-70.7798333333333,2.36076006972493,0.259,0.152,"method_Sosik",NA
"AR24B",NA,7,"10","a",NA,NA,NA,NA,NA,NA,">0",2017-10-29 14:58:27,40.1356666666667,-70.7745,3.56440364469428,0.611,0.329,"method_Sosik",NA
"AR24B",NA,7,"10","b",NA,NA,NA,NA,NA,NA,">0",2017-10-29 14:58:27,40.1356666666667,-70.7745,3.56440364469428,0.589,0.302,"method_Sosik",NA
"AR24B",NA,7,"10","a",NA,NA,NA,NA,NA,NA,"<10",2017-10-29 14:58:27,40.1356666666667,-70.7745,3.56440364469428,0.512,0.272,"method_Sosik",NA
"AR24B",NA,7,"10","b",NA,NA,NA,NA,NA,NA,"<10",2017-10-29 14:58:27,40.1356666666667,-70.7745,3.56440364469428,0.49,0.285,"method_Sosik",NA
"AR24B",NA,8,"9","a",NA,NA,NA,NA,NA,NA,">0",2017-11-01 02:54:03,39.8496666666667,-70.7355,2.26850342427498,0.621,0.286,"method_Sosik",NA
"AR24B",NA,8,"9","b",NA,NA,NA,NA,NA,NA,">0",2017-11-01 02:54:03,39.8496666666667,-70.7355,2.26850342427498,0.517,0.32,"method_Sosik",NA
"AR24B",NA,8,"9","a",NA,NA,NA,NA,NA,NA,"<10",2017-11-01 02:54:03,39.8496666666667,-70.7355,2.26850342427498,0.483,0.283,"method_Sosik",NA
"AR24B",NA,8,"9","b",NA,NA,NA,NA,NA,NA,"<10",2017-11-01 02:54:03,39.8496666666667,-70.7355,2.26850342427498,0.476,0.246,"method_Sosik",NA
"AR24B",NA,10,"4","a",NA,NA,NA,NA,NA,NA,">0",2017-11-02 23:22:14,39.9231666666667,-70.9081666666667,251.457691383036,0.45,0.214,"method_Sosik",NA
"AR24B",NA,10,"7","a",NA,NA,NA,NA,NA,NA,">0",2017-11-02 23:30:05,39.9231666666667,-70.9081666666667,21.815543385174,0.92,0.548,"method_Sosik",NA
"AR24B",NA,10,"7","b",NA,NA,NA,NA,NA,NA,">0",2017-11-02 23:30:05,39.9231666666667,-70.9081666666667,21.815543385174,0.87,0.541,"method_Sosik",NA
"AR24B",NA,10,"9","a",NA,NA,NA,NA,NA,NA,">0",2017-11-02 23:31:57,39.9231666666667,-70.9081666666667,6.90164362596751,0.74,0.528,"method_Sosik",NA
"AR24B",NA,10,"9","b",NA,NA,NA,NA,NA,NA,">0",2017-11-02 23:31:57,39.9231666666667,-70.9081666666667,6.90164362596751,0.769,0.49,"method_Sosik",NA
"AR24B",NA,10,"10","a",NA,NA,NA,NA,NA,NA,">0",2017-11-02 23:33:19,39.9231666666667,-70.9081666666667,2.14246181719532,0.833,0.543,"method_Sosik",NA
"AR24B",NA,10,"10","b",NA,NA,NA,NA,NA,NA,">0",2017-11-02 23:33:19,39.9231666666667,-70.9081666666667,2.14246181719532,0.859,0.502,"method_Sosik",NA
"AR24B",NA,10,"10","a",NA,NA,NA,NA,NA,NA,"<10",2017-11-02 23:33:19,39.9231666666667,-70.9081666666667,2.14246181719532,0.751,0.44,"method_Sosik",NA
"AR24B",NA,10,"10","b",NA,NA,NA,NA,NA,NA,"<10",2017-11-02 23:33:19,39.9231666666667,-70.9081666666667,2.14246181719532,0.694,0.422,"method_Sosik",NA
"AR24B",NA,11,"2","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 11:30:04,40.3658333333333,-70.7736666666667,86.5682485095005,0.102,0.26,"method_Sosik",NA
"AR24B",NA,11,"2","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 11:30:04,40.3658333333333,-70.7736666666667,86.5682485095005,0.127,0.265,"method_Sosik",NA
"AR24B",NA,11,"5","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 11:34:06,40.3658333333333,-70.7736666666667,42.6289561327754,0.779,0.549,"method_Sosik",NA
"AR24B",NA,11,"5","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 11:34:06,40.3658333333333,-70.7736666666667,42.6289561327754,0.777,0.499,"method_Sosik",NA
"AR24B",NA,11,"7","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 11:36:25,40.3658333333333,-70.7736666666667,22.36632718923,1.143,0.614,"method_Sosik",NA
"AR24B",NA,11,"7","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 11:36:25,40.3658333333333,-70.7736666666667,22.36632718923,1.243,0.632,"method_Sosik",NA
"AR24B",NA,11,"11","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 11:39:30,40.3658333333333,-70.7736666666667,2.12352196235973,2.121,1.088,"method_Sosik",NA
"AR24B",NA,11,"11","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 11:39:30,40.3658333333333,-70.7736666666667,2.12352196235973,2.123,0.961,"method_Sosik",NA
"AR24B",NA,11,"11","a",NA,NA,NA,NA,NA,NA,"<10",2017-11-03 11:39:30,40.3658333333333,-70.7736666666667,2.12352196235973,1.641,0.749,"method_Sosik",NA
"AR24B",NA,11,"11","b",NA,NA,NA,NA,NA,NA,"<10",2017-11-03 11:39:30,40.3658333333333,-70.7736666666667,2.12352196235973,1.641,0.871,"method_Sosik",NA
"AR24B",NA,13,"4","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 14:24:16,40.2191666666667,-70.7751666666667,67.1917444602112,0.105,0.153,"method_Sosik",NA
"AR24B",NA,13,"4","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 14:24:16,40.2191666666667,-70.7751666666667,67.1917444602112,0.11,0.165,"method_Sosik",NA
"AR24B",NA,13,"7","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 14:28:00,40.2191666666667,-70.7751666666667,12.6159468366331,2.235,1.024,"method_Sosik",NA
"AR24B",NA,13,"7","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 14:28:00,40.2191666666667,-70.7751666666667,12.6159468366331,1.916,0.941,"method_Sosik",NA
"AR24B",NA,13,"10","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 14:29:53,40.2191666666667,-70.7751666666667,2.62466528000434,1.745,0.771,"method_Sosik",NA
"AR24B",NA,13,"10","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 14:29:53,40.2191666666667,-70.7751666666667,2.62466528000434,1.776,0.808,"method_Sosik",NA
"AR24B",NA,13,"10","a",NA,NA,NA,NA,NA,NA,"<10",2017-11-03 14:29:53,40.2191666666667,-70.7751666666667,2.62466528000434,1.513,0.637,"method_Sosik",NA
"AR24B",NA,13,"10","b",NA,NA,NA,NA,NA,NA,"<10",2017-11-03 14:29:53,40.2191666666667,-70.7751666666667,2.62466528000434,1.403,0.655,"method_Sosik",NA
"AR24B",NA,15,"4","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 17:44:44,40.0718333333333,-70.775,77.1015525183664,0.061,0.121,"method_Sosik",NA
"AR24B",NA,15,"4","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 17:44:44,40.0718333333333,-70.775,77.1015525183664,0.056,0.119,"method_Sosik",NA
"AR24B",NA,15,"7","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 17:49:05,40.0718333333333,-70.775,20.19096849324,1.021,0.621,"method_Sosik",NA
"AR24B",NA,15,"7","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 17:49:05,40.0718333333333,-70.775,20.19096849324,1.001,0.593,"method_Sosik",NA
"AR24B",NA,15,"10","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 17:51:01,40.0718333333333,-70.775,2.35776648032234,1.098,0.549,"method_Sosik",NA
"AR24B",NA,15,"10","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 17:51:01,40.0718333333333,-70.775,2.35776648032234,1.052,0.568,"method_Sosik",NA
"AR24B",NA,15,"10","a",NA,NA,NA,NA,NA,NA,"<10",2017-11-03 17:51:01,40.0718333333333,-70.775,2.35776648032234,0.686,0.375,"method_Sosik",NA
"AR24B",NA,15,"10","b",NA,NA,NA,NA,NA,NA,"<10",2017-11-03 17:51:01,40.0718333333333,-70.775,2.35776648032234,0.82,0.429,"method_Sosik",NA
"AR24B",NA,17,"5","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 20:21:47,39.9408333333333,-70.7743333333333,87.2570131497122,0.082,0.152,"method_Sosik",NA
"AR24B",NA,17,"8","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 20:25:47,39.9408333333333,-70.7743333333333,22.2312555426507,0.952,0.681,"method_Sosik",NA
"AR24B",NA,17,"8","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 20:25:47,39.9408333333333,-70.7743333333333,22.2312555426507,0.981,0.594,"method_Sosik",NA
"AR24B",NA,17,"10","a",NA,NA,NA,NA,NA,NA,">0",2017-11-03 20:27:53,39.9408333333333,-70.7743333333333,2.34092490255166,0.862,0.512,"method_Sosik",NA
"AR24B",NA,17,"10","b",NA,NA,NA,NA,NA,NA,">0",2017-11-03 20:27:53,39.9408333333333,-70.7743333333333,2.34092490255166,0.881,0.482,"method_Sosik",NA
"AR24B",NA,17,"10","a",NA,NA,NA,NA,NA,NA,"<10",2017-11-03 20:27:53,39.9408333333333,-70.7743333333333,2.34092490255166,0.546,0.409,"method_Sosik",NA
"AR24B",NA,17,"10","b",NA,NA,NA,NA,NA,NA,"<10",2017-11-03 20:27:53,39.9408333333333,-70.7743333333333,2.34092490255166,0.584,0.373,"method_Sosik",NA
