cruise,cast,niskin,niskin_second_cast,replicate,vol_filtered,filter_size,fd_calibrated,tau_calibrated,rb,ra,blank,rb_blank,ra_blank,chl,phaeo,iode_quality_flag
en695,1,19-20-21-23,NA',b,152,>0&<200,0.785208675,2.243640086,104,59.7,1.13,102.87,58.545,2.47856306910182,1.59276174848893,1
en695,1,19-20-21-23,NA',c,152,>0&<200,0.785208675,2.243640086,113,61.5,1.13,111.87,60.345,2.88117229860059,1.31532776318972,1
en695,1,19-20-21-23,NA',a,152,>10&<200,0.785208675,2.243640086,78.5,39.4,1.13,77.37,38.245,2.18778973668604,0.471836493542985,1
en695,1,19-20-21-23,NA',b,152,>10&<200,0.785208675,2.243640086,70.8,35.6,1.13,69.67,34.445,1.96970973737421,0.425657643989078,1
en695,1,19-20-21-23,NA',c,152,>10&<200,0.785208675,2.243640086,73.8,38,1.13,72.67,36.845,2.0032605064991,0.559007200463597,1
en695,1,19-20-21-23,NA',a,152,>10&<200,0.785208675,2.243640086,75.6,37.2,1.13,74.47,36.045,2.14864717270699,0.357987092389235,1
en695,1,19-20-21-23,NA',b,147,>10&<200,0.785208675,2.243640086,74.8,37.6,1.13,73.67,36.445,2.15234650637751,0.468310295503296,1
en695,1,19-20-21-23,NA',c,152,>10&<200,0.785208675,2.243640086,76.8,38.5,1.13,75.67,37.345,2.14305537785284,0.453983230276401,1
en695,9,16-17-18,NA',a,152,>0&<200,0.785208675,2.243640086,97.9,56.3,1.04,96.86,55.2865,2.32470483368989,1.52001802099848,1
en695,9,16-17-18,NA',b,152,>0&<200,0.785208675,2.243640086,96.9,55.2,1.04,95.86,54.1865,2.33029662854404,1.43793024357794,1
en695,9,16-17-18,NA',c,152,>0&<200,0.785208675,2.243640086,92.9,54.9,1.04,91.86,53.8865,2.12340021894051,1.62396411248154,1
en695,9,16-17-18,NA',a,152,>10&<200,0.785208675,2.243640086,64.5,33.7,1.04,63.46,32.6865,1.72079098944173,0.552287132518811,1
en695,9,16-17-18,NA',b,152,>10&<200,0.785208675,2.243640086,42.5,23.1,1.04,41.46,22.0865,1.08332637606868,0.452608641161114,3
en695,9,16-17-18,NA',c,152,>10&<200,0.785208675,2.243640086,62.3,33.3,1.04,61.26,32.2865,1.62013868206704,0.625122718960268,1
en695,2,21-22-23,NA',a,152,>0&<200,0.785208675,2.243640086,111,66.6,1.03,109.97,65.575,2.48247732549973,2.07772636249265,1
en695,2,21-22-23,NA',b,152,>0&<200,0.785208675,2.243640086,111,62.9,1.03,109.97,61.875,2.68937373510326,1.61352528425668,1
en695,2,21-22-23,NA',c,152,>0&<200,0.785208675,2.243640086,104,62.8,1.03,102.97,61.775,2.30353989016694,1.99240494895969,1
en695,2,21-22-23,NA',a,152,>0&<200,0.785208675,2.243640086,107,61.1,1.03,105.97,60.075,2.56635424831197,1.61136952684841,1
en695,2,21-22-23,NA',b,152,>0&<200,0.785208675,2.243640086,109,65.7,1.03,107.97,64.675,2.42096758210408,2.07664848378851,1
en695,2,21-22-23,NA',c,152,>0&<200,0.785208675,2.243640086,111,63.2,1.03,109.97,62.175,2.67259835054081,1.65116320951906,1
en695,2,21-22-23,NA',a,152,>10&<200,0.785208675,2.243640086,76.9,39.2,1.03,75.87,38.175,2.1078270702717,0.546931233794009,1
en695,2,21-22-23,NA',b,152,>10&<200,0.785208675,2.243640086,84,42.2,1.03,82.97,41.175,2.33709065929184,0.526293051773144,1
en695,2,21-22-23,NA',c,152,>10&<200,0.785208675,2.243640086,88.2,44.4,1.03,87.17,43.375,2.44892655637483,0.567449119822949,1
en695,2,21-22-23,NA',a,152,>10&<200,0.785208675,2.243640086,83.4,42.3,1.03,82.37,41.275,2.29794809531279,0.5723897959855,1
en695,2,21-22-23,NA',b,152,>10&<200,0.785208675,2.243640086,88.3,44.7,1.03,87.27,43.675,2.43774296666653,0.599495250231176,1
en695,2,21-22-23,NA',c,152,>10&<200,0.785208675,2.243640086,79.8,40.4,1.03,78.77,39.375,2.20288758279224,0.535320884073173,1
en695,2,14-15-16,NA',a,152,>0&<200,0.785208675,2.243640086,112,62.7,1.03,110.97,61.675,2.75647527335306,1.53251538554027,1
en695,2,14-15-16,NA',b,152,>0&<200,0.785208675,2.243640086,101,56.4,1.03,99.97,55.375,2.49366091520803,1.35721638898683,1
en695,2,14-15-16,NA',c,152,>0&<200,0.785208675,2.243640086,108,60.5,1.03,106.97,59.475,2.65582296597836,1.48017572778216,1
en695,2,14-15-16,NA',a,152,>0&<200,0.785208675,2.243640086,112,62.9,1.03,110.97,61.875,2.74529168364476,1.55760733571518,1
en695,2,14-15-16,NA',b,147,>0&<200,0.785208675,2.243640086,101,59.8,1.03,99.97,58.775,2.38189158711139,1.84445231549649,1
en695,2,14-15-16,NA',c,152,>0&<200,0.785208675,2.243640086,106,59.9,1.03,104.97,58.875,2.57753783802027,1.5167357743404,1
en695,2,14-15-16,NA',a,152,>10&<200,0.785208675,2.243640086,75.9,39,1.03,74.87,37.975,2.0630927114385,0.577757232160587,1
en695,2,14-15-16,NA',b,152,>10&<200,0.785208675,2.243640086,76,39.9,1.03,74.97,38.875,2.01835835260531,0.685079213093566,1
en695,2,14-15-16,NA',c,152,>10&<200,0.785208675,2.243640086,69.1,36.8,1.03,68.07,35.775,1.80587014814762,0.681987830318673,1
en695,2,14-15-16,NA',a,152,>10&<200,0.785208675,2.243640086,77.1,40.1,1.03,76.07,39.075,2.06868450629265,0.648661419872838,1
en695,2,14-15-16,NA',b,152,>10&<200,0.785208675,2.243640086,64.6,33.7,1.03,63.57,32.675,1.72758502018953,0.544693371044189,1
en695,2,14-15-16,NA',c,152,>10&<200,0.785208675,2.243640086,73,37.5,1.03,71.97,36.475,1.98480758348041,0.551729656619047,1
en695,6,22-23-24,NA',a,152,>0&<200,0.785208675,2.243640086,92.9,53.9,1.0145,91.8855,52.9275,2.17845143927961,1.50222230370501,1
en695,6,22-23-24,NA',b,152,>0&<200,0.785208675,2.243640086,106,60.9,1.0145,104.9855,59.9275,2.51955092538274,1.64791543393351,1
en695,6,22-23-24,NA',c,152,>0&<200,0.785208675,2.243640086,101,57.9,1.0145,99.9855,56.9275,2.40771502829975,1.55112592401723,1
en695,6,22-23-24,NA',a,152,>10&<200,0.785208675,2.243640086,59.4,30.6,1.0145,58.3855,29.6275,1.60808836415635,0.452261384467274,1
en695,6,22-23-24,NA',b,152,>10&<200,0.785208675,2.243640086,62.5,32.3,1.0145,61.4855,31.3275,1.68637349211444,0.492197320475432,1
en695,6,22-23-24,NA',c,152,>10&<200,0.785208675,2.243640086,45.6,23,1.0145,44.5855,22.0275,1.26139708319907,0.270434967693067,1
en695,6,13-15-16,NA',a,152,>0&<200,0.785208675,2.243640086,113,63.3,1.0145,111.9855,62.3275,2.77677348867362,1.55759319624204,1
en695,6,13-15-16,NA',b,152,>0&<200,0.785208675,2.243640086,116,63.2,1.0145,114.9855,62.2275,2.95011912915226,1.3772933755301,1
en695,6,13-15-16,NA',c,152,>0&<200,0.785208675,2.243640086,109,61.1,1.0145,107.9855,60.1275,2.67612118129893,1.50525353848394,1
en695,6,13-15-16,NA',a,152,>10&<200,0.785208675,2.243640086,71.6,36.7,1.0145,70.5855,35.7275,1.94918785025948,0.535366892595997,1
en695,6,13-15-16,NA',b,152,>10&<200,0.785208675,2.243640086,70.6,35.8,1.0145,69.5855,34.8275,1.94359605540533,0.478371065350364,1
en695,6,13-15-16,NA',c,152,>10&<200,0.785208675,2.243640086,71.5,36.9,1.0145,70.4855,35.9275,1.93241246569703,0.566050637625063,1
en695,5,22-23-24,NA',a,152,>0&<200,0.785208675,2.243640086,61.1,35.5,1.015,60.085,34.48,1.43177907240501,0.96602227203993,1
en695,5,22-23-24,NA',b,152,>0&<200,0.785208675,2.243640086,61.2,36.5,1.015,60.185,35.48,1.38145291871767,1.08589022806037,1
en695,5,22-23-24,NA',c,152,>0&<200,0.785208675,2.243640086,61.5,35.9,1.015,60.485,34.88,1.43177907240501,0.993838992973166,1
en695,5,22-23-24,NA',a,152,>10&<200,0.785208675,2.243640086,45.7,24.9,1.015,44.685,23.88,1.16337291940583,0.497285320308359,1
en695,5,22-23-24,NA',b,152,>10&<200,0.785208675,2.243640086,46,25.4,1.015,44.985,24.38,1.15218932969753,0.543239811183203,1
en695,5,22-23-24,NA',c,152,>10&<200,0.785208675,2.243640086,44.2,25.8,1.015,43.185,24.78,1.02916984290624,0.694076018907731,3
en695,5,15-16-17,NA',a,152,>0&<200,0.785208675,2.243640086,59.2,34.3,1.015,58.185,33.28,1.39263650842596,0.921714673219269,1
en695,5,15-16-17,NA',b,152,>0&<200,0.785208675,2.243640086,58.8,34.8,1.015,57.785,33.78,1.34231035473862,1.00681172807316,1
en695,5,15-16-17,NA',c,152,>0&<200,0.785208675,2.243640086,61.7,36,1.015,60.685,34.98,1.43737086725916,0.995201378352326,1
en695,5,15-16-17,NA',a,152,>10&<200,0.785208675,2.243640086,48.4,26.7,1.015,47.385,25.68,1.21369907309318,0.572134410820574,1
en695,5,15-16-17,NA',b,152,>10&<200,0.785208675,2.243640086,48.1,26.2,1.015,47.085,25.18,1.22488266280148,0.52617991994573,1
en695,5,15-16-17,NA',c,152,>10&<200,0.785208675,2.243640086,45.4,24.8,1.015,44.385,23.78,1.15218932969753,0.501514729783349,1
en706,1,16-17-18,NA',a,152,>0&<200,0.742489938,2.112325333,64.3,35.1,1.028,63.272,34.0895,1.62423815564845,0.486234229570054,1
en706,1,16-17-18,NA',b,152,>0&<200,0.742489938,2.112325333,62.1,32.6,1.028,61.072,31.5895,1.64093554095452,0.314762472007235,1
en706,1,16-17-18,NA',c,152,>0&<200,0.742489938,2.112325333,60.8,33.1,1.028,59.772,32.0895,1.54075122911807,0.445901658295034,1
en706,1,16-17-18,NA',a,152,>10&<200,0.742489938,2.112325333,12.5,6.45,1.028,11.472,5.4395,0.335756589529658,0.00100148962656375,1
en706,1,16-17-18,NA',b,152,>10&<200,0.742489938,2.112325333,10.5,5.42,1.028,9.472,4.4095,0.281768377040016,-0.00877733925357209,3
en706,1,16-17-18,NA',c,152,>10&<200,0.742489938,2.112325333,13.1,6.55,1.028,12.072,5.5395,0.363585565039783,-0.0206365109932916,3
en706,2,11-12-13,NA',a,152,>0&<200,0.742489938,2.112325333,132,75.9,1.03,130.97,74.9035,3.12054651087685,1.51671036605634,1
en706,2,11-12-13,NA',b,152,>0&<200,0.742489938,2.112325333,135,78.4,1.03,133.97,77.4035,3.14837548638697,1.64365576280296,1
en706,2,11-12-13,NA',c,152,>0&<200,0.742489938,2.112325333,131,75,1.03,129.97,74.0035,3.11498071577483,1.46655738714594,1
en706,2,11-12-13,NA',a,152,>10&<200,0.742489938,2.112325333,12.7,7.13,1.03,11.67,6.1335,0.308150245823614,0.0715731990710796,1
en706,2,11-12-13,NA',b,152,>10&<200,0.742489938,2.112325333,11.9,6.73,1.03,10.87,5.7335,0.285887065415514,0.0690724799181006,1
en706,2,11-12-13,NA',c,152,>10&<200,0.742489938,2.112325333,12.7,6.96,1.03,11.67,5.9635,0.317612097497057,0.0515866900841785,1
en706,2,21-22-23,NA',a,152,>0&<200,0.742489938,2.112325333,79.5,43.7,1.03,78.47,42.7035,1.99069010516577,0.653072857100563,1
en706,2,21-22-23,NA',b,152,>0&<200,0.742489938,2.112325333,81.1,43.3,1.03,80.07,42.3035,2.10200600720627,0.516993055498983,1
en706,2,21-22-23,NA',c,152,>0&<200,0.742489938,2.112325333,79.1,43.3,1.03,78.07,42.3035,1.99069010516577,0.628308957539483,1
en706,2,21-22-23,NA',a,152,>10&<200,0.742489938,2.112325333,8.61,4.64,1.03,7.58,3.6435,0.219097524191214,0.00647064593576335,1
en706,2,21-22-23,NA',b,152,>10&<200,0.742489938,2.112325333,10.6,5.73,1.03,9.57,4.7335,0.269189680109439,0.0238601163214784,1
en706,2,21-22-23,NA',c,152,>10&<200,0.742489938,2.112325333,12.1,6.37,1.03,11.07,5.3735,0.317055517986854,0.0156165177417896,1
en706,5,12-13-14,NA',a,152,>0&<200,0.742489938,2.112325333,98.5,45.7,1.045,97.455,44.65,2.9390181036243,-0.174747815118868,3
en706,5,12-13-14,NA',b,152,>0&<200,0.742489938,2.112325333,86.7,44.1,1.045,85.655,43.05,2.37130700321775,0.293907687043366,1
en706,5,12-13-14,NA',c,152,>0&<200,0.742489938,2.112325333,91.8,42.2,1.045,90.755,41.15,2.7609126603595,-0.213326493013509,3
en706,5,12-13-14,NA',a,152,>10&<200,0.742489938,2.112325333,11.8,6.48,1.045,10.755,5.43,0.296378589182832,0.0397913473588149,1
en706,5,12-13-14,NA',b,152,>10&<200,0.742489938,2.112325333,12.2,6.7,1.045,11.155,5.65,0.306397020366477,0.0433930609337634,1
en706,5,12-13-14,NA',c,152,>10&<200,0.742489938,2.112325333,12.3,6.74,1.045,11.255,5.69,0.309736497427692,0.0425299738286562,1
en706,5,21-22-23,NA',a,152,>0&<200,0.742489938,2.112325333,14.2,8.49,1.045,13.155,7.44,0.318085190080729,0.142523341755339,1
en706,5,21-22-23,NA',b,152,>0&<200,0.742489938,2.112325333,14.3,8.41,1.045,13.255,7.36,0.328103621264374,0.127552130659478,1
en706,5,21-22-23,NA',c,152,>0&<200,0.742489938,2.112325333,14.6,8.33,1.045,13.555,7.28,0.349253642652069,0.101449329359567,1
en706,5,21-22-23,NA',a,152,>10&<200,0.742489938,2.112325333,2.71,1.79,1.045,1.665,0.74,0.0514836046937313,-0.00567039050573529,3
en706,5,21-22-23,NA',b,152,>10&<200,0.742489938,2.112325333,2.55,1.71,1.045,1.505,0.66,0.0470309686121113,-0.00617053433633106,3
en706,5,21-22-23,NA',c,152,>10&<200,0.742489938,2.112325333,2.57,1.75,1.045,1.525,0.7,0.0459178095917063,-0.00258098535981817,3
en706,19,22-23-24,NA',a,152,>0&<200,0.742489938,2.112325333,15.6,9.41,1.035,14.565,8.38,0.344244427060247,0.174559268744357,1
en706,19,22-23-24,NA',b,152,>0&<200,0.742489938,2.112325333,16.1,9.49,1.035,15.065,8.46,0.367620766488752,0.156135709228068,1
en706,19,22-23-24,NA',c,152,>0&<200,0.742489938,2.112325333,14.7,8.44,1.035,13.665,7.41,0.348140483631664,0.110610755737323,1
en706,19,22-23-24,NA',a,152,>10&<200,0.742489938,2.112325333,3.37,2.12,1.035,2.335,1.09,0.0692941490202113,-0.00181252271627123,3
en706,19,22-23-24,NA',b,152,>10&<200,0.742489938,2.112325333,3.48,2.24,1.035,2.445,1.21,0.0687375695100088,0.00617322666225495,1
en706,19,22-23-24,NA',c,152,>10&<200,0.742489938,2.112325333,3.34,2.19,1.035,2.305,1.16,0.0637283539181863,0.00808695480894258,1
en706,19,11-12-13,NA',a,152,>0&<200,0.742489938,2.112325333,55.6,33.6,1.035,54.565,32.57,1.2241966326904,0.792203889070451,1
en706,19,11-12-13,NA',b,152,>0&<200,0.742489938,2.112325333,56.2,34.2,1.035,55.165,33.17,1.2241966326904,0.82934973841207,1
en706,19,11-12-13,NA',c,152,>0&<200,0.742489938,2.112325333,56.1,34.5,1.035,55.065,33.47,1.2019334522823,0.870185843490979,1
en706,19,11-12-13,NA',a,152,>10&<200,0.742489938,2.112325333,5.01,3.03,1.035,3.975,2,0.109924453264994,0.0138950445404008,1
en706,19,11-12-13,NA',b,152,>10&<200,0.742489938,2.112325333,4.82,3.06,1.035,3.785,2.03,0.0976797040405388,0.0279970862319367,1
en706,19,11-12-13,NA',c,152,>10&<200,0.742489938,2.112325333,4.86,3.07,1.035,3.825,2.04,0.0993494425711464,0.0269464451903562,1
en706,15,10-11-12,NA',a,152,>0&<200,0.742489938,2.112325333,64.2,42.6,1.04,63.16,41.555,1.2024900317925,1.37016958385908,1
en706,15,10-11-12,NA',b,152,>0&<200,0.742489938,2.112325333,62.6,40.7,1.04,61.56,39.655,1.21918741709858,1.23584367563788,1
en706,15,10-11-12,NA',c,152,>0&<200,0.742489938,2.112325333,63.1,42.8,1.04,62.06,41.755,1.13013469546618,1.45490686996595,1
en706,15,10-11-12,NA',a,152,>10&<200,0.742489938,2.112325333,8.36,5.17,1.04,7.32,4.125,0.177827153509699,0.0775505607139276,1
en706,15,10-11-12,NA',b,152,>10&<200,0.742489938,2.112325333,8.77,5.34,1.04,7.73,4.295,0.191185061754559,0.0747173097825261,1
en706,15,10-11-12,NA',c,152,>10&<200,0.742489938,2.112325333,8.69,5.37,1.04,7.65,4.325,0.185062687142331,0.0826969768618346,1
en706,15,22-23-24,NA',a,152,>0&<200,0.742489938,2.112325333,9.28,5.65,1.04,8.24,4.605,0.202316651958609,0.0827777417383124,1
en706,15,22-23-24,NA',b,152,>0&<200,0.742489938,2.112325333,9.24,5.64,1.04,8.2,4.595,0.200646913428001,0.0838283827798928,1
en706,15,22-23-24,NA',c,152,>0&<200,0.742489938,2.112325333,9.16,5.67,1.04,8.12,4.625,0.194524538815774,0.0918080498592012,1
en706,15,22-23-24,NA',a,152,>10&<200,0.742489938,2.112325333,2.79,1.89,1.04,1.75,0.845,0.0503704456733263,0.00194329214945294,1
en706,15,22-23-24,NA',b,152,>10&<200,0.742489938,2.112325333,2.94,2.05,1.04,1.9,1.005,0.0498138661631238,0.012405431484087,1
en706,15,22-23-24,NA',c,152,>10&<200,0.742489938,2.112325333,2.61,1.78,1.04,1.57,0.735,0.0464743891019088,-0.000970723658426239,3
en706,9,8-11-12,NA',a,152,>0&<200,0.742489938,2.112325333,49.1,32.6,1.0075,48.0925,31.58,0.919051916221879,1.0360579541253,1
en706,9,8-11-12,NA',b,152,>0&<200,0.742489938,2.112325333,48.4,32.2,1.0075,47.3925,31.18,0.902354530915804,1.0279914398703,1
en706,9,8-11-12,NA',c,152,>0&<200,0.742489938,2.112325333,48.6,32,1.0075,47.5925,30.98,0.924617711323904,0.993346309681659,1
en706,9,8-11-12,NA',a,152,>10&<200,0.742489938,2.112325333,6.96,4.43,1.0075,5.9525,3.41,0.141510340468986,0.0696019032892121,1
en706,9,8-11-12,NA',b,152,>10&<200,0.742489938,2.112325333,6.94,4.43,1.0075,5.9325,3.41,0.140397181448581,0.0707150623096171,1
en706,9,8-11-12,NA',c,152,>10&<200,0.742489938,2.112325333,6.75,4.43,1.0075,5.7425,3.41,0.129822170754733,0.0812900730034646,1
en706,9,22-23-24,NA',a,152,>0&<200,0.742489938,2.112325333,6.44,4.25,1.0075,5.4325,3.23,0.122586637122101,0.0773818518336116,1
en706,9,22-23-24,NA',b,152,>0&<200,0.742489938,2.112325333,6.9,4.26,1.0075,5.8925,3.24,0.147632715081213,0.052954871363526,1
en706,9,22-23-24,NA',c,152,>0&<200,0.742489938,2.112325333,6.77,4.12,1.0075,5.7625,3.1,0.148189294591416,0.043730927006946,1
en706,9,22-23-24,NA',a,152,>10&<200,0.742489938,2.112325333,1.84,1.4,1.0075,0.8325,0.38,0.0251852228366632,-0.00165951825363818,3
en706,9,22-23-24,NA',b,152,>10&<200,0.742489938,2.112325333,1.81,1.38,1.0075,0.8025,0.36,0.0246286433264607,-0.00234113372148963,3
en706,9,22-23-24,NA',c,152,>10&<200,0.742489938,2.112325333,1.86,1.4,1.0075,0.8525,0.38,0.0262983818570682,-0.00277267727404318,3
ar77,1,16-17-18,NA',a,152,>0&<200,0.742489938,2.112325333,103,56.1,1.2,101.8,54.925,2.60896645407422,0.79142650440643,1
ar77,1,16-17-18,NA',b,152,>0&<200,0.742489938,2.112325333,87.9,54.5,1.2,86.7,53.325,1.85758411530085,1.44375324493549,3
ar77,1,16-17-18,NA',c,152,>0&<200,0.742489938,2.112325333,101,55.4,1.2,99.8,54.225,2.5366111177479,0.820445016500866,1
ar77,1,16-17-18,NA',d,152,>0&<200,0.742489938,2.112325333,96.4,52.8,1.2,95.2,51.625,2.4252952157074,0.770795571394353,1
ar77,1,16-17-18,NA',e,152,>0&<200,0.742489938,2.112325333,101,55.7,1.2,99.8,54.525,2.51991373244182,0.855715326477751,1
ar77,1,16-17-18,NA',f,152,>0&<200,0.742489938,2.112325333,103,56,1.2,101.8,54.825,2.61453224917625,0.779669734414135,1
ar77,1,16-17-18,NA',a,152,>10&<200,0.742489938,2.112325333,58.2,30.2,1.2,57,29.025,1.5570311797915,0.239899282109294,1
ar77,1,16-17-18,NA',b,152,>10&<200,0.742489938,2.112325333,67.1,33.8,1.2,65.9,32.625,1.85201832019882,0.16778723775168,1
ar77,1,16-17-18,NA',c,152,>10&<200,0.742489938,2.112325333,67.2,33.5,1.2,66,32.325,1.87428150060692,0.126951132672771,1
ar77,1,16-17-18,NA',d,152,>10&<200,0.742489938,2.112325333,63.3,32.5,1.2,62.1,31.325,1.7128734426482,0.226449441728799,1
ar77,1,16-17-18,NA',e,152,>10&<200,0.742489938,2.112325333,59.6,30.2,1.2,58.4,29.025,1.63495231121985,0.161978150680944,1
ar77,1,16-17-18,NA',f,152,>10&<200,0.742489938,2.112325333,59.2,30.2,1.2,58,29.025,1.61268913081175,0.184241331089044,1
ar77,2,11-12-13,NA',a,152,>0&<200,0.742489938,2.112325333,115,62.1,1.195,113.805,60.92,2.94347073970592,0.828071163446396,1
ar77,2,11-12-13,NA',b,152,>0&<200,0.742489938,2.112325333,116,58.4,1.195,114.805,57.22,3.2050631095011,0.337412722711241,1
ar77,2,11-12-13,NA',c,152,>0&<200,0.742489938,2.112325333,113,58.4,1.195,111.805,57.22,3.03808925644035,0.504386575771991,1
ar77,2,11-12-13,NA',a,152,>10&<200,0.742489938,2.112325333,57.8,27.8,1.195,56.605,26.62,1.6689036613422,-0.0208661455523947,3
ar77,2,11-12-13,NA',b,152,>10&<200,0.742489938,2.112325333,63.1,28.9,1.195,61.905,27.72,1.90266705562725,-0.186528816044479,3
ar77,2,11-12-13,NA',c,152,>10&<200,0.742489938,2.112325333,65.7,31,1.195,64.505,29.82,1.93049603113737,-0.0843473188589396,3
ar77,2,22-23-24,NA',a,152,>0&<200,0.742489938,2.112325333,79,46.8,1.195,77.805,45.62,1.79135115358675,1.0329715913543,1
ar77,2,22-23-24,NA',b,152,>0&<200,0.742489938,2.112325333,98.1,50.6,1.195,96.905,49.42,2.64291780419657,0.416661986574728,1
ar77,2,22-23-24,NA',c,152,>0&<200,0.742489938,2.112325333,90.4,49.2,1.195,89.205,48.02,2.292272712769,0.680633429538526,1
ar77,2,22-23-24,NA',a,152,>10&<200,0.742489938,2.112325333,38.6,17.8,1.195,37.405,16.62,1.1568505119559,-0.127910485193068,3
ar77,2,22-23-24,NA',b,152,>10&<200,0.742489938,2.112325333,42.1,19.7,1.195,40.905,18.52,1.2459032335883,-0.0993346839103434,3
ar77,2,22-23-24,NA',c,152,>10&<200,0.742489938,2.112325333,44.8,20.9,1.195,43.605,19.72,1.32939016011867,-0.108529911757482,3
ar77,19,12-13-14,NA',a,152,>0&<200,0.742489938,2.112325333,65.7,37.9,1.14,64.56,36.815,1.54422985105684,0.734977554795964,1
ar77,19,12-13-14,NA',b,152,>0&<200,0.742489938,2.112325333,65.5,34.6,1.14,64.36,33.515,1.71676949921961,0.358135735254288,1
ar77,19,12-13-14,NA',c,152,>0&<200,0.742489938,2.112325333,64.7,38,1.14,63.56,36.915,1.48300610493456,0.802392275808509,1
ar77,19,12-13-14,NA',a,152,>10&<200,0.742489938,2.112325333,15.5,8.53,1.14,14.36,7.445,0.384874731305029,0.0760433492755524,1
ar77,19,12-13-14,NA',b,152,>10&<200,0.742489938,2.112325333,19.2,10.6,1.14,18.06,9.515,0.475597191468037,0.113474069341128,1
ar77,19,12-13-14,NA',c,152,>10&<200,0.742489938,2.112325333,21.2,11.4,1.14,20.06,10.315,0.542386732692337,0.0962123272389864,1
ar77,19,22-23-24,NA',a,152,>0&<200,0.742489938,2.112325333,61.9,35.9,1.14,60.76,34.815,1.44404553922039,0.711342368827019,1
ar77,19,22-23-24,NA',b,152,>0&<200,0.742489938,2.112325333,63,37.9,1.14,61.86,36.815,1.39395338330216,0.885254022550639,1
ar77,19,22-23-24,NA',c,152,>0&<200,0.742489938,2.112325333,64.7,37.5,1.14,63.56,36.415,1.51083508044469,0.743608425847035,1
ar77,19,22-23-24,NA',a,152,>10&<200,0.742489938,2.112325333,16.1,9.05,1.14,14.96,7.965,0.389327367386649,0.103783782623335,1
ar77,19,22-23-24,NA',b,152,>10&<200,0.742489938,2.112325333,18.4,10.3,1.14,17.26,9.215,0.447768215957912,0.122730120180444,1
ar77,19,22-23-24,NA',c,152,>10&<200,0.742489938,2.112325333,17.1,9.39,1.14,15.96,8.305,0.426061615060014,0.0880988495768869,1
ar77,20,1-2-3-4,NA',a,152,>0&<200,0.742489938,2.112325333,68.2,39.8,1.115,67.085,38.63,1.58374699628122,0.807826603829982,1
ar77,20,1-2-3-4,NA',b,152,>0&<200,0.742489938,2.112325333,63.6,38,1.115,62.485,36.83,1.42790473342452,0.852231318661827,1
ar77,20,1-2-3-4,NA',c,152,>0&<200,0.742489938,2.112325333,63.5,37.2,1.115,62.385,36.03,1.46686529913869,0.763742953825495,1
ar77,20,1-2-3-4,NA',a,152,>10&<200,0.742489938,2.112325333,15.8,8.88,1.115,14.685,7.71,0.388214208366244,0.0891099556735522,1
ar77,20,1-2-3-4,NA',b,152,>10&<200,0.742489938,2.112325333,15.9,8.95,1.115,14.785,7.78,0.389883946896852,0.0917738995661335,1
ar77,20,1-2-3-4,NA',c,152,>10&<200,0.742489938,2.112325333,16.3,8.97,1.115,15.185,7.8,0.411033968284547,0.0718620731564926,1
ar77,21,1-2-3-4,NA',a,152,>0&<200,0.742489938,2.112325333,61.1,35.7,1.21,59.89,34.56,1.40981589934293,0.729785022734286,1
ar77,21,1-2-3-4,NA',b,152,>0&<200,0.742489938,2.112325333,59.2,35.2,1.21,57.99,34.06,1.33189476791458,0.776751279711287,1
ar77,21,1-2-3-4,NA',c,152,>0&<200,0.742489938,2.112325333,59.3,35.9,1.21,58.09,34.76,1.29849999730243,0.853482874555325,1
ar77,21,1-2-3-4,NA',a,152,>10&<200,0.742489938,2.112325333,16.6,9.18,1.21,15.39,8.04,0.409085939998838,0.0886684411788485,1
ar77,21,1-2-3-4,NA',b,152,>10&<200,0.742489938,2.112325333,17.9,9.84,1.21,16.69,8.7,0.444707028651798,0.0939077868016688,1
ar77,21,1-2-3-4,NA',c,152,>10&<200,0.742489938,2.112325333,16.8,9.38,1.21,15.59,8.24,0.409085939998838,0.101050390959388,1
ar77,10,15-16-17,NA',a,152,>0&<200,0.742489938,2.112325333,83.8,47,1.11,82.69,45.885,2.0484908873003,0.792237941099964,1
ar77,10,15-16-17,NA',b,152,>0&<200,0.742489938,2.112325333,86.5,47.4,1.11,85.39,46.285,2.17650417464688,0.688988553314467,1
ar77,10,15-16-17,NA',c,152,>0&<200,0.742489938,2.112325333,83.3,48.1,1.11,82.19,46.985,1.9594381656679,0.94939138652533,1
ar77,10,15-16-17,NA',a,152,>10&<200,0.742489938,2.112325333,28.5,14.6,1.11,27.39,13.485,0.773923808936577,0.0609291550162963,1
ar77,10,15-16-17,NA',b,152,>10&<200,0.742489938,2.112325333,27.8,14.4,1.11,26.69,13.285,0.746094833426452,0.0763761807458819,1
ar77,10,15-16-17,NA',c,152,>10&<200,0.742489938,2.112325333,29.5,15,1.11,28.39,13.885,0.807318579548727,0.0522982839652253,1
ar77,10,22-23-24,NA',a,152,>0&<200,0.742489938,2.112325333,84.1,48.8,1.11,82.99,47.685,1.96500396076993,0.987162415655194,1
ar77,10,22-23-24,NA',b,152,>0&<200,0.742489938,2.112325333,85.6,48.6,1.11,84.49,47.485,2.05962247750435,0.880161949140229,1
ar77,10,22-23-24,NA',c,152,>0&<200,0.742489938,2.112325333,85.1,48.7,1.11,83.99,47.585,2.0262277068922,0.919747694642649,1
