"cruise","cast","date","latitude","longitude","nearest_station","distance_km"
"AT46","9",2022-02-18 07:35:43,39.951833,-70.880833,"L10",1.3324725408
"AT46","10",2022-02-18 19:59:49,40.096333,-70.773667,"u9a",0.22280098385
"AT46","11",2022-02-18 22:40:30,40.098333,-70.993833,"d9a",0.1134411441
"AT46","12",2022-02-19 00:12:14,40.094667,-70.886667,"L9",0.49519309238
"AT46","13",2022-02-19 03:14:54,40.135333,-70.780667,"L8",0.50516559721
"AT46","14",2022-02-19 05:43:31,40.225,-70.885333,"L7",0.25597437733
"AT46","15",2022-02-19 21:28:24,40.6965,-70.8815,"L4",0.1533701186
"AT46","16",2022-02-19 23:30:38,40.861333,-70.881833,"L3",0.251114077
"AT46","17",2022-02-20 01:14:06,41.026833,-70.884,"L2",0.35701666153
"AT46","18",2022-02-20 12:50:23,40.696667,-70.773333,"u4a",0.00366943763
"AT46","19",2022-02-20 14:49:22,40.696667,-70.993667,"d4a",0.02839595938
"AT46","20",2022-02-20 16:13:36,40.695167,-70.8845,"L4",0.19822236039
"AT46","21",2022-02-20 23:53:45,41.029333,-70.881667,"L2",0.15576965357
"AT46","22",2022-02-21 02:38:12,40.860333,-70.881667,"L3",0.35735624537
"AT46","23",2022-02-21 11:38:33,41.323667,-70.563167,"MVCO-ASIT",0.33016692127
"EN685","1",2022-07-13 18:22:54,41.193,-70.88,"L1",0.49548739974
"EN685","2",2022-07-14 02:38:11,40.095667,-70.885333,"L9",0.34003145257
"EN685","3",2022-07-14 03:38:54,40.095,-70.886667,"L9",0.46547864433
"EN685","4",2022-07-14 07:40:51,39.771667,-70.886167,"L11",0.30497308629
"EN685","5",2022-07-14 14:59:43,40.095167,-70.8865,"L9",0.4420999035
"EN685","6",2022-07-14 20:17:53,40.514,-70.879667,"L5",0.31682995749
"EN685","7",2022-07-14 20:29:25,40.514833,-70.879,"L5",0.40148726141
"EN685","8",2022-07-15 02:34:18,41.028833,-70.882667,"L2",0.14020779511
"EN685","10",2022-07-15 14:49:58,41.034,-70.8945,"L2",1.039418597
"EN685","11",2022-07-15 20:03:52,40.7015,-70.879667,"L4",0.61536591555
"EN685","12",2022-07-16 02:31:53,40.696167,-70.879333,"L4",0.33965005469
"EN685","13",2022-07-16 09:44:45,39.9435,-70.880833,"L10",0.44237695986
"EN685","14",2022-07-16 16:44:16,40.7005,-70.880167,"L4",0.49829761953
"EN685","15",2022-07-16 20:40:48,40.866167,-70.8825,"L3",0.32581714538
"EN685","16",2022-07-17 00:46:18,40.358333,-70.891667,"L6",0.89867409975
"EN685","17",2022-07-17 03:13:00,40.225833,-70.881,"L7",0.21776644331
"EN685","18",2022-07-17 08:39:38,39.644833,-70.884333,"L11",14.28517161458
"EN685","19",2022-07-17 13:05:50,40.228833,-70.882667,"L7",0.24319086477
"EN685","20",2022-07-17 17:12:56,39.944,-70.880833,"L10",0.49199933735
"EN685","21",2022-07-18 00:58:26,40.36,-70.88,"L6",0.46132890897
"EN685","22",2022-07-18 10:14:36,41.201,-70.881333,"L1",0.50566844108
"EN687","1",2022-07-29 19:15:46,41.189833,-70.876667,"L1",0.94397078476
"EN687","2",2022-07-30 02:57:30,41.027667,-70.8835,"L2",0.25996003084
"EN687","3",2022-07-30 08:06:42,40.694333,-70.773167,"u4a",0.2635705608
"EN687","4",2022-07-30 09:40:28,40.695,-70.993333,"d4a",0.18903163555
"EN687","5",2022-07-30 11:42:18,40.699167,-70.883333,"L4",0.27433236831
"EN687","6",2022-07-30 14:06:04,40.5145,-70.8875,"L5",0.37929626216
"EN687","7",2022-07-31 06:17:28,39.925,-70.886167,"L10",1.68574471556
"EN687","8",2022-07-31 11:19:34,39.773833,-70.780333,"u11a",0.45960708456
"EN687","9",2022-07-31 12:59:29,39.773667,-70.994167,"d11a",0.21474851657
"EN687","10",2022-07-31 15:51:53,39.774667,-70.885167,"L11",0.22037133767
"EN687","11",2022-08-01 03:51:02,40.094833,-70.7735,"u9a",0.38965335672
"EN687","12",2022-08-01 05:33:15,40.097333,-70.991833,"d9a",0.12157504642
"EN687","13",2022-08-01 07:42:59,40.093833,-70.882833,"L9",0.49829427983
"EN687","14",2022-08-01 10:07:56,39.9455,-70.774833,"L12",0.61173863089
"EN687","15",2022-08-01 10:33:15,39.946667,-70.7655,"L12",1.09795020689
"EN687","16",2022-08-01 13:21:15,40.141333,-70.7725,"L8",0.55727929161
"EN687","17",2022-08-02 00:48:06,40.697833,-70.88,"L4",0.30540053335
"EN687","18",2022-08-02 03:22:33,40.360667,-70.883333,"L6",0.2927899954
"EN687","19",2022-08-02 06:21:54,40.358833,-70.7745,"u6a",0.49751392209
"EN687","20",2022-08-02 07:56:37,40.359,-70.995667,"d6a",0.5482881836
"EN687","21",2022-08-02 10:56:45,40.2285,-70.877833,"L7",0.50544306755
"EN687","22",2022-08-02 21:14:19,40.8625,-70.879667,"L3",0.3182017779
"EN687","23",2022-08-03 01:23:46,41.031667,-70.884167,"L2",0.19911808002
"EN687","24",2022-08-03 02:27:28,41.028333,-70.7715,"u2a",0.20345878252
"EN687","25",2022-08-03 03:59:45,41.028333,-70.993,"d2a",0.20958394855
"EN687","26",2022-08-03 07:58:41,41.318333,-70.575833,"MVCO",0.71690796703
"AR70B","1",2022-11-17 18:52:34,41.028667,-70.882333,"L2",0.16896636656
"AR70B","2",2022-11-17 22:14:05,40.6955,-70.882333,"L4",0.15636740078
"AR70B","3",2022-11-18 01:40:15,40.363833,-70.882333,"L6",0.10111858067
"AR70B","4",2022-11-18 10:38:58,39.937167,-70.7645,"L12",0.94900689043
"AR70B","5",2022-11-18 17:12:34,40.097333,-70.874,"L9",0.79831598697
"AR70B","6",2022-11-18 20:17:39,40.225667,-70.8935,"L7",0.87353991425
"AR70B","7",2022-11-18 22:33:54,40.366333,-70.768833,"L13",0.54310140157
"AR70B","8",2022-11-19 03:20:45,40.363667,-70.991,"d6a",0.13347906386
"AR70B","9",2022-11-19 06:33:57,40.513333,-70.882833,"L5",0.03964876531
"AR70B","10",2022-11-19 23:02:42,39.774,-70.882167,"L11",0.12423483124
"AR70B","11",2022-11-20 00:56:39,39.941333,-70.8815,"L10",0.21335269455
"AR70B","12",2022-11-20 04:17:10,40.098667,-70.756333,"u9a",1.51737732223
"AR70B","13",2022-11-20 05:54:43,40.098333,-70.991833,"d9a",0.05685196279
"AR70B","14",2022-11-20 13:27:52,40.204667,-70.336667,"u9b",30.30838713096
"AR70B","15",2022-11-20 15:00:39,40.204167,-70.4465,"u9b",21.98738274482
"AR70B","16",2022-11-20 16:20:41,40.205333,-70.5585,"u9b",14.95247275554
"AR70B","17",2022-11-20 17:43:43,40.204833,-70.664667,"u9b",11.84597923847
"AR70B","18",2022-11-20 19:07:50,40.204,-70.774167,"L8",7.48376356566
"AR70B","19",2022-11-20 20:25:07,40.204167,-70.884333,"L7",2.50709356493
"AR70B","20",2022-11-20 21:36:34,40.205167,-70.989,"L7",9.2889241219
"AR70B","21",2022-11-20 22:46:32,40.203667,-71.0945,"d9b",11.73211148572
"AR70B","22",2022-11-20 23:53:11,40.204333,-71.203833,"d9b",14.64281586933
"AR70B","23",2022-11-21 00:56:47,40.205,-71.3095,"d9b",21.27870088094
"AR70B","24",2022-11-21 03:49:28,40.1365,-70.775667,"L8",0.06090675268
"AR70B","25",2022-11-21 23:32:07,39.939167,-70.8815,"L10",0.17924712343
"AR70B","26",2022-11-22 00:33:09,40.0195,-70.883167,"L9.5",0.03522874362
"AR70B","27",2022-11-22 01:29:48,40.097667,-70.882333,"L9",0.10825664491
"AR70B","28",2022-11-22 02:22:50,40.162333,-70.882667,"L7.5",0.0569057946
"EN695","1",2023-01-11 19:52:12,41.1975,-70.883833,"L1",0.09950841693
"EN695","2",2023-01-12 03:28:23,40.363667,-70.883833,"L6",0.06086571803
"EN695","3",2023-01-12 06:42:36,40.046667,-70.880667,"L9",0.24254185899
"EN695","4",2023-01-12 09:17:41,39.942667,-70.879167,"L10",0.46054173848
"EN695","5",2023-01-12 12:23:04,39.7765,-70.887333,"L11",0.49538165816
"EN695","6",2023-01-12 20:21:05,40.151833,-70.883,"L8",0.0314990541
"EN695","7",2023-01-12 22:43:05,40.258833,-70.883167,"L7",0.14865209282
"EN695","8",2023-01-13 01:56:19,40.514167,-70.8865,"L5",0.28718073009
"EN695","9",2023-01-13 04:19:11,40.696667,-70.883833,"L4",0.04508414514
"EN695","10",2023-01-13 07:06:07,40.862667,-70.883,"L3",0.07477113423
"EN695","11",2023-01-13 10:15:04,41.023,-70.882833,"L2",0.77935076374
"EN695","12",2023-01-14 06:14:22,40.693167,-70.775833,"u4a",0.4458206304
"EN695","13",2023-01-14 08:07:53,40.696333,-70.996833,"d4a",0.2978768499
"EN695","14",2023-01-14 09:34:14,40.699,-70.885667,"L4",0.32438584406
"EN695","15",2023-01-14 17:36:36,41.199167,-70.885667,"L1",0.33833520995
"EN695","16",2023-01-14 20:39:27,41.312333,-70.579167,"MVCO",0.8178140954
"HRS2303","1",2023-04-29 10:45:43,41.327333,-70.561167,"MVCO-ASIT",0.52987165696
"HRS2303","2",2023-05-02 20:00:26,41.198167,-70.885667,"L1",0.25657353196
"HRS2303","3",2023-05-03 04:18:50,40.512667,-70.8845,"L5",0.12347158481
"HRS2303","4",2023-05-03 08:31:32,40.255167,-70.885,"L7",0.29683187998
"HRS2303","5",2023-05-03 10:51:51,40.1535,-70.882,"L8",0.2318733251
"HRS2303","6",2023-05-03 13:09:26,40.0465,-70.881833,"L9",0.14522069518
"HRS2303","7",2023-05-03 18:13:17,39.939167,-70.877333,"L10",0.5170843808
"HRS2303","8",2023-05-03 22:50:37,39.769167,-70.8845,"L11",0.4708737306
"HRS2303","9",2023-05-04 13:47:41,40.362167,-70.8875,"L6",0.37749322407
"HRS2303","10",2023-05-04 18:38:08,40.697833,-70.8855,"L4",0.22421166
"HRS2303","11",2023-05-04 22:21:25,40.865,-70.887,"L3",0.36406451929
"HRS2303","12",2023-05-05 01:26:26,41.030833,-70.883833,"L2",0.10285111604
"EN706","1",2023-08-07 17:25:52,41.197167,-70.881,"L1",0.19932126022
"EN706","2",2023-08-08 06:29:46,41.031,-70.8795,"L2",0.33758681989
"EN706","3",2023-08-08 11:44:15,40.696667,-70.77,"u4a",0.28101254023
"EN706","4",2023-08-08 13:26:43,40.692,-70.993333,"d4a",0.52261687475
"EN706","5",2023-08-08 15:38:02,40.694167,-70.880833,"L4",0.35012602368
"EN706","6",2023-08-08 20:37:49,40.5125,-70.881333,"L5",0.18858349549
"EN706","7",2023-08-09 14:42:00,39.781333,-70.774167,"u11a",0.89606218011
"EN706","8",2023-08-09 17:10:54,39.775333,-70.995167,"d11a",0.3726837221
"EN706","9",2023-08-09 19:42:28,39.7745,-70.882167,"L11",0.16486465254
"EN706","10",2023-08-09 23:59:19,39.938833,-70.882,"L10",0.17065388257
"EN706","11",2023-08-10 04:38:24,40.041833,-70.775667,"u9a",0.46280514772
"EN706","12",2023-08-10 06:25:42,40.045667,-70.9935,"d9a",0.08710943316
"EN706","13",2023-08-10 07:38:24,40.048,-70.882667,"L9",0.24687449455
"EN706","14",2023-08-10 21:44:38,40.257333,-70.880833,"L7",0.21016763432
"EN706","15",2023-08-10 23:55:46,40.153333,-70.880167,"L8",0.32439644828
"EN706","16",2023-08-11 04:41:35,40.3635,-70.7745,"u6a",0.03599118496
"EN706","17",2023-08-11 06:12:58,40.364,-70.993333,"d6a",0.10506899005
"EN706","18",2023-08-11 07:12:55,40.362833,-70.9935,"d6a",0.0993729373
"EN706","19",2023-08-11 08:31:31,40.364667,-70.884667,"L6",0.19109957576
"EN706","20",2023-08-11 20:39:13,40.862833,-70.881167,"L3",0.18673804768
"EN706","21",2023-08-12 00:29:42,41.0265,-70.774833,"u2a",0.43561711908
"EN706","22",2023-08-12 01:58:41,41.025833,-70.996,"d2a",0.48822241018
"EN706","23",2023-08-12 04:05:58,41.028833,-70.883667,"L2",0.13336632173
"EN706","24",2023-08-12 08:10:42,41.315,-70.582167,"MVCO",1.05667834378
"EN706","25",2023-08-12 10:40:34,41.156167,-70.877667,"L1.25",0.48913079032
"AR77","1",2023-10-11 15:44:27,41.1955,-70.877167,"L1",0.53021176376
"AR77","2",2023-10-12 03:39:57,41.029833,-70.884,"L2",0.06158370937
"AR77","3",2023-10-12 05:21:11,41.029167,-70.772167,"u2a",0.09674567393
"AR77","4",2023-10-12 06:39:53,41.029667,-70.995667,"d2a",0.13123875673
"AR77","5",2023-10-12 11:32:02,40.513333,-70.882667,"L5",0.05363734167
"AR77","6",2023-10-13 02:37:14,39.94,-70.884,"L10",0.05967862213
"AR77","7",2023-10-13 05:36:05,39.773,-70.775167,"u11a",0.03628345081
"AR77","8",2023-10-13 07:15:01,39.773667,-70.991167,"d11a",0.06115775453
"AR77","9",2023-10-13 09:21:41,39.773,-70.8835,"L11",0.03748260925
"AR77","10",2023-10-13 20:08:46,40.362667,-70.883,"L6",0.0748352837
"AR77","11",2023-10-13 21:35:22,40.3635,-70.774167,"u6a",0.02223917734
"AR77","12",2023-10-13 22:57:25,40.363833,-70.992667,"d6a",0.06093251615
"AR77","13",2023-10-14 01:38:53,40.030833,-70.880833,"L9",1.68113374365
"AR77","14",2023-10-14 03:29:33,40.033333,-70.769667,"u9a",1.44177817869
"AR77","15",2023-10-14 05:00:13,40.032,-70.994,"d9a",1.54349008641
"AR77","16",2023-10-14 07:37:31,40.150833,-70.884333,"L8",0.1276768541
"AR77","17",2023-10-14 10:05:20,40.257333,-70.884,"L7",0.0622357883
"AR77","18",2023-10-14 20:52:37,40.862833,-70.882833,"L3",0.06510617041
"AR77","19",2023-10-14 23:03:21,40.697,-70.883833,"L4",0.05596334869
"AR77","20",2023-10-15 01:13:20,40.696833,-70.773667,"u4a",0.03180529316
"AR77","21",2023-10-15 02:31:45,40.696667,-70.9925,"d4a",0.07032187115
"AR77","22",2023-10-15 04:00:39,40.597,-71.212,"d4.5bc",0
"AR77","23",2023-10-15 05:06:29,40.5115,-71.3245,"d5d",0.20456573256
"AR77","24",2023-10-15 06:35:34,40.513,-71.103167,"d5b",0.15850600438
"AR77","25",2023-10-15 08:06:41,40.513333,-70.884167,"L5",0.07338504373
"AR77","26",2023-10-15 09:44:15,40.513167,-70.665333,"u5b",0.03179899983
"AR77","27",2023-10-15 11:25:32,40.513833,-70.4465,"u5d",0.07279540607
"AR77","28",2023-10-15 12:50:23,40.514,-70.666667,"u5b",0.16098911036
"AR77","29",2023-10-15 14:19:47,40.514167,-70.884667,"L5",0.15049401733
"AR77","30",2023-10-15 15:56:48,40.512833,-71.1055,"d5b",0.06695633629
"AR77","31",2023-10-15 17:26:48,40.513167,-71.323667,"d5d",0.03179899983
"AR77","32",2023-10-15 18:57:14,40.363,-71.3225,"d6d",0.05392031054
"AR77","33",2023-10-15 20:40:46,40.362833,-71.104833,"d6b",0.27330498209
"AR77","34",2023-10-15 22:20:40,40.363667,-70.885333,"L6",0.17701457249
"AR77","35",2023-10-16 08:50:15,41.3245,-70.577667,"MVCO-ASIT",0.91748723997
"AR78","1",2023-10-24 01:32:30,40.513667,-70.882833,"L5",0.05677933973
"AR78","2",2023-10-24 02:46:08,40.3635,-70.884667,"L6",0.11793530857
"AR78","3",2023-10-25 12:08:33,36.063333,-74.7425,"d11b",521.69102654786
"AR78","4",2023-10-25 18:07:06,35.950167,-75.125167,"d11b",552.66238833061
"AR78","5",2023-10-26 19:39:13,36.175333,-74.826333,"d11b",516.36464593006
"AR78","6",2023-10-29 17:00:23,36.053333,-74.777667,"d11b",524.47327240047
"AR78","7",2023-10-31 12:07:10,35.949167,-75.333333,"d11b",564.59083928046
"AR78","8",2023-10-31 13:06:09,35.949167,-75.230167,"d11b",558.67908992218
"AR78","9",2023-10-31 14:07:43,35.949833,-75.125667,"d11b",552.71947493612
"AR78","10",2023-10-31 15:01:44,35.950667,-75.0315,"d11b",547.4045793569
"AR78","11",2023-10-31 16:03:33,35.949833,-74.937833,"d11b",542.33841807778
"AR78","12",2023-10-31 17:02:37,35.949833,-74.845833,"d11b",537.36494037407
"AR78","13",2023-10-31 18:00:34,35.949833,-74.752,"d11b",532.37049649552
"AR78","14",2023-10-31 20:17:08,35.724667,-74.852833,"d11b",558.03157398711
"AR78","15",2023-10-31 21:16:30,35.798333,-74.8785,"d11b",552.70056296861
"AR78","16",2023-10-31 22:12:31,35.876,-74.874,"d11b",545.47698359036
"AR78","17",2023-10-31 23:14:53,35.9495,-74.845833,"d11b",537.39467317126
"AR78","18",2023-11-01 00:15:39,36.0245,-74.835,"d11b",530.13383372025
"AR78","19",2023-11-01 01:15:47,36.099667,-74.837,"d11b",523.59606125308
"AR78","20",2023-11-01 02:16:54,36.174833,-74.827167,"d11b",516.45458674258
"AR78","21",2023-11-03 12:03:53,39.773333,-70.883333,"L11",0.0046280288
"AR78","22",2023-11-03 13:40:11,39.940667,-70.883167,"L10",0.07502887235
"AR78","23",2023-11-03 15:01:37,40.0465,-70.886167,"L9",0.25505719203
"AR78","24",2023-11-03 16:08:31,40.151833,-70.883333,"L8",0.01870689507
"AR78","25",2023-11-03 17:14:53,40.257667,-70.883167,"L7",0.02173030521
"AR78","26",2023-11-03 18:16:54,40.363333,-70.883,"L6",0.02568113585
"AR78","27",2023-11-03 19:35:59,40.513167,-70.882667,"L5",0.05551774176
"AR78","28",2023-11-03 20:58:27,40.696167,-70.882833,"L4",0.07115207369
"AR78","29",2023-11-03 22:23:42,40.863,-70.883333,"L3",0.03347375551
"AR78","30",2023-11-03 23:40:46,41.030167,-70.883833,"L2",0.0484119615
"AR78","31",2023-11-04 00:59:05,41.196167,-70.883667,"L1",0.06674933763
"EN712","1",2024-02-09 18:31:12,41.192833,-70.884833,"L1",0.44871525053
"EN712","2",2024-02-10 04:18:16,40.5095,-70.884667,"L5",0.43805980044
"EN712","3",2024-02-10 06:50:58,40.363,-70.7735,"u6a",0.06555020267
"EN712","4",2024-02-10 08:18:52,40.361667,-70.994,"d6a",0.22163858676
"EN712","5",2024-02-10 09:16:41,40.364,-70.882833,"L6",0.08731577135
"EN712","6",2024-02-10 11:40:49,40.256167,-70.884,"L7",0.15968279456
"EN712","7",2024-02-11 03:47:40,39.940167,-70.883167,"L10",0.02175776746
"EN712","8",2024-02-11 06:54:29,39.770667,-70.776333,"u11a",0.31416042624
"EN712","9",2024-02-11 08:42:29,39.771333,-70.994,"d11a",0.29407001289
"EN712","10",2024-02-11 10:04:06,39.771,-70.884,"L11",0.26265260382
"EN712","11",2024-02-11 22:03:23,40.045,-70.8865,"L9",0.28772526442
"EN712","12",2024-02-12 01:51:34,40.1535,-70.8885,"L8",0.48669777436
"EN712","13",2024-02-12 06:53:07,40.696333,-70.7745,"u4a",0.10651192283
"EN712","14",2024-02-12 08:19:33,40.696667,-70.994333,"d4a",0.08438482469
"EN712","15",2024-02-12 09:51:43,40.696667,-70.887833,"L4",0.38217220408
"EN712","16",2024-02-13 02:49:23,40.863333,-70.8845,"L3",0.10097923157
"EN712","17",2024-02-13 04:46:38,41.0295,-70.8865,"L2",0.27412013189
"EN712","18",2024-02-13 06:27:10,41.030667,-70.770167,"u2a",0.20927822779
"EN712","19",2024-02-13 07:51:39,41.031,-70.994833,"d2a",0.12447732952
"EN712","20",2024-02-13 11:43:20,41.313667,-70.581333,"MVCO",0.98027341967
"EN712","21",2024-02-13 15:26:17,41.289167,-71.062167,"d1a",11.73231752031
"AR82A","1",2024-04-01 20:51:02,40.696667,-70.883667,"L4",0.03115677236
"AR82A","2",2024-04-01 23:11:44,40.365,-70.885,"L6",0.23765104905
"AR82A","3",2024-04-02 00:53:44,40.153167,-70.882,"L8",0.20009873191
"AR82A","4",2024-04-02 02:34:08,39.941167,-70.882,"L10",0.17065265498
"AR82A","6",2024-04-03 14:21:05,35.949833,-75.125833,"d11b",552.72878020367
"AR82A","7",2024-04-03 15:51:19,35.95,-75.1265,"d11b",552.75164337759
"AR82A","8",2024-04-03 16:10:49,35.950167,-75.1265,"d11b",552.73711526885
"AR82A","9",2024-04-04 19:22:51,36.175,-74.826667,"d11b",516.41228279676
"AR82A","10",2024-04-04 23:13:21,36.160833,-74.705167,"d11b",511.00595924656
"AR82A","11",2024-04-05 14:10:06,35.724167,-74.851167,"d11b",557.99059204279
"AR82A","12",2024-04-05 18:29:41,35.880667,-74.834833,"d11b",542.97638121024
"AR82A","13",2024-04-06 13:18:10,35.934833,-75.310667,"d11b",564.51165622541
"AR82A","14",2024-04-06 18:30:06,36.173333,-74.970167,"d11b",524.5933767414
"AR82A","15",2024-04-07 00:24:56,35.930167,-74.762833,"d11b",534.71387945777
"AR82A","16",2024-04-07 18:06:59,36.172,-74.849167,"d11b",517.9225444662
"AR82A","17",2024-04-08 15:29:32,36.053833,-74.778,"d11b",524.44672587251
"AR82A","18",2024-04-08 20:02:04,35.851333,-74.8485,"d11b",546.33954903878
"EN715","1",2024-05-03 17:30:21,41.198,-70.887167,"L1",0.35436862712
"EN715","2",2024-05-04 03:52:09,41.032833,-70.884667,"L2",0.33523526624
"EN715","3",2024-05-04 07:43:30,40.6985,-70.772667,"u4a",0.20787711296
"EN715","4",2024-05-04 09:08:57,40.696167,-71.000333,"d4a",0.59310584858
"EN715","5",2024-05-04 10:47:19,40.695833,-70.882167,"L4",0.13571242838
"EN715","6",2024-05-04 14:53:45,40.515167,-70.882333,"L5",0.22311575039
"EN715","7",2024-05-05 07:13:39,39.942833,-70.8795,"L10",0.45187040588
"EN715","8",2024-05-05 10:35:38,39.773833,-70.774333,"u11a",0.08223106218
"EN715","9",2024-05-05 12:17:04,39.774,-70.9905,"d11a",0.12874763002
"EN715","10",2024-05-05 14:05:06,39.773833,-70.8855,"L11",0.19713672177
"EN715","11",2024-05-06 00:21:37,40.362667,-70.772167,"u6a",0.18341055805
"EN715","12",2024-05-06 01:51:44,40.363,-70.991,"d6a",0.1313935693
"EN715","13",2024-05-06 03:59:52,40.363167,-70.883,"L6",0.02940697994
"EN715","14",2024-05-06 08:31:25,40.151167,-70.881667,"L8",0.14949849367
"EN715","15",2024-05-06 20:04:55,40.871833,-70.889333,"L3",1.07593328715
"EN715","16",2024-05-07 01:50:03,40.045667,-70.775333,"u9a",0.10104598365
"EN715","17",2024-05-07 03:30:27,40.043,-70.995333,"d9a",0.39675667615
"EN715","18",2024-05-07 05:35:42,40.041833,-70.885333,"L9",0.47729700964
"EN715","19",2024-05-07 09:45:17,40.257833,-70.884333,"L7",0.09515810346
"EN715","20",2024-05-07 23:21:49,41.029333,-70.880833,"L2",0.21982686917
"EN715","21",2024-05-08 00:21:03,41.0295,-70.771333,"u2a",0.11257717101
"EN715","22",2024-05-08 01:54:47,41.029,-70.991667,"d2a",0.23728843114
"EN715","23",2024-05-08 05:34:34,41.3175,-70.585,"MVCO",1.34701324208
"EN720","2",2024-09-06 18:50:30,41.195,-70.8795,"L1",0.3698958745
"EN720","3",2024-09-07 01:58:41,41.0305,-70.883667,"L2",0.06355133152
"EN720","4",2024-09-07 06:12:57,40.697167,-70.771833,"u4a",0.13670372701
"EN720","5",2024-09-07 08:02:36,40.694833,-71.0005,"d4a",0.63889188154
"EN720","6",2024-09-07 09:10:20,40.6975,-70.886167,"L4",0.25755101399
"EN720","7",2024-09-07 17:07:12,40.515167,-70.886167,"L5",0.31912092765
"EN720","8",2024-09-08 05:01:30,39.941333,-70.8835,"L10",0.14920054321
"EN720","9",2024-09-08 08:45:45,39.774333,-70.780167,"u11a",0.45627628002
"EN720","10",2024-09-08 10:29:29,39.774,-70.9895,"d11a",0.2034914153
"EN720","11",2024-09-08 13:00:11,39.771667,-70.8825,"L11",0.19402688833
"EN720","12",2024-09-09 02:14:57,40.366333,-70.780167,"u6a",0.61011289645
"EN720","13",2024-09-09 03:55:12,40.363,-70.992167,"d6a",0.04368982268
"EN720","14",2024-09-09 05:25:33,40.357,-70.900667,"L6",1.62973638553
"EN720","15",2024-09-09 08:56:02,40.1515,-70.882833,"L8",0.04380425374
"EN720","16",2024-09-09 21:38:00,40.254667,-70.8855,"L7",0.36618140866
"EN720","17",2024-09-10 02:14:56,40.044667,-70.776333,"u9a",0.22549148799
"EN720","18",2024-09-10 03:51:52,40.045,-70.992667,"d9a",0.09374665916
"EN720","19",2024-09-10 06:14:31,40.048,-70.8855,"L9",0.30514428924
"EN720","20",2024-09-10 20:34:28,40.8625,-70.886167,"L3",0.25698563132
"EN720","21",2024-09-10 22:50:07,41.028667,-70.883,"L2",0.15034406079
"EN720","22",2024-09-10 23:52:48,41.027833,-70.772833,"u2a",0.24257339704
"EN720","23",2024-09-11 01:18:21,41.028167,-70.993167,"d2a",0.22037493765
"EN720","24",2024-09-11 05:33:35,41.318167,-70.578,"MVCO",0.84692129378
"AE2426","1",2024-11-06 16:23:16,41.198,-70.882667,"L1",0.15395036934
"AE2426","2",2024-11-07 05:26:59,41.030333,-70.77,"u2a",0.21294789899
"AE2426","3",2024-11-07 07:23:54,41.030167,-70.994333,"d2a",0.0232606971
"AE2426","4",2024-11-07 08:31:37,41.030833,-70.882833,"L2",0.10056824453
"AE2426","5",2024-11-07 13:05:01,40.513167,-70.8835,"L5",0.02246266224
"AE2426","6",2024-11-08 04:28:08,39.770167,-70.883,"L11",0.34931640123
"AE2426","7",2024-11-08 06:22:58,39.773833,-70.776,"u11a",0.10400172203
"AE2426","8",2024-11-08 08:04:11,39.771833,-70.992167,"d11a",0.16793478982
"AE2426","10",2024-11-08 10:36:41,39.772333,-70.885,"L11",0.18074888157
"AE2426","11",2024-11-08 17:51:06,39.939,-70.882167,"L10",0.14729190308
"AE2426","12",2024-11-09 00:51:42,40.050167,-70.880167,"L9",0.55075418079
"AE2426","15",2024-11-10 03:36:15,40.2565,-70.884167,"L7",0.13333148601
"AE2426","16",2024-11-10 06:32:55,40.150833,-70.884667,"L8",0.1486329934
"AE2426","17",2024-11-10 09:34:32,40.363167,-70.8815,"L6",0.15322135935
"AE2426","18",2024-11-10 12:45:33,40.699833,-70.8845,"L4",0.36276527813
"AE2426","19",2024-11-11 02:50:17,41.031167,-70.8825,"L2",0.14608875721
"AE2426","20",2024-11-11 06:37:16,41.322333,-70.553667,"MVCO-ASIT",1.12802135428
"EN727","1",2025-01-24 18:56:15,41.196667,-70.887,"L1",0.30959732474
"EN727","2",2025-01-25 04:12:47,41.0285,-70.885333,"L2",0.23854033123
"EN727","3",2025-01-25 07:44:17,40.698,-70.772,"u4a",0.18309679135
"EN727","4",2025-01-25 09:11:10,40.696833,-70.992667,"d4a",0.05806208433
"EN727","5",2025-01-25 10:07:36,40.695667,-70.884667,"L4",0.16271279397
"EN727","6",2025-01-26 03:50:35,39.773,-70.8855,"L11",0.19095426511
"EN727","7",2025-01-26 06:48:00,39.775,-70.775833,"u11a",0.20199229784
"EN727","8",2025-01-26 08:48:28,39.7715,-70.993667,"d11a",0.26138176426
"EN727","9",2025-01-26 11:12:06,39.938167,-70.883833,"L10",0.2088247347
"EN727","10",2025-01-26 18:36:11,40.152333,-70.884667,"L8",0.13779701674
"EN727","11",2025-01-26 21:06:35,40.044833,-70.889833,"L9",0.56712881428
"EN727","12",2025-01-26 23:55:46,40.044,-70.785,"u9a",0.9444991781
"EN727","13",2025-01-27 01:27:49,40.044833,-70.992667,"d9a",0.11213686016
"EN727","14",2025-01-27 03:54:35,40.256,-70.8875,"L7",0.39350602056
"EN727","15",2025-01-27 06:57:50,40.365167,-70.7725,"u6a",0.2510413752
"EN727","16",2025-01-27 08:29:10,40.364,-70.992,"d6a",0.0886177836
"EN727","17",2025-01-27 09:58:44,40.364333,-70.882167,"L6",0.14969486725
"EN727","18",2025-01-27 10:20:52,40.362,-70.882833,"L6",0.1498709621
"EN727","19",2025-01-27 19:55:13,40.5135,-70.881333,"L5",0.16776386666
