"cruise","cast","date","latitude","longitude","nearest_station","distance_km"
"EN644","7",2019-08-21 20:27:19,40.359167,-70.875167,"L6",0.82828343042
"EN644","8",2019-08-22 00:03:10,40.219,-70.885167,"L7",0.87075137967
"EN644","9",2019-08-22 04:23:52,40.125833,-70.781833,"L8",1.34074273807
"EN644","10",2019-08-22 09:06:55,40.098167,-70.769667,"u9a",0.38296027404
"EN644","11",2019-08-22 10:41:36,40.097,-70.991,"d9a",0.19280651679
"EN644","12",2019-08-22 12:57:40,40.093333,-70.8875,"L9",0.65777887109
"EN644","13",2019-08-22 16:55:56,39.937667,-70.886167,"L10",0.35643253776
"EN644","14",2019-08-22 19:34:28,39.933167,-70.775,"L12",0.75979597983
"EN644","15",2019-08-22 21:59:08,39.7715,-70.773833,"u11a",0.2236241487
"EN644","16",2019-08-22 23:45:02,39.772833,-70.987333,"d11a",0.37681127399
"EN644","17",2019-08-23 00:57:06,39.772167,-70.8795,"L11",0.34834058324
"EN644","18",2019-08-23 15:45:03,40.104667,-70.8825,"L9",0.71124131304
"EN644","19",2019-08-23 21:51:45,40.361667,-70.774167,"u6a",0.18158158497
"EN644","20",2019-08-23 23:16:48,40.362167,-70.993,"d6a",0.13291578382
"EN644","21",2019-08-24 01:28:10,40.368667,-70.875333,"L6",0.90097185146
"EN644","22",2019-08-24 02:50:07,40.5125,-70.882333,"L5",0.12081316631
"EN644","23",2019-08-24 05:17:07,40.6975,-70.896833,"L4",1.1443552222
"EN644","24",2019-08-24 07:55:55,40.696667,-70.775667,"u4a",0.19680209352
"EN644","25",2019-08-24 09:43:57,40.697333,-70.994833,"d4a",0.14472594331
"EN644","26",2019-08-25 00:03:21,41.059833,-70.880667,"L2",3.32462368164
"EN644","27",2019-08-25 01:00:09,41.115167,-70.883333,"L1.5",0.20761962036
"EN644","28",2019-08-25 02:16:47,41.199333,-70.884,"L1",0.29857708559
"EN644","29",2019-08-25 04:24:27,41.318,-70.5845,"MVCO",1.32527865975
"AR38","1",2019-09-20 16:57:18,41.197,-70.881833,"L1",0.12719451235
"AR38","2",2019-09-20 19:50:17,40.863333,-70.882833,"L3",0.03944285427
"AR38","3",2019-09-20 22:08:53,40.862667,-70.882833,"L3",0.08060115897
"AR38","4",2019-09-20 23:24:41,40.781,-70.8835,"L3",9.15137053647
"AR38","5",2019-09-21 00:36:45,40.695833,-70.884167,"L4",0.12098228905
"AR38","6",2019-09-21 01:49:39,40.605667,-70.8845,"L4",10.12292791008
"AR38","7",2019-09-21 02:53:48,40.514667,-70.8835,"L5",0.15294106315
"AR38","8",2019-09-21 04:24:20,40.362667,-70.884,"L6",0.09204188125
"AR38","9",2019-09-21 06:34:54,40.225167,-70.881167,"L7",0.24869633719
"AR38","10",2019-09-21 08:33:51,40.097333,-70.883667,"L9",0.11196528654
"AR38","11",2019-09-21 10:46:20,39.937833,-70.885667,"L10",0.31430195739
"AR38","12",2019-09-21 14:19:35,39.7715,-70.8845,"L11",0.22489616505
"AR38","13",2019-09-22 00:45:20,40.610333,-70.881333,"L4",9.60501889877
"AR38","14",2019-09-22 01:53:47,40.701,-70.882167,"L4",0.48758564984
"AR38","15",2019-09-22 03:17:34,40.781667,-70.883,"L3",9.07722304526
"AR38","16",2019-09-22 04:15:45,40.864167,-70.883333,"L3",0.09644606654
"AR38","17",2019-09-22 05:29:23,40.947667,-70.883,"L2.5",0.1104382644
"AR38","18",2019-09-22 07:08:12,41.030167,-70.999833,"d2a",0.47572003185
"AR38","19",2019-09-22 08:09:55,41.030167,-70.883167,"L2",0.02166313561
"AR38","20",2019-09-22 09:22:42,41.114,-70.882833,"L1.5",0.08711565438
"AR39A","1",2019-09-26 14:16:44,40.363667,-70.8815,"L6",0.15787096282
"AR39A","2",2019-09-26 19:57:22,40.136333,-70.774833,"L8",0.04320747624
"AR39A","3",2019-09-27 12:41:05,40.050833,-70.6005,"u9b",7.61431984036
"AR39A","4",2019-09-27 19:01:10,40.1365,-70.775333,"L8",0.03599903083
"AR39A","5",2019-09-28 11:59:06,39.939833,-70.883167,"L10",0.02175778188
"AR39A","6",2019-09-29 15:16:30,39.939667,-70.883833,"L10",0.05861710665
"AR39A","7",2019-09-30 13:03:16,39.94,-70.776167,"L12",0.09949278861
"AR39A","8",2019-09-30 14:20:58,40.006833,-70.775,"L12",7.43150076391
"AR39A","9",2019-09-30 15:23:31,40.0715,-70.7755,"u9a",2.98218837372
"AR39A","10",2019-09-30 16:33:44,40.137167,-70.775,"L8",0.05192810224
"AR39A","11",2019-09-30 18:21:54,40.220333,-70.7745,"L7",9.26430831398
"AR39A","12",2019-09-30 20:05:34,40.2935,-70.775833,"u6a",7.76270286265
"AR39A","13",2019-09-30 21:05:45,40.364833,-70.775,"L13",0.01856957832
"AR39A","14",2019-10-02 13:08:06,40.188,-71.0265,"d9a",10.38446119629
"AR39A","15",2019-10-02 14:59:14,40.188833,-70.960167,"L7.5",7.15706671426
"AR39A","16",2019-10-02 16:04:28,40.188,-70.894,"L7.5",2.97764236553
"AR39A","17",2019-10-02 17:06:25,40.187833,-70.825167,"L7.5",5.68588692493
"AR39A","18",2019-10-02 18:28:24,40.187667,-70.7575,"L8",5.85914276997
"AR39A","19",2019-10-02 19:39:35,40.1875,-70.690167,"L8",9.15841055555
"AR39A","20",2019-10-02 20:47:39,40.188,-70.6225,"u9b",10.60826360737
"AR39B","1",2019-10-05 22:34:44,41.1955,-70.884667,"L1",0.17574605232
"AR39B","2",2019-10-06 00:11:11,41.03,-70.882667,"L2",0.05309716904
"AR39B","3",2019-10-06 01:55:06,40.863333,-70.882667,"L3",0.05335768824
"AR39B","4",2019-10-06 03:34:40,40.697167,-70.884,"L4",0.07860722141
"AR39B","5",2019-10-06 05:34:06,40.514167,-70.883667,"L5",0.10127525611
"AR39B","6",2019-10-06 14:23:20,40.363333,-70.883333,"L6",0.0046132472
"AR39B","7",2019-10-06 18:47:40,40.365,-70.774833,"L13",0.01414879456
"AR39B","8",2019-10-06 22:39:47,40.3635,-70.664167,"u6b",0.07399712174
"AR39B","9",2019-10-07 01:15:34,40.363667,-71.101,"d6b",0.06963725879
"AR39B","10",2019-10-07 14:03:46,40.137833,-70.775,"L8",0.12598402534
"AR39B","11",2019-10-07 18:43:24,40.226667,-70.883,"L7",0.0257320558
"AR39B","12",2019-10-08 02:30:47,40.095167,-70.888,"L9",0.53027223128
"AR39B","13",2019-10-08 05:42:44,39.7735,-70.884333,"L11",0.09104064276
"AR39B","14",2019-10-08 19:29:54,39.939833,-70.882333,"L10",0.08450732857
"AR39B","15",2019-10-13 14:09:38,39.940167,-70.883,"L10",0.03160676624
"AR39B","16",2019-10-14 14:41:28,39.94,-70.775,"L12",0
"AR39B","17",2019-10-14 19:15:26,39.939833,-70.774833,"L12",0.02339955961
"AR39B","18",2019-10-14 20:21:09,40.006833,-70.775,"L12",7.43150076391
"AR39B","19",2019-10-14 21:22:45,40.068,-70.774333,"u9a",3.36924087256
"AR39B","20",2019-10-14 22:17:45,40.137167,-70.773833,"L8",0.11197469016
"AR39B","21",2019-10-14 23:12:14,40.221,-70.775,"L7",9.21654021966
"AR39B","22",2019-10-15 00:01:20,40.293833,-70.7755,"u6a",7.72521629683
"AR39B","23",2019-10-15 00:51:11,40.365167,-70.775833,"L13",0.07297657597
"EN649","1",2020-02-01 18:07:29,41.204333,-70.883833,"L1",0.84992268335
"EN649","2",2020-02-01 22:58:41,41.319333,-70.574167,"MVCO",0.71445249552
"EN649","3",2020-02-02 04:51:32,41.032667,-70.776,"u2a",0.41729558998
"EN649","4",2020-02-02 06:23:05,41.030667,-70.996667,"d2a",0.22251171549
"EN649","5",2020-02-02 08:34:26,41.029333,-70.883667,"L2",0.08030232572
"EN649","6",2020-02-02 12:09:12,40.863,-70.885,"L3",0.14680017843
"EN649","7",2020-02-02 22:24:31,40.224667,-70.882333,"L7",0.2405052665
"EN649","8",2020-02-03 00:52:27,40.132167,-70.7885,"L8",1.25347727214
"EN649","9",2020-02-03 04:28:37,40.094667,-70.781167,"u9a",0.71959608707
"EN649","10",2020-02-03 05:57:08,40.0975,-70.995333,"d9a",0.25686486156
"EN649","11",2020-02-03 08:44:35,40.0955,-70.8915,"L9",0.76382220959
"EN649","12",2020-02-03 17:02:19,39.939833,-70.883333,"L10",0.01878149607
"EN649","13",2020-02-03 20:21:15,39.937,-70.782167,"L12",0.69616492807
"EN649","14",2020-02-04 08:03:15,39.775,-70.9905,"d11a",0.21505866468
"EN649","15",2020-02-04 09:48:39,39.771333,-70.772167,"u11a",0.3262824533
"EN649","16",2020-02-04 12:20:03,39.773,-70.88,"L11",0.28399288137
"EN649","17",2020-02-05 00:02:01,40.360667,-70.774333,"u6a",0.29311835515
"EN649","18",2020-02-05 01:40:11,40.360833,-71.0015,"d6a",0.81038413191
"EN649","19",2020-02-05 03:42:20,40.352667,-70.882833,"L6",1.18299925107
"EN649","20",2020-02-05 07:06:48,40.510333,-70.8795,"L5",0.46048196235
"EN649","21",2020-02-05 10:02:57,40.6975,-70.882833,"L4",0.09727894551
"EN649","22",2020-02-05 12:55:16,40.697333,-70.772667,"u4a",0.09003736114
"EN649","23",2020-02-05 14:16:11,40.698333,-70.993667,"d4a",0.18375176389
"EN649","24",2020-02-05 22:12:48,40.511167,-70.881667,"L5",0.27443009084
"EN649","25",2020-02-06 00:20:16,40.226167,-70.8915,"L7",0.69867563787
"EN649","26",2020-02-06 02:33:10,39.941167,-70.886,"L10",0.26424406371
"EN649","27",2020-02-06 03:36:17,40.0185,-70.8825,"L9.5",0.10343892317
"EN649","28",2020-02-06 04:37:48,40.100333,-70.883167,"L9",0.22634247055
"EN649","29",2020-02-06 05:36:20,40.161167,-70.8835,"L7.5",0.14919424055
"AR44","1",2020-06-07 19:18:05,41.1965,-70.884,"L1",0.06264849971
"AR44","2",2020-06-07 20:48:04,41.028333,-70.885167,"L2",0.24266357093
"AR44","3",2020-06-07 22:47:10,40.863667,-70.879167,"L3",0.34994629409
"AR44","4",2020-06-08 00:11:03,40.696,-70.883333,"L4",0.07788625928
"AR44","5",2020-06-08 01:38:42,40.510333,-70.881833,"L5",0.35245552598
"AR44","6",2020-06-08 14:36:39,39.939333,-70.884167,"L10",0.10471114869
"AR44","7",2020-06-08 22:19:12,39.771,-70.8865,"L11",0.37443452151
"AR44","8",2020-06-09 14:35:49,39.940167,-70.775333,"L12",0.03392370623
"AR44","9",2020-06-10 14:15:55,40.0985,-70.8845,"L9",0.10446364759
"AR44","10",2020-06-10 20:56:07,40.098833,-70.774333,"u9a",0.06094542106
"AR44","11",2020-06-10 21:57:30,40.097333,-70.663667,"u9b",0.15626061895
"AR44","12",2020-06-10 22:54:32,40.097167,-70.555667,"u9b",9.30053506109
"AR44","13",2020-06-10 23:50:30,40.098833,-70.447167,"u9b",18.52837439947
"AR44","14",2020-06-11 12:10:57,40.364667,-70.883333,"L6",0.15202938542
"AR44","15",2020-06-11 13:43:47,40.365667,-70.774667,"L13",0.07935187042
"AR44","16",2020-06-11 14:32:37,40.293167,-70.774333,"u6a",7.79845737616
"AR44","17",2020-06-11 15:22:15,40.219833,-70.776667,"L7",9.08541396561
"AR44","18",2020-06-11 16:21:41,40.136333,-70.775333,"L8",0.0496658809
"AR44","19",2020-06-11 17:20:03,40.072,-70.774667,"u9a",2.92474117834
"AR44","20",2020-06-11 18:23:20,40.0065,-70.773833,"L12",7.39514146013
"AR44","21",2020-06-11 19:28:38,39.939167,-70.776,"L12",0.12588890645
"AR44","22",2020-06-11 20:42:57,39.940667,-70.885,"L10",0.1628077457
"AR44","23",2020-06-12 14:30:01,40.226833,-70.883667,"L7",0.03448883716
"AR44","24",2020-06-13 14:13:41,40.364667,-70.776167,"L13",0.10557847038
"AR44","25",2020-06-13 18:50:52,40.364667,-70.8845,"L6",0.18287101411
"AR44","26",2020-06-14 11:39:02,40.136667,-70.775,"L8",0.00366943763
"AR44","27",2020-06-14 17:47:52,40.513833,-70.883167,"L5",0.06032401715
"AR44","28",2020-06-14 19:16:35,40.696667,-70.883833,"L4",0.04508414514
"AR44","29",2020-06-14 20:45:20,40.863833,-70.882833,"L3",0.0710973766
"AR44","30",2020-06-14 22:05:57,41.031333,-70.882,"L2",0.18401339313
"AR44","31",2020-06-14 23:29:20,41.196333,-70.8835,"L1",0.04410627348
"AR44","32",2020-06-15 11:14:19,40.016833,-70.3445,"u11c",28.4045376677
"AR44","33",2020-06-15 14:15:46,40.3345,-70.554167,"u6b",9.9233215504
"AR44","34",2020-06-15 15:12:20,40.332,-70.6215,"u6b",5.06979927404
"AR44","35",2020-06-15 15:55:51,40.333333,-70.690167,"u6b",3.956274236
"AR44","36",2020-06-15 16:47:43,40.334167,-70.758333,"u6a",3.5063228062
"AR44","37",2020-06-15 17:33:05,40.334167,-70.826167,"L6u6a",3.2465503588
"AR44","38",2020-06-15 18:22:20,40.333,-70.892,"L6",3.44893602453
"AR44","39",2020-06-15 19:05:21,40.334,-70.961167,"L6d6a",3.80820273466
"AR44","40",2020-06-15 19:51:35,40.333333,-71.032833,"d6a",4.77347953573
"AR44","41",2020-06-15 20:31:23,40.3345,-71.095167,"d6b",3.24943174658
"EN655","1",2020-07-25 15:45:46,41.203,-70.880167,"L1",0.74796330409
"EN655","2",2020-07-25 17:55:57,41.030167,-70.879333,"L2",0.33327634809
"EN655","3",2020-07-25 21:37:37,40.861,-70.882667,"L3",0.26122991213
"EN655","4",2020-07-26 02:01:42,41.068167,-70.770667,"u2a",4.24676528273
"EN655","5",2020-07-26 03:37:19,41.068167,-70.993333,"d2a",4.24455743955
"EN655","6",2020-07-26 05:44:18,41.067667,-70.882333,"L2",4.18916998292
"EN655","7",2020-07-26 11:06:13,40.695667,-70.880833,"L4",0.23759287256
"EN655","8",2020-07-26 14:21:31,40.694,-70.774167,"u4a",0.30835016975
"EN655","9",2020-07-26 15:51:13,40.694667,-70.993667,"d4a",0.22780656483
"EN655","10",2020-07-26 19:03:43,40.513,-70.880667,"L5",0.22507127501
"EN655","11",2020-07-27 01:27:35,40.224333,-70.879333,"L7",0.42743698111
"EN655","12",2020-07-27 10:12:02,39.933333,-70.884333,"L10",0.74655091269
"EN655","13",2020-07-27 14:59:27,39.768667,-70.780167,"u11a",0.67853303042
"EN655","14",2020-07-27 16:39:35,39.770833,-70.995667,"d11a",0.43611444612
"EN655","15",2020-07-27 21:15:40,40.098333,-70.881,"L9",0.19566689181
"EN655","16",2020-07-28 01:54:37,40.3675,-70.8745,"L6",0.87975448916
"EN657","1",2020-10-13 17:53:55,41.202833,-70.878333,"L1",0.79860045927
"EN657","2",2020-10-14 00:08:15,40.861,-70.879667,"L3",0.39843279628
"EN657","3",2020-10-14 09:10:43,41.030167,-70.773,"u2a",0.04586788837
"EN657","4",2020-10-14 10:47:10,41.030167,-70.994667,"d2a",0.04594460094
"EN657","5",2020-10-14 13:03:57,41.029333,-70.883833,"L2",0.08660066695
"EN657","6",2020-10-14 18:25:23,40.696833,-70.888,"L4",0.39650892394
"EN657","7",2020-10-14 23:14:01,40.515833,-70.884,"L5",0.28780612839
"EN657","9",2020-10-15 07:46:08,39.934833,-70.878333,"L10",0.71374779753
"EN657","10",2020-10-15 12:03:20,39.772,-70.776,"u11a",0.16792772966
"EN657","11",2020-10-15 13:51:32,39.773833,-70.9925,"d11a",0.09048202088
"EN657","12",2020-10-15 16:14:22,39.7725,-70.882167,"L11",0.13148821039
"EN657","13",2020-10-16 02:42:36,39.937833,-70.771667,"L12",0.37257012551
"EN657","14",2020-10-16 09:41:51,40.103,-70.883167,"L9",0.52273928999
"EN657","15",2020-10-16 11:35:46,40.1325,-70.772833,"L8",0.50204045636
"EN657","16",2020-10-16 22:44:51,40.365833,-70.776667,"L13",0.16889705853
"EN657","17",2020-10-16 23:49:38,40.3585,-70.887,"L6",0.61899423466
"EN657","18",2020-10-17 02:24:16,40.362167,-70.99,"d6a",0.24645029582
"EN657","19",2020-10-17 05:35:07,40.223833,-70.873833,"L7",0.86465175123
"EN657","20",2020-10-18 01:45:05,41.3205,-70.577833,"MVCO",1.00566095975
"AR48A","1",2020-10-28 16:15:51,41.1965,-70.883667,"L1",0.03791396163
"AR48A","2",2020-10-28 17:38:49,41.029167,-70.8835,"L2",0.09413253008
"AR48A","3",2020-10-28 20:02:45,40.697167,-70.883667,"L4",0.06044667326
"AR48A","4",2020-10-29 20:36:46,40.137833,-70.776,"L8",0.15198186232
"AR48A","5",2020-10-31 22:32:28,40.362667,-70.884333,"L6",0.11231350894
"AR48A","6",2020-11-01 21:32:54,40.697833,-70.882167,"L4",0.1580994031
"AR48A","7",2020-11-01 23:50:10,41.031833,-70.8825,"L2",0.21458294959
"AR48A","8",2020-11-02 01:07:47,41.196833,-70.8835,"L1",0.02233232563
"AR48B","1",2020-11-04 16:36:12,39.940167,-70.883833,"L10",0.04908879105
"AR48B","2",2020-11-05 15:53:00,39.94,-70.7745,"L12",0.04262758724
"AR48B","3",2020-11-07 13:25:11,40.205,-71.028667,"d9a",12.25623752206
"AR48B","4",2020-11-07 14:09:04,40.204833,-70.9615,"L7",7.07120408725
"AR48B","5",2020-11-07 14:53:09,40.205167,-70.894,"L7",2.56094210835
"AR48B","6",2020-11-07 15:36:23,40.205167,-70.825,"L7",5.49892807086
"AR48B","7",2020-11-07 16:17:37,40.2055,-70.7585,"L8",7.77761830467
"AR48B","8",2020-11-07 17:00:56,40.204833,-70.690167,"L8",10.4571450098
"AR48B","9",2020-11-07 17:43:20,40.205,-70.622333,"u9b",12.40632110697
"AR48B","10",2020-11-08 18:54:30,39.773,-70.883333,"L11",0.0334775303
"AR48B","11",2020-11-09 19:55:28,40.226167,-70.8815,"L7",0.16390548564
"AR48B","12",2020-11-09 21:13:20,40.0975,-70.8845,"L9",0.13539355313
"AR48B","13",2020-11-10 19:21:58,40.3645,-70.774833,"L13",0.05736964626
"AR48B","14",2020-11-10 20:07:46,40.2935,-70.7745,"u6a",7.76146820683
"AR48B","15",2020-11-10 20:55:41,40.220833,-70.774833,"L7",9.23199004587
"AR48B","16",2020-11-10 21:46:43,40.1375,-70.7755,"L8",0.09858913782
"AR48B","17",2020-11-10 22:34:03,40.072333,-70.774833,"u9a",2.88796016071
"AR48B","18",2020-11-10 23:17:57,40.0075,-70.7765,"L12",7.50675617142
"AR48B","19",2020-11-11 00:08:02,39.940833,-70.774833,"L12",0.09371334324
"EN661","1",2021-02-03 18:52:45,41.199,-70.880667,"L1",0.33754710289
"EN661","2",2021-02-04 01:50:03,41.029833,-70.887333,"L2",0.33880493567
"EN661","3",2021-02-04 08:53:09,40.6975,-70.773333,"u4a",0.08895606379
"EN661","4",2021-02-04 10:36:39,40.697167,-70.992667,"d4a",0.07647878609
"EN661","5",2021-02-04 12:57:30,40.697333,-70.883667,"L4",0.07688645822
"EN661","6",2021-02-04 15:46:44,40.512333,-70.8845,"L5",0.14782689163
"EN661","7",2021-02-05 00:48:20,39.940333,-70.8905,"L10",0.6149515535
"EN661","8",2021-02-05 08:47:51,39.773,-70.774667,"u11a",0.04384871919
"EN661","9",2021-02-05 10:41:25,39.774333,-70.991667,"d11a",0.11489913451
"EN661","10",2021-02-05 13:08:01,39.772333,-70.8815,"L11",0.18768734145
"EN661","11",2021-02-06 00:41:04,39.9335,-70.775167,"L12",0.72290824947
"EN661","12",2021-02-06 16:10:19,40.863333,-70.882333,"L3",0.08140143536
"EN661","13",2021-02-06 21:19:21,41.1635,-70.892667,"L1.2",0.78444191255
"EN661","14",2021-02-07 00:41:01,41.320167,-70.5765,"MVCO",0.90425758214
"EN661","15",2021-02-07 06:23:18,41.0295,-70.770833,"u2a",0.15047898469
"EN661","16",2021-02-07 08:04:35,41.0305,-70.992,"d2a",0.19000353817
"EN661","17",2021-02-07 10:11:33,41.032167,-70.8845,"L2",0.26113851302
"EN661","18",2021-02-07 12:16:12,40.864,-70.879167,"L3",0.35616708078
"EN661","19",2021-02-07 13:13:08,40.863333,-70.771667,"L3",9.38764126094
"EN661","20",2021-02-07 15:41:58,41.202833,-70.7735,"u1a",0.69218753759
"EN661","21",2021-02-07 17:01:23,41.2035,-70.994,"d1a",0.75769815703
"EN661","22",2021-02-07 19:44:41,40.866,-70.999,"L3",9.73408499883
"EN668","1",2021-07-16 18:08:13,41.196333,-70.885,"L1",0.14797611461
"EN668","2",2021-07-17 04:28:01,41.0315,-70.881167,"L2",0.24460449586
"EN668","3",2021-07-17 09:29:59,40.695833,-70.7705,"u4a",0.2575607297
"EN668","4",2021-07-17 11:10:53,40.694833,-70.992,"d4a",0.2360668444
"EN668","5",2021-07-17 13:17:54,40.694333,-70.880667,"L4",0.34430835815
"EN668","6",2021-07-17 15:41:05,40.514,-70.880167,"L5",0.27605263636
"EN668","7",2021-07-17 21:55:10,40.514167,-70.881333,"L5",0.19220824326
"EN668","8",2021-07-18 07:09:51,39.930833,-70.907,"L10",2.26322417717
"EN668","9",2021-07-18 11:40:35,39.7675,-70.778333,"u11a",0.7050396988
"EN668","10",2021-07-18 13:39:35,39.771,-70.993,"d11a",0.27883918536
"EN668","11",2021-07-18 16:14:11,39.773833,-70.88,"L11",0.28818531819
"EN668","12",2021-07-19 09:55:20,40.095333,-70.7725,"u9a",0.35906253115
"EN668","13",2021-07-19 11:33:18,40.092667,-71.005,"d9a",1.23404218678
"EN668","14",2021-07-19 13:44:36,40.097333,-70.884667,"L9",0.15837154105
"EN668","15",2021-07-19 16:44:26,40.13,-70.768,"L8",0.95350688376
"EN668","16",2021-07-19 19:00:45,39.934333,-70.770167,"L12",0.75290715066
"EN668","17",2021-07-20 06:00:17,40.218,-70.894833,"L7",1.37646235324
"EN668","18",2021-07-20 09:21:51,40.3645,-70.887833,"L6",0.4065765593
"EN668","19",2021-07-20 13:01:36,40.364667,-70.773333,"L13",0.14600735548
"EN668","20",2021-07-20 14:45:49,40.362333,-70.996333,"d6a",0.34209293862
"EN668","21",2021-07-21 02:12:35,40.861333,-70.885833,"L3",0.30530835683
"EN668","22",2021-07-21 05:46:41,41.024333,-70.778,"u2a",0.7809875527
"EN668","23",2021-07-21 06:43:16,41.027833,-70.8775,"L2",0.54292319276
"EN668","24",2021-07-21 07:43:03,41.029833,-70.996,"d2a",0.15495607768
"EN668","25",2021-07-21 11:06:22,41.317667,-70.579,"MVCO",0.88981314921
"AR61A","1",2021-10-29 18:11:45,41.031,-70.883167,"L2",0.11175332831
"AR61A","2",2021-10-29 18:26:45,41.030667,-70.883167,"L2",0.07500148452
"AR61A","3",2021-10-29 20:50:15,40.697,-70.8835,"L4",0.03737757418
"AR61A","4",2021-10-29 22:24:29,40.512667,-70.884833,"L5",0.14747607509
"AR61A","5",2021-10-30 20:52:50,39.941833,-70.884167,"L10",0.21680934696
"AR61A","6",2021-10-31 16:20:16,39.939,-70.775,"L12",0.11119507973
"AR61A","7",2021-10-31 17:27:55,40.006833,-70.774667,"L12",7.4315549387
"AR61A","8",2021-10-31 18:26:45,40.072,-70.774667,"u9a",2.92474117834
"AR61A","9",2021-10-31 19:24:28,40.136667,-70.774333,"L8",0.05682002783
"AR61A","10",2021-10-31 20:26:21,40.22,-70.776333,"L7",9.11212275543
"AR61A","11",2021-10-31 21:25:57,40.294833,-70.777167,"u6a",7.61744248252
"AR61A","12",2021-10-31 22:19:46,40.365333,-70.774167,"L13",0.07969823757
"AR61A","13",2021-11-01 14:35:51,40.3625,-70.8835,"L6",0.09055562278
"AR61A","14",2021-11-03 15:22:32,40.137167,-70.775333,"L8",0.05914284679
"AR61A","15",2021-11-04 19:07:48,39.9215,-70.901667,"L10",2.58541020605
"AR61A","16",2021-11-04 23:10:05,40.205,-71.095167,"d9b",11.87736557727
"AR61A","17",2021-11-05 20:43:51,39.922,-70.7565,"L12",2.54839705113
"AR61A","18",2021-11-06 01:03:14,40.333,-71.095667,"d6b",3.40735009514
"AR61B","1",2021-11-08 20:15:31,41.196333,-70.883333,"L1",0.04090189439
"AR61B","2",2021-11-08 21:46:30,41.028667,-70.887167,"L2",0.35663518219
"AR61B","3",2021-11-08 23:50:06,40.864167,-70.8835,"L3",0.09786219752
"AR61B","4",2021-11-09 01:57:12,40.6965,-70.8835,"L4",0.02790820484
"AR61B","5",2021-11-09 04:11:32,40.5135,-70.883833,"L5",0.05024732422
"AR61B","6",2021-11-09 04:59:02,40.513167,-70.8835,"L5",0.02246266224
"AR61B","7",2021-11-09 15:29:09,39.939833,-70.8835,"L10",0.02521046884
"AR61B","8",2021-11-09 23:30:46,39.939167,-70.775,"L12",0.09262550142
"AR61B","9",2021-11-10 02:43:47,39.773333,-70.882167,"L11",0.096898501
"AR61B","10",2021-11-10 05:39:33,39.773167,-70.774,"u11a",0.08673273398
"AR61B","11",2021-11-10 13:38:30,40.098,-70.883,"L9",0.04199911776
"AR61B","12",2021-11-10 21:00:39,40.136333,-70.775667,"L8",0.06985991668
"AR61B","13",2021-11-11 00:20:12,39.939833,-70.882833,"L10",0.0439317762
"AR61B","14",2021-11-11 02:09:48,40.019167,-70.884833,"L9.5",0.13059637965
"AR61B","15",2021-11-11 03:26:21,40.098333,-70.8835,"L9",0.01740277534
"AR61B","16",2021-11-11 04:26:59,40.161667,-70.885333,"L7.5",0.1960241871
"AR61B","17",2021-11-11 05:30:12,40.226333,-70.883667,"L7",0.05134311549
"AR61B","18",2021-11-11 13:55:57,40.363667,-70.883,"L6",0.0480769605
"AR61B","19",2021-11-12 00:29:42,40.364333,-70.8835,"L6",0.11610766157
"AR61B","20",2021-11-12 02:28:37,40.364,-70.776333,"L13",0.15849011704
"AR61B","22",2021-11-12 13:06:36,40.2065,-71.029167,"d9a",12.4283485037
"AR61B","23",2021-11-12 14:06:12,40.205667,-70.9615,"L7",7.03981574655
"AR61B","24",2021-11-12 15:06:41,40.205667,-70.893333,"L7",2.48908927433
"AR61B","25",2021-11-12 16:03:23,40.206333,-70.8255,"L7",5.40510897819
"AR61B","26",2021-11-12 16:58:06,40.206,-70.757833,"L8",7.84265292819
"AR61B","27",2021-11-12 17:50:21,40.205,-70.6895,"L8",10.50969429287
"AR61B","28",2021-11-12 18:46:51,40.204333,-70.6225,"u9b",12.33125218365
"AR61B","29",2021-11-12 20:30:30,40.3675,-70.776333,"L13",0.30005211238
"AR61B","30",2021-11-14 01:56:02,40.096,-70.773167,"u9a",0.26949576931
"AR61B","31",2021-11-14 05:07:57,40.098167,-70.991667,"d9a",0.07238003951
"AR61B","32",2021-11-14 17:32:22,40.227,-70.883,"L7",0.04196977308
"AR61B","33",2021-11-14 20:28:23,40.2955,-70.883333,"L6",7.53902692498
"AR61B","34",2021-11-14 21:29:35,40.3625,-70.883667,"L6",0.09423398908
"AR61B","35",2021-11-14 23:13:12,40.513,-70.884333,"L5",0.09348109884
"AR61B","36",2021-11-15 01:10:16,40.697,-70.8825,"L4",0.07524268772
"AR61B","37",2021-11-15 02:52:14,40.863833,-70.884,"L3",0.08353270566
"AR61B","38",2021-11-15 04:33:22,41.028667,-70.883167,"L2",0.14864230558
"AR61B","39",2021-11-15 05:56:55,41.197333,-70.883667,"L1",0.07679283817
"AT46","1",2022-02-16 18:25:02,41.196833,-70.883167,"L1",0.01850796296
"AT46","2",2022-02-17 02:27:22,40.696,-70.882,"L4",0.13442486344
"AT46","3",2022-02-17 05:18:24,40.514333,-70.882333,"L5",0.14098338392
"AT46","4",2022-02-17 10:17:33,40.3665,-70.7765,"L13",0.20969027387
"AT46","5",2022-02-17 11:56:37,40.363833,-70.9915,"d6a",0.10339691001
"AT46","6",2022-02-17 13:03:03,40.3635,-70.8815,"L6",0.15411856145
"AT46","7",2022-02-17 21:19:24,39.773,-70.883,"L11",0.04207302692
"AT46","8",2022-02-18 04:19:01,40.090833,-70.8705,"L9",1.36925785964
