cruise,cast,niskin,replicate_chl,vol_filtered,filter_size,Fs,r,fo,fa,blank,fo_blank,fa_blank,chl,phaeo
en649,1',16-17-18',b,152,>0&<200,0.33182747,2.18953457,348,186,2.13,345.87,183.96,3.90362786687724,1.37225573799133
en649,1',16-17-18',c,152,>0&<200,0.33182747,2.18953457,350,199,2.13,347.87,196.96,3.63841937737288,2.01029792429549
en649,1',16-17-18',a,152,>10&<200,0.33182747,2.18953457,247,141,2.13,244.87,138.96,2.55347555667326,1.43182986696523
en649,1',16-17-18',b,152,>10&<200,0.33182747,2.18953457,236,125,2.13,233.87,122.96,2.67402487008433,0.852408311339017
en649,1',16-17-18',c,152,>10&<200,0.33182747,2.18953457,219,123,2.13,216.87,120.96,2.31237692985112,1.15669722129533
en649,5',16-17-18',a,152,>0&<200,0.33182747,2.18953457,221,110,2.22,218.78,107.885,2.6736632221441,0.420426268567174
en649,5',16-17-18',b,152,>0&<200,0.33182747,2.18953457,217,126,2.22,214.78,123.885,2.19146596849982,1.36149576442659
en649,5',16-17-18',c,152,>0&<200,0.33182747,2.18953457,207,127,2.22,204.78,124.885,1.92625747899547,1.65538376906939
en649,5',16-17-18',a,152,>10&<200,0.33182747,2.18953457,101,54.7,2.22,98.78,52.585,1.11375510660487,0.394357196950329
en649,5',16-17-18',b,152,>10&<200,0.33182747,2.18953457,102,60.5,2.22,99.78,58.385,0.99802776573024,0.676425725627944
en649,5',16-17-18',c,152,>10&<200,0.33182747,2.18953457,94.2,50.1,2.22,91.98,47.985,1.060713408704,0.315473125214347
en649,21',22-23-24',a,152,>0&<200,0.33182747,2.18953457,150,85.4,1.99,148.01,83.52,1.55484504437597,0.840468059987063
en649,21',22-23-24',b,152,>0&<200,0.33182747,2.18953457,154,95.9,1.99,152.01,94.02,1.39813093694158,1.29831707637514
en649,21',22-23-24',c,152,>0&<200,0.33182747,2.18953457,158,86.4,1.99,156.01,84.52,1.72361408315146,0.700378536350013
en649,21',22-23-24',a,152,>10&<200,0.33182747,2.18953457,78.4,57.9,1.99,76.41,56.02,0.49160010009034,1.11502633796542
en649,21',22-23-24',b,152,>10&<200,0.33182747,2.18953457,99.7,59.7,1.99,97.71,57.82,0.961742422393508,0.696507142911453
en649,21',22-23-24',c,152,>10&<200,0.33182747,2.18953457,84.7,57.4,1.99,82.71,55.52,0.655547166329393,0.936739514157142
en649,19',22-23-24',a,152,>0&<200,0.33182747,2.18953457,123,98.3,2.005,120.995,96.345,0.59430811511657,2.16881977089703
en649,19',22-23-24',b,152,>0&<200,0.33182747,2.18953457,75.2,74.8,2.005,73.195,72.845,0.00843845193877503,2.08072082832134
en649,19',22-23-24',c,152,>0&<200,0.33182747,2.18953457,131,81.4,2.005,128.995,79.445,1.19464369590369,1.08380038427017
en649,19',22-23-24',a,152,>10&<200,0.33182747,2.18953457,36.3,19,2.005,34.295,17.045,0.415895131268188,0.0729472042666284
en649,19',22-23-24',b,152,>10&<200,0.33182747,2.18953457,40.9,21.9,2.005,38.895,19.945,0.456881897827951,0.115131031608359
en649,19',22-23-24',c,152,>10&<200,0.33182747,2.18953457,27.5,14.5,2.005,25.495,12.545,0.312222721734669,0.0475617956771394
en649,8',21-22-23',a,152,>0&<200,0.33182747,2.18953457,112,83.6,2.31,109.69,81.305,0.684358452234639,1.64742952609673
en649,8',21-22-23',b,152,>0&<200,0.33182747,2.18953457,105,79.9,2.31,102.69,77.605,0.604795905383333,1.62087786693579
en649,8',21-22-23',c,152,>0&<200,0.33182747,2.18953457,109,71.7,2.31,106.69,69.405,0.898936230106341,1.09156551807752
en649,8',21-22-23',a,152,>10&<200,0.33182747,2.18953457,39.5,22,2.31,37.19,19.705,0.421560948998508,0.143568896804575
en649,8',21-22-23',b,152,>10&<200,0.33182747,2.18953457,38.7,21.1,2.31,36.39,18.805,0.42397193526673,0.115346346911752
en649,8',21-22-23',c,152,>10&<200,0.33182747,2.18953457,29.4,21,2.31,27.09,18.705,0.202161198590363,0.334289132074274
en649,12',22-23-24',a,152,>0&<200,0.33182747,2.18953457,46.5,29.2,1.955,44.545,27.165,0.419029413416876,0.360049615319016
en649,12',22-23-24',b,152,>0&<200,0.33182747,2.18953457,51.7,33.3,1.955,49.745,31.265,0.445550262367311,0.451114778436211
en649,12',22-23-24',c,152,>0&<200,0.33182747,2.18953457,51.5,37.3,1.955,49.545,35.265,0.344288839102013,0.667094262255293
en649,12',22-23-24',a,152,>10&<200,0.33182747,2.18953457,8.27,7.11,1.955,6.315,5.075,0.0298962297259451,0.11565230960167
en649,12',22-23-24',b,152,>10&<200,0.33182747,2.18953457,10.1,6.51,1.955,8.145,4.475,0.0884831960437246,0.0398576342008223
en649,12',22-23-24',c,152,>10&<200,0.33182747,2.18953457,7.8,5.62,1.955,5.845,3.585,0.0544882896618032,0.0483277721095266
en649,16',9-10',a,152,>0&<200,0.33182747,2.18953457,44.9,30.2,1.955,42.945,28.34,0.352124544473732,0.460652914549834
en649,16',9-10',b,152,>0&<200,0.33182747,2.18953457,44,34,1.955,42.045,32.14,0.238808189867328,0.682951426682335
en649,16',9-10',c,152,>0&<200,0.33182747,2.18953457,43.3,30.2,1.955,41.345,28.34,0.31354876418219,0.499228694841376
en649,16',9-10',a,152,>10&<200,0.33182747,2.18953457,8.56,5.63,1.955,6.605,3.77,0.0683514607040761,0.0397703113678661
en649,16',9-10',b,152,>10&<200,0.33182747,2.18953457,8.51,5.84,1.955,6.555,3.98,0.0620828964067005,0.0520615738443155
en649,16',9-10',c,152,>10&<200,0.33182747,2.18953457,7.71,5.2,1.955,5.755,3.34,0.0582253183775463,0.0375642621848641
en649,16',14-15',a,152,>0&<200,0.33182747,2.18953457,53.5,31.7,1.955,51.545,29.84,0.52330456951745,0.332492162213785
en649,16',14-15',b,152,>0&<200,0.33182747,2.18953457,54.3,34.2,1.955,52.345,32.34,0.482317802957687,0.445177716619664
en649,16',14-15',c,152,>0&<200,0.33182747,2.18953457,55.4,34,1.955,53.445,32.14,0.513660624444565,0.408098992105097
en649,16',14-15',a,152,>10&<200,0.33182747,2.18953457,9.75,6.22,1.955,7.795,4.36,0.0828173783134044,0.0422253076902212
en649,16',14-15',b,152,>10&<200,0.33182747,2.18953457,9.07,6.16,1.955,7.115,4.3,0.0678692634504318,0.055452651644887
en649,16',14-15',c,152,>10&<200,0.33182747,2.18953457,8.51,5.3,1.955,6.555,3.44,0.075102222255096,0.0235553098211591
en649,16',22-23-24',a,152,>0&<200,0.33182747,2.18953457,101,64.3,1.955,99.045,62.44,0.882541523482436,0.908207401762147
en649,16',22-23-24',b,152,>0&<200,0.33182747,2.18953457,105,62.3,1.955,103.045,60.44,1.02720069957572,0.706189195391972
en649,16',22-23-24',c,152,>0&<200,0.33182747,2.18953457,106,64.6,1.955,104.045,62.74,0.995857878088841,0.803494901697276
en649,16',22-23-24',a,152,>10&<200,0.33182747,2.18953457,15.6,10.8,1.955,13.645,8.94,0.113436903919816,0.142957961417893
en649,16',22-23-24',b,152,>10&<200,0.33182747,2.18953457,20.2,11.5,1.955,18.245,9.64,0.20746536838045,0.0690051575541721
en649,16',22-23-24',c,152,>10&<200,0.33182747,2.18953457,16,9.73,1.955,14.045,7.87,0.14887840206267,0.0768293820769017
en655,1',19-20-21',a,152,>0&<200,0.837516556,2.152385698,20.2,11.4,0.768,19.432,10.6315,0.543413781727372,0.213098014783327
en655,1',19-20-21',b,152,>0&<200,0.837516556,2.152385698,20,11.7,0.768,19.232,10.9315,0.512539752880865,0.265319317199246
en655,1',19-20-21',c,152,>0&<200,0.837516556,2.152385698,18.1,11.7,0.768,17.332,10.9315,0.395218443264138,0.382640626815973
en655,1',19-20-21',a,152,>10&<200,0.837516556,2.152385698,3.5,2.15,0.768,2.732,1.3815,0.0833907519144158,0.014913442872729
en655,1',19-20-21',b,152,>10&<200,0.837516556,2.152385698,3.46,2.05,0.768,2.692,1.2815,0.0870956353759967,0.0040928015546773
en655,1',19-20-21',c,152,>10&<200,0.837516556,2.152385698,3.51,2.09,0.768,2.742,1.3215,0.0877131159529268,0.00632162412033552
en655,2',18-19-20',a,152,>0&<200,0.837516556,2.152385698,21.1,10.5,0.784,20.316,9.747,0.652615221757468,0.0409576965127457
en655,2',18-19-20',b,152,>0&<200,0.837516556,2.152385698,20,10.5,0.784,19.216,9.747,0.584692358295152,0.108880559975062
en655,2',18-19-20',c,152,>0&<200,0.837516556,2.152385698,21,10.7,0.784,20.216,9.947,0.634090804449564,0.0737136295335919
en655,2',18-19-20',a,152,>10&<200,0.837516556,2.152385698,2.39,1.63,0.784,1.606,0.877,0.0450143340582074,0.0173908623430419
en655,2',18-19-20',b,152,>10&<200,0.837516556,2.152385698,2.49,1.87,0.784,1.706,1.117,0.0363696059811854,0.043113409275594
en655,2',18-19-20',c,152,>10&<200,0.837516556,2.152385698,2.4,1.62,0.784,1.616,0.867,0.0462492952120677,0.0154443254035346
en655,7',21-22-23',a,152,>0&<200,0.837516556,2.152385698,19.8,13.1,0.7835,19.0165,12.322,0.413372372225884,0.463431310848454
en655,7',21-22-23',b,152,>0&<200,0.837516556,2.152385698,22.3,14.6,0.7835,21.5165,13.822,0.475120429918898,0.508419621002502
en655,7',21-22-23',c,152,>0&<200,0.837516556,2.152385698,18.4,13.7,0.7835,17.6165,12.922,0.289876256839856,0.629621973373308
en655,7',21-22-23',a,152,>10&<200,0.837516556,2.152385698,4.37,3.33,0.7835,3.5865,2.552,0.0638783656834233,0.117715774813713
en655,7',21-22-23',b,152,>10&<200,0.837516556,2.152385698,4.44,2.52,0.7835,3.6565,1.742,0.118216656453276,0.00573984540644637
en655,7',21-22-23',c,152,>10&<200,0.837516556,2.152385698,4.69,2.76,0.7835,3.9065,1.982,0.118834137030206,0.0222001836850463
en655,12',21-22-23',a,152,>0&<200,0.837516556,2.152385698,7.46,4.23,0.758,6.702,3.47,0.199569722463822,0.0473470751557165
en655,12',21-22-23',b,152,>0&<200,0.837516556,2.152385698,7.5,4.32,0.758,6.742,3.56,0.196482319579171,0.056838660111191
en655,12',21-22-23',c,152,>0&<200,0.837516556,2.152385698,6.62,4.62,0.758,5.862,3.86,0.123619611501415,0.15104864175836
en655,12',21-22-23',a,152,>10&<200,0.837516556,2.152385698,1.75,1.31,0.758,0.992,0.55,0.0272926415003123,0.0118440267102774
en655,12',21-22-23',b,152,>10&<200,0.837516556,2.152385698,1.93,1.21,0.758,1.172,0.45,0.0445820976543563,-0.0125611873002375
en655,12',21-22-23',c,152,>10&<200,0.837516556,2.152385698,1.42,1.19,0.758,0.662,0.43,0.0143255493847793,0.0162722093980453
en657,1',17-18-19-20',a,152,>0&<200,0.837516556,2.152385698,148,78.4,0.7575,147.2425,77.6175,4.29920851687612,1.22386483737014
en657,1',17-18-19-20',b,152,>0&<200,0.837516556,2.152385698,137,81.5,0.7575,136.2425,80.7175,3.42856090340462,2.31510094439224
en657,1',17-18-19-20',c,152,>0&<200,0.837516556,2.152385698,151,78.5,0.7575,150.2425,77.7175,4.47827788418586,1.05191122791687
en657,1',17-18-19-20',a,152,>10&<200,0.837516556,2.152385698,48.9,24.1,0.7575,48.1425,23.3175,1.53289553222908,0.126321305953512
en657,1',17-18-19-20',b,152,>10&<200,0.837516556,2.152385698,60.7,30.5,0.7575,59.9425,29.7175,1.86633504377136,0.248290297225369
en657,1',17-18-19-20',c,152,>10&<200,0.837516556,2.152385698,63,29.6,0.7575,62.2425,28.8175,2.063928828389,-0.0133453081005143
en657,5',17-18-19-20',a,152,>0&<200,0.837516556,2.152385698,99.8,58.5,0.735,99.065,57.7385,2.55183110625035,1.55670074370807
en657,5',17-18-19-20',b,152,>0&<200,0.837516556,2.152385698,94.4,58.8,0.735,93.665,58.0385,2.19986717740017,1.93001194612766
en657,5',17-18-19-20',c,152,>0&<200,0.837516556,2.152385698,105,59,0.735,104.265,58.2385,2.84204697740752,1.30206366183326
en657,5',17-18-19-20',a,152,>10&<200,0.837516556,2.152385698,64.2,44.6,0.735,63.465,43.8385,1.21189825431194,1.90754325359703
en657,5',17-18-19-20',b,152,>10&<200,0.837516556,2.152385698,67,32.4,0.735,66.265,31.6385,2.13811911970716,0.113199929712371
en657,5',17-18-19-20',c,152,>10&<200,0.837516556,2.152385698,70.7,33.6,0.735,69.965,32.8385,2.29248926393969,0.0442188797574863
en657,6',20-21-22',a,152,>0&<200,0.837516556,2.152385698,46.1,27.1,0.716,45.384,26.316,1.1774119640904,0.695170873418474
en657,6',20-21-22',b,152,>0&<200,0.837516556,2.152385698,43.7,29.9,0.716,42.984,29.116,0.856322064086722,1.21550199340333
en657,6',20-21-22',c,152,>0&<200,0.837516556,2.152385698,49.4,27.7,0.716,48.684,26.916,1.34413171986153,0.57114566478616
en657,6',20-21-22',a,152,>10&<200,0.837516556,2.152385698,12.7,6.69,0.716,11.984,5.906,0.375304694658141,0.0449519643450278
en657,6',20-21-22',b,152,>10&<200,0.837516556,2.152385698,11.9,6.56,0.716,11.184,5.776,0.333933496003821,0.0770726777859351
en657,6',20-21-22',c,152,>10&<200,0.837516556,2.152385698,12.4,7.06,0.716,11.684,6.276,0.333933496003821,0.112651467068289
en657,17',21-22-23',a,152,>0&<200,0.837516556,2.152385698,18.3,15.5,0.8775,17.4225,14.6645,0.170301143117333,0.873189167744835
en657,17',21-22-23',b,152,>0&<200,0.837516556,2.152385698,26.4,15.8,0.8775,25.5225,14.9645,0.651935993122845,0.412901591308736
en657,17',21-22-23',c,152,>0&<200,0.837516556,2.152385698,43.2,25.6,0.8775,42.3225,24.7645,1.08417239697394,0.678009457391779
en657,17',21-22-23',a,152,>10&<200,0.837516556,2.152385698,1.83,1.34,0.8775,0.9525,0.5045,0.0276631298464704,0.00823586853942504
en657,17',21-22-23',b,152,>10&<200,0.837516556,2.152385698,4.09,2.74,0.8775,3.2125,1.9045,0.0807664594624627,0.0547531489140247
en657,17',21-22-23',c,152,>10&<200,0.837516556,2.152385698,3.21,2.76,0.8775,2.3325,1.9245,0.0251932075387498,0.111749552409032
en657,15',21-22-23',a,152,>0&<200,0.837516556,2.152385698,24.5,14.6,0.84,23.66,13.8445,0.606088060285782,0.379053036153325
en657,15',21-22-23',b,152,>0&<200,0.837516556,2.152385698,26.9,16.4,0.84,26.06,15.6445,0.64313689490159,0.470087842953992
en657,15',21-22-23',c,152,>0&<200,0.837516556,2.152385698,24,14.3,0.84,23.16,13.5445,0.593738448747179,0.370055374122516
en657,15',21-22-23',a,152,>10&<200,0.837516556,2.152385698,5.35,3.32,0.84,4.51,2.5645,0.120130846241759,0.0623527639874357
en657,15',21-22-23',b,152,>10&<200,0.837516556,2.152385698,6.59,3.95,0.84,5.75,3.1945,0.157797161434498,0.0695157232904634
en657,15',21-22-23',c,152,>10&<200,0.837516556,2.152385698,5.06,3.12,0.84,4.22,2.3645,0.114573521049388,0.0536785734668653
en657,9',21-22-23',a,152,>0&<200,0.837516556,2.152385698,26.4,14.9,0.7275,25.6725,14.139,0.71217122340238,0.293925779924034
en657,9',21-22-23',b,152,>0&<200,0.837516556,2.152385698,25,15.8,0.7275,24.2725,15.039,0.570150690708447,0.499988133326204
en657,9',21-22-23',c,152,>0&<200,0.837516556,2.152385698,25.3,14.1,0.7275,24.5725,13.339,0.693646806094476,0.255524134380171
en657,9',21-22-23',a,152,>10&<200,0.837516556,2.152385698,5.12,3.1,0.7275,4.3925,2.339,0.126799636472605,0.0396379397902484
en657,9',21-22-23',b,152,>10&<200,0.837516556,2.152385698,4.75,2.97,0.7275,4.0225,2.209,0.111980102626281,0.0452069884231598
en657,9',21-22-23',c,152,>10&<200,0.837516556,2.152385698,5.74,3.53,0.7275,5.0125,2.769,0.138531767434278,0.0585035676114003
en657,12',10-11',a,152,>0&<200,0.837516556,2.152385698,28.6,17.5,0.707,27.893,16.72,0.689911048604049,0.499843664997878
en657,12',10-11',b,152,>0&<200,0.837516556,2.152385698,25.1,19.8,0.707,24.393,19.02,0.331772313984566,1.02164483031619
en657,12',10-11',c,152,>0&<200,0.837516556,2.152385698,21.8,18.4,0.707,21.093,17.62,0.214451004367839,1.03934552994233
en657,12',10-11',a,152,>10&<200,0.837516556,2.152385698,4.16,2.49,0.707,3.453,1.71,0.107626864558924,0.0140525947867277
en657,12',10-11',b,152,>10&<200,0.837516556,2.152385698,4.62,2.65,0.707,3.913,1.87,0.126151281866828,0.00691339004917671
en657,12',10-11',c,152,>10&<200,0.837516556,2.152385698,4.07,2.65,0.707,3.363,1.87,0.0921898501356703,0.0408748217803346
en657,12',15-16',a,152,>0&<200,0.837516556,2.152385698,24.1,14.3,0.707,23.393,13.52,0.60963857360313,0.352411888591729
en657,12',15-16',b,152,>0&<200,0.837516556,2.152385698,27.5,14.4,0.707,26.793,13.62,0.813407163990077,0.155759056061253
en657,12',15-16',c,152,>0&<200,0.837516556,2.152385698,27.8,14.5,0.707,27.093,13.72,0.82575677552868,0.150525202379121
en657,12',15-16',a,152,>10&<200,0.837516556,2.152385698,3.4,2.15,0.707,2.693,1.37,0.0816926803278579,0.0157932023057927
en657,12',15-16',b,152,>10&<200,0.837516556,2.152385698,3.84,2.25,0.707,3.133,1.47,0.102687019943483,0.00191462054663877
en657,12',15-16',c,152,>10&<200,0.837516556,2.152385698,3.94,2.36,0.707,3.233,1.58,0.102069539366553,0.0103594347656868
en657,12',21-22-23',a,152,>0&<200,0.837516556,2.152385698,15.7,9.53,0.707,14.993,8.75,0.385493124177488,0.237135688263711
en657,12',21-22-23',b,152,>0&<200,0.837516556,2.152385698,16,10.4,0.707,15.293,9.62,0.35029673129247,0.334239174500026
en657,12',21-22-23',c,152,>0&<200,0.837516556,2.152385698,16.1,10.2,0.707,15.393,9.42,0.368821148600374,0.30148324147918
en657,12',21-22-23',a,152,>10&<200,0.837516556,2.152385698,2.59,1.66,0.707,1.883,0.88,0.0619333018660933,0.00068536727085016
en657,12',21-22-23',b,152,>10&<200,0.837516556,2.152385698,2.57,1.74,0.707,1.863,0.96,0.0557584960967919,0.0125527793253283
en657,12',21-22-23',c,152,>10&<200,0.837516556,2.152385698,2.5,1.65,0.707,1.793,0.87,0.0569934572506522,0.00491363610064421
en661,1',17-18-19-20',a,152,>0&<200,0.813376915,2.21629417,210,114,0.95,209.05,113.0535,5.61621445223538,2.42850532455536
en661,1',17-18-19-20',b,152,>0&<200,0.813376915,2.21629417,211,127,0.95,210.05,126.0535,4.91416205004546,4.05561849088154
en661,1',17-18-19-20',c,152,>0&<200,0.813376915,2.21629417,207,121,0.95,206.05,120.0535,5.03117078374378,3.51165863527418
en661,1',17-18-19-20',a,152,>10&<200,0.813376915,2.21629417,165,82.4,0.95,164.05,81.4535,4.83225593645663,0.963854598279786
en661,1',17-18-19-20',b,152,>10&<200,0.813376915,2.21629417,162,82.2,0.95,161.05,81.2535,4.66844370927899,1.1134351213938
en661,1',17-18-19-20',c,152,>10&<200,0.813376915,2.21629417,156,79.3,0.95,155.05,78.3535,4.48708017204659,1.08843894970349
en661,13',16-17',a,152,>0&<200,0.813376915,2.21629417,204,110,0.9545,203.0455,109.061,5.49850366613487,2.26211571828555
en661,13',16-17',b,152,>0&<200,0.813376915,2.21629417,215,109,0.9545,214.0455,108.061,6.20055606832479,1.48890479577746
en661,13',16-17',c,152,>0&<200,0.813376915,2.21629417,197,107,0.9545,196.0455,106.061,5.26448619873823,2.28265762472767
en661,13',16-17',a,152,>10&<200,0.813376915,2.21629417,169,82.7,0.9545,168.0455,81.761,5.04802004139634,0.769971738337924
en661,13',16-17',b,152,>10&<200,0.813376915,2.21629417,168,84.2,0.9545,167.0455,83.261,4.90175912427344,1.02297043593809
en661,13',16-17',c,152,>10&<200,0.813376915,2.21629417,165,85.2,0.9545,164.0455,84.261,4.6677416568768,1.3281464236529
en661,2',17-18-19-20',a,152,>0&<200,0.813376915,2.21629417,60.3,43.1,0.9065,59.3935,42.1805,1.00703566657459,1.99446629970617
en661,2',17-18-19-20',b,152,>0&<200,0.813376915,2.21629417,63.7,40.2,0.9065,62.7935,39.2805,1.3756131777243,1.41952907963375
en661,2',17-18-19-20',c,152,>0&<200,0.813376915,2.21629417,65.4,40.8,0.9065,64.4935,39.8805,1.43996798125837,1.39786938829058
en661,2',17-18-19-20',a,152,>10&<200,0.813376915,2.21629417,40.8,21.4,0.9065,39.8935,20.4805,1.13574527364274,0.321616801733631
en661,2',17-18-19-20',b,152,>10&<200,0.813376915,2.21629417,35.3,18.6,0.9065,34.3935,17.6805,0.977783483150009,0.280334735335474
en661,2',17-18-19-20',c,152,>10&<200,0.813376915,2.21629417,41.3,21.5,0.9065,40.3935,20.5805,1.1591470203824,0.305330907025784
en661,12',16-17-18-19',a,152,>0&<200,0.813376915,2.21629417,82.7,45.4,0.9545,81.7455,44.461,2.1813060657875,0.982472906078851
en661,12',16-17-18-19',b,152,>0&<200,0.813376915,2.21629417,76.1,46.1,0.9545,75.1455,45.161,1.75422418778863,1.45936574830044
en661,12',16-17-18-19',c,152,>0&<200,0.813376915,2.21629417,80.3,44.6,0.9545,79.3455,43.661,2.08769907882885,1.01915307678297
en661,12',16-17-18-19',a,152,>10&<200,0.813376915,2.21629417,71.1,35.5,0.9545,70.1455,34.561,2.08184864214393,0.377460978572496
en661,12',16-17-18-19',b,152,>10&<200,0.813376915,2.21629417,62.7,31.9,0.9545,61.7455,30.961,1.80102768126796,0.402111266303036
en661,12',16-17-18-19',c,152,>10&<200,0.813376915,2.21629417,71.8,35.7,0.9545,70.8455,34.761,2.11110082556851,0.362440499211551
en661,5',19-20-21-22',a,152,>0&<200,0.813376915,2.21629417,164,91,0.9115,163.0885,90.1095,4.26959018828484,2.1424684983257
en661,5',19-20-21-22',b,152,>0&<200,0.813376915,2.21629417,168,94.1,0.9115,167.0885,93.2095,4.32224411844908,2.3104059811478
en661,5',19-20-21-22',c,152,>0&<200,0.813376915,2.21629417,160,98,0.9115,159.0885,97.1095,3.62604215294408,3.28412617589368
en661,5',19-20-21-22',a,152,>10&<200,0.813376915,2.21629417,129,70.6,0.9115,128.0885,69.7095,3.41542643228711,1.54499843983267
en661,5',19-20-21-22',b,152,>10&<200,0.813376915,2.21629417,137,71.4,0.9115,136.0885,70.5095,3.83665787360106,1.18069381477326
en661,5',19-20-21-22',c,152,>10&<200,0.813376915,2.21629417,128,66.2,0.9115,127.0885,65.3095,3.61434127957425,1.03298610314556
en661,10',10-11',a,152,>0&<200,0.813376915,2.21629417,NaN,NaN,0.9205,NaN,NaN,NaN,NaN
en661,10',10-11',b,152,>0&<200,0.813376915,2.21629417,NaN,NaN,0.9205,NaN,NaN,NaN,NaN
en661,10',10-11',c,152,>0&<200,0.813376915,2.21629417,24.4,15.7,0.9205,23.4795,14.7805,0.508929487220842,0.542829022341935
en661,10',10-11',a,152,>10&<200,0.813376915,2.21629417,NaN,NaN,0.9205,NaN,NaN,NaN,NaN
en661,10',10-11',b,152,>10&<200,0.813376915,2.21629417,NaN,NaN,0.9205,NaN,NaN,NaN,NaN
en661,10',10-11',c,152,>10&<200,0.813376915,2.21629417,11.2,7.69,0.9205,10.2795,6.7705,0.205291823273702,0.276486938540498
en661,10',15-16',a,152,>0&<200,0.813376915,2.21629417,36.7,22.6,0.9205,35.7795,21.6805,0.824853068206305,0.717899231551875
en661,10',15-16',b,152,>0&<200,0.813376915,2.21629417,34.2,21.5,0.9205,33.2795,20.5805,0.742946954617482,0.721530972790707
en661,10',15-16',c,152,>0&<200,0.813376915,2.21629417,38.7,22.7,0.9205,37.7795,21.7805,0.936011365219709,0.613856786570289
en661,10',15-16',a,152,>10&<200,0.813376915,2.21629417,18.7,11.3,0.9205,17.7795,10.3805,0.432873810316934,0.305787209845876
en661,10',15-16',b,152,>10&<200,0.813376915,2.21629417,18.4,10.8,0.9205,17.4795,9.8805,0.444574683686766,0.258507076316957
en661,10',15-16',c,152,>10&<200,0.813376915,2.21629417,18.2,10.8,0.9205,17.2795,9.8805,0.432873810316934,0.270207949686789
en661,10',21-22-23',a,152,>0&<200,0.813376915,2.21629417,34.7,24.3,0.9205,33.7795,23.3805,0.608386910864414,1.05533487343466
en661,10',21-22-23',b,152,>0&<200,0.813376915,2.21629417,32.2,23.2,0.9205,31.2795,22.2805,0.52648079727559,1.0589666146735
en661,10',21-22-23',c,152,>0&<200,0.813376915,2.21629417,39.5,22.5,0.9205,38.5795,21.5805,0.994515732068869,0.541120715657494
en661,10',21-22-23',a,152,>10&<200,0.813376915,2.21629417,17.6,11.3,0.9205,16.6795,10.3805,0.368519006782858,0.370142013379952
en661,10',21-22-23',b,152,>10&<200,0.813376915,2.21629417,17.5,10.7,0.9205,16.5795,9.7805,0.397771190207438,0.298194717764467
en661,10',21-22-23',c,152,>10&<200,0.813376915,2.21629417,21.9,13.2,0.9205,20.9795,12.2805,0.508929487220842,0.364932721546499
en668,1',19-20-21',a,152,>0&<200,0.249288405,2.052152809,142,84.1,0.303,141.697,83.8495,1.11026132939527,0.582984111683748
en668,1',19-20-21',b,152,>0&<200,0.249288405,2.052152809,146,85.6,0.303,145.697,85.3495,1.15824358141114,0.565292656412264
en668,1',19-20-21',c,152,>0&<200,0.249288405,2.052152809,145,85.3,0.303,144.697,85.0495,1.1448085508467,0.57266952762783
en668,1',19-20-21',a,152,>10&<200,0.249288405,2.052152809,17.1,8.91,0.303,16.797,8.6595,0.156182230311665,0.0186865392936851
en668,1',19-20-21',b,152,>10&<200,0.249288405,2.052152809,17.7,9.26,0.303,17.397,9.0095,0.160980455513252,0.0209561666657883
en668,1',19-20-21',c,152,>10&<200,0.249288405,2.052152809,17.6,9.08,0.303,17.297,8.8295,0.16251588757776,0.0157858389919539
en668,2',20-21-22-23',a,152,>0&<200,0.249288405,2.052152809,53.9,33.2,0.3005,53.5995,32.9225,0.396851609972877,0.26798089390519
en668,2',20-21-22-23',b,152,>0&<200,0.249288405,2.052152809,56.4,32.2,0.3005,56.0995,31.9225,0.464026762795098,0.180611876586711
en668,2',20-21-22-23',c,152,>0&<200,0.249288405,2.052152809,60.3,34.8,0.3005,59.9995,34.5225,0.488977533843352,0.208165153228729
en668,2',20-21-22-23',a,152,>10&<200,0.249288405,2.052152809,4.24,2.35,0.3005,3.9395,2.0725,0.0358331458054535,0.00601863836304206
en668,2',20-21-22-23',b,152,>10&<200,0.249288405,2.052152809,4.57,2.51,0.3005,4.2695,2.2325,0.0390959389425328,0.00598686354536407
en668,2',20-21-22-23',c,152,>10&<200,0.249288405,2.052152809,4.15,2.34,0.3005,3.8495,2.0625,0.0342977137409456,0.0073521317825874
en668,5',21-22-23-24',a,152,>0&<200,0.249288405,2.052152809,49.6,27.4,0.306,49.294,27.1195,0.425592978930385,0.122054529275895
en668,5',21-22-23-24',b,152,>0&<200,0.249288405,2.052152809,47.7,27.1,0.306,47.394,26.8195,0.394884337640226,0.146705011217176
en668,5',21-22-23-24',c,152,>0&<200,0.249288405,2.052152809,48.5,27.9,0.306,48.194,27.6195,0.394884337640226,0.162860102814182
en668,5',21-22-23-24',a,152,>10&<200,0.249288405,2.052152809,4.02,2.18,0.306,3.714,1.8995,0.0348255185131202,0.00353272709752269
en668,5',21-22-23-24',b,152,>10&<200,0.249288405,2.052152809,3.38,1.89,0.306,3.074,1.6095,0.028108003230898,0.00439402167582987
en668,5',21-22-23-24',c,152,>10&<200,0.249288405,2.052152809,3.35,1.97,0.306,3.044,1.6895,0.0259967841421996,0.00812074992422893
en668,18',21-22-23-24',a,152,>0&<200,0.249288405,2.052152809,24.1,14,0.2055,23.8945,13.7765,0.194193770358639,0.0840070038740653
en668,18',21-22-23-24',b,152,>0&<200,0.249288405,2.052152809,24.3,13.7,0.2055,24.0945,13.4765,0.203790220761813,0.0683523941220133
