"cruise","cast","niskin","replicate","vol_filtered","filter_size","tau_calibration","fd_calibration","rb","ra","blank","rb_blank","ra_blank","chl","phaeo","quality_flag","date","latitude","longitude","depth"
"EN655",10,7,"b",550,">20",1.83432811861417,0.544195338793914,13.03,8.587,0.516666666666667,12.5133333333333,8.07033333333333,0.0483257484198795,0.0249112655515385,1,2020-07-26 19:17:34,40.50938,-70.87751,33.087
"EN655",10,10,"a",290,">0",1.83432811861417,0.544195338793914,95.2,60.35,0.58,94.62,59.77,0.718902095382928,0.309794028261103,1,2020-07-26 19:20:20,40.50848,-70.87698,23.616
"EN655",10,10,"b",290,">0",1.83432811861417,0.544195338793914,95.93,61.41,0.6235,95.3065,60.7865,0.712094701079446,0.33409631313986,1,2020-07-26 19:20:20,40.50848,-70.87698,23.616
"EN655",10,10,"a",294,">5",1.83432811861417,0.544195338793914,11.46,7.393,0.516666666666667,10.9433333333333,6.87633333333333,0.0827545358004164,0.0339832458214486,1,2020-07-26 19:20:20,40.50848,-70.87698,23.616
"EN655",10,10,"b",294,">5",1.83432811861417,0.544195338793914,11.84,7.764,0.516666666666667,11.3233333333333,7.24733333333333,0.0829376660738867,0.0400984892425411,1,2020-07-26 19:20:20,40.50848,-70.87698,23.616
"EN655",10,10,"a",551,">20",1.83432811861417,0.544195338793914,5.666,4.214,0.516666666666667,5.14933333333333,3.69733333333333,0.0157644920712227,0.0177273359697754,1,2020-07-26 19:20:20,40.50848,-70.87698,23.616
"EN655",10,10,"b",551,">20",1.83432811861417,0.544195338793914,4.495,3.181,0.516666666666667,3.97833333333333,2.66433333333333,0.0142662138991643,0.00986831382637636,1,2020-07-26 19:20:20,40.50848,-70.87698,23.616
"EN655",10,13,"a",290,">0",1.83824093809426,0.561872085808137,84.68,52.32,0.58,84.1,51.74,0.687466504036151,0.23391252036435,1,2020-07-26 19:22:20,40.50789,-70.87668,12.229
"EN655",10,13,"b",290,">0",1.83824093809426,0.561872085808137,83.43,52.37,0.58,82.85,51.79,0.65984887562926,0.262420542107538,1,2020-07-26 19:22:20,40.50789,-70.87668,12.229
"EN655",10,16,"a",290,">0",1.83824093809426,0.561872085808137,45.55,20.15,0.6235,44.9265,19.5265,0.539605970411564,-0.191880660787359,3,2020-07-26 19:24:45,40.50715,-70.87634,1.434
"EN655",10,16,"b",290,">0",1.83824093809426,0.561872085808137,45.89,28.43,0.58,45.31,27.85,0.370925993834091,0.125023094483534,1,2020-07-26 19:24:45,40.50715,-70.87634,1.434
"EN655",10,16,"a",290,"<10",1.83824093809426,0.561872085808137,32.86,20.66,0.769666666666667,32.0903333333333,19.8903333333333,0.259180820433901,0.0950235847007613,1,2020-07-26 19:24:45,40.50715,-70.87634,1.434
"EN655",10,16,"b",290,"<10",1.83824093809426,0.561872085808137,33.74,21.19,0.769666666666667,32.9703333333333,20.4203333333333,0.266616335774218,0.0970262387251963,1,2020-07-26 19:24:45,40.50715,-70.87634,1.434
"EN655",10,16,"a",293,">5",1.83432811861417,0.544195338793914,10.43,6.568,0.516666666666667,9.91333333333333,6.05133333333333,0.0788514372945947,0.0242311478503148,1,2020-07-26 19:24:45,40.50715,-70.87634,1.434
"EN655",10,16,"b",293,">5",1.83432811861417,0.544195338793914,11.31,6.746,0.516666666666667,10.7933333333333,6.22933333333333,0.0931843500291378,0.0129304098688499,1,2020-07-26 19:24:45,40.50715,-70.87634,1.434
"EN655",10,16,"a",552,">20",1.83432811861417,0.544195338793914,7.358,4.382,0.516666666666667,6.84133333333333,3.86533333333333,0.0322521606262492,0.00269804374448158,1,2020-07-26 19:24:45,40.50715,-70.87634,1.434
"EN655",10,16,"b",550,">20",1.83432811861417,0.544195338793914,6.174,3.661,0.516666666666667,5.65733333333333,3.14433333333333,0.0273334696779557,0.00120086400476643,1,2020-07-26 19:24:45,40.50715,-70.87634,1.434
"EN655",11,1,"a",290,">0",1.83824093809426,0.561872085808137,8.004,5.817,0.58,7.424,5.237,0.0464613487122083,0.0467984493315764,2,2020-07-27 01:32:54,40.22334,-70.87822,124.931
"EN655",11,1,"b",290,">0",1.83824093809426,0.561872085808137,7.065,5.794,0.6235,6.4415,5.1705,0.027001542850122,0.0650740320563872,2,2020-07-27 01:32:54,40.22334,-70.87822,124.931
"EN655",11,3,"a",290,">0",1.83824093809426,0.561872085808137,7.699,5.976,0.58,7.119,5.396,0.0366039798039026,0.0594872690493077,2,2020-07-27 01:36:13,40.22276,-70.87736,100.104
"EN655",11,3,"b",290,">0",1.83824093809426,0.561872085808137,6.838,5.792,0.58,6.258,5.212,0.0222215687027755,0.0705930326728606,2,2020-07-27 01:36:13,40.22276,-70.87736,100.104
"EN655",11,5,"a",290,">0",1.83824093809426,0.561872085808137,10.79,8.693,0.58,10.21,8.113,0.0445493590532697,0.0999258636943388,1,2020-07-27 01:38:04,40.22247,-70.87686,74.979
"EN655",11,5,"b",290,">0",1.83824093809426,0.561872085808137,10.14,7.987,0.58,9.56,7.407,0.0457390415077204,0.0861638273313695,1,2020-07-27 01:38:04,40.22247,-70.87686,74.979
"EN655",11,7,"a",290,">0",1.83824093809426,0.561872085808137,110.1,72.71,0.58,109.52,72.13,0.794325481641276,0.490155945301285,1,2020-07-27 01:39:31,40.22226,-70.87645,55.806
"EN655",11,7,"b",290,">0",1.83824093809426,0.561872085808137,112.9,74.75,0.58,112.32,74.17,0.810471172094535,0.510338302968958,1,2020-07-27 01:39:31,40.22226,-70.87645,55.806
"EN655",11,7,"a",294,">5",1.83432811861417,0.544195338793914,65.52,42.6,0.731833333333333,64.7881666666667,41.8681666666667,0.466371763104388,0.244413572671634,1,2020-07-27 01:39:31,40.22226,-70.87645,55.806
"EN655",11,7,"b",295,">5",1.83432811861417,0.544195338793914,74.44,49.65,0.731833333333333,73.7081666666667,48.9181666666667,0.502712258727954,0.324943996662005,1,2020-07-27 01:39:31,40.22226,-70.87645,55.806
"EN655",11,7,"a",551,">20",1.83432811861417,0.544195338793914,59.13,37.59,0.731833333333333,58.3981666666667,36.8581666666667,0.233861679899543,0.100013377774396,1,2020-07-27 01:39:31,40.22226,-70.87645,55.806
"EN655",11,7,"b",551,">20",1.83432811861417,0.544195338793914,76.69,48.87,0.731833333333333,75.9581666666667,48.1381666666667,0.302044193816402,0.134009322287701,1,2020-07-27 01:39:31,40.22226,-70.87645,55.806
"EN655",11,10,"a",290,">0",1.83824093809426,0.561872085808137,132.6,64.19,0.58,132.02,63.61,1.45332458408878,-0.320566181651292,3,2020-07-27 01:41:09,40.22198,-70.87602,32.855
"EN655",11,10,"b",290,">0",1.83824093809426,0.561872085808137,133,86.03,0.58,132.42,85.45,0.997846158670519,0.523836053061657,1,2020-07-27 01:41:09,40.22198,-70.87602,32.855
"EN655",11,11,"a",290,">0",1.83824093809426,0.561872085808137,222.9,140.8,0.58,222.32,140.22,1.74415945554289,0.752859616769404,1,2020-07-27 01:42:11,40.22182,-70.87578,22.088
"EN655",11,11,"b",290,">0",1.83824093809426,0.561872085808137,220.8,138.4,0.58,220.22,137.82,1.75053275440602,0.703747437764003,1,2020-07-27 01:42:11,40.22182,-70.87578,22.088
"EN655",11,11,"a",290,"<10",1.83824093809426,0.561872085808137,186.1,117.1,0.769666666666667,185.330333333333,116.330333333333,1.4658587385196,0.605736333665392,1,2020-07-27 01:42:11,40.22182,-70.87578,22.088
"EN655",11,11,"b",290,"<10",1.83824093809426,0.561872085808137,188.4,119.6,0.769666666666667,187.630333333333,118.830333333333,1.46160987261085,0.654504866389012,1,2020-07-27 01:42:11,40.22182,-70.87578,22.088
"EN655",11,11,"a",293,">5",1.83432811861417,0.544195338793914,39.83,26.3,0.731833333333333,39.0981666666667,25.5681666666667,0.276245454840981,0.15930032858128,1,2020-07-27 01:42:11,40.22182,-70.87578,22.088
"EN655",11,11,"b",292,">5",1.83432811861417,0.544195338793914,40.25,24.91,0.731833333333333,39.5181666666667,24.1781666666667,0.314273290768705,0.0990047794352049,1,2020-07-27 01:42:11,40.22182,-70.87578,22.088
"EN655",11,11,"a",550,">20",1.83432811861417,0.544195338793914,14.15,10.43,0.731833333333333,13.4181666666667,9.69816666666666,0.0404618015129309,0.0475475456016625,1,2020-07-27 01:42:11,40.22182,-70.87578,22.088
"EN655",11,11,"b",550,">20",1.83432811861417,0.544195338793914,13.84,10.42,0.731833333333333,13.1081666666667,9.68816666666667,0.0371987530038235,0.0507198456733183,1,2020-07-27 01:42:11,40.22182,-70.87578,22.088
"EN655",11,14,"a",290,">0",1.83824093809426,0.561872085808137,11.53,7.602,0.58,10.95,7.022,0.0834477264478986,0.0415991137017016,1,2020-07-27 01:43:34,40.22154,-70.87544,14.312
"EN655",11,14,"b",290,">0",1.83824093809426,0.561872085808137,11.62,7.795,0.58,11.04,7.215,0.0812595605048911,0.0472241979228169,1,2020-07-27 01:43:34,40.22154,-70.87544,14.312
"EN655",11,17,"a",290,">0",1.83824093809426,0.561872085808137,11.53,7.707,0.58,10.95,7.127,0.0812170718458036,0.0456995943100211,1,2020-07-27 01:45:38,40.22116,-70.87494,2.831
"EN655",11,17,"b",290,">0",1.83824093809426,0.561872085808137,12.67,7.967,0.58,12.09,7.387,0.0999120818443145,0.0316346296602564,1,2020-07-27 01:45:38,40.22116,-70.87494,2.831
"EN655",11,17,"a",290,"<10",1.83824093809426,0.561872085808137,10.37,6.711,0.769666666666667,9.60033333333333,5.94133333333333,0.0777330018006265,0.0280694703738003,1,2020-07-27 01:45:38,40.22116,-70.87494,2.831
"EN655",11,17,"b",290,"<10",1.83824093809426,0.561872085808137,9.632,6.525,0.769666666666667,8.86233333333333,5.75533333333333,0.0660061318924697,0.036484077070931,1,2020-07-27 01:45:38,40.22116,-70.87494,2.831
"EN655",11,17,"a",293,">5",1.83432811861417,0.544195338793914,2.525,2.115,0.731833333333333,1.79316666666667,1.38316666666667,0.00837107438912061,0.0151907404758569,2,2020-07-27 01:45:38,40.22116,-70.87494,2.831
"EN655",11,17,"b",293,">5",1.83432811861417,0.544195338793914,2.609,1.959,0.731833333333333,1.87716666666667,1.22716666666667,0.0132712154949473,0.00763318778868077,2,2020-07-27 01:45:38,40.22116,-70.87494,2.831
"EN655",11,17,"a",552,">20",1.83432811861417,0.544195338793914,1.763,1.434,0.731833333333333,1.03116666666667,0.702166666666667,0.00356551103697446,0.00278345459832602,1,2020-07-27 01:45:38,40.22116,-70.87494,2.831
"EN655",11,17,"b",550,">20",1.83432811861417,0.544195338793914,1.825,1.396,0.731833333333333,1.09316666666667,0.664166666666667,0.00466615936802348,0.00136104935272537,1,2020-07-27 01:45:38,40.22116,-70.87494,2.831
"EN655",12,4,"a",290,">0",1.83824093809426,0.561872085808137,10.03,7.625,0.58,9.45,7.045,0.0510926125527485,0.0743638085315485,1,2020-07-27 10:38:29,39.92804,-70.88878,126.897
"EN655",12,4,"b",290,">0",1.83824093809426,0.561872085808137,11.13,8.095,0.4865,10.6435,7.6085,0.0644765401653189,0.0710146138190493,1,2020-07-27 10:38:29,39.92804,-70.88878,126.897
"EN655",12,5,"a",290,">0",1.83824093809426,0.561872085808137,65.09,45.01,0.4865,64.6035,44.5235,0.426586137238749,0.366282416933955,1,2020-07-27 10:42:14,39.9271,-70.88964,70.149
"EN655",12,5,"b",290,">0",1.83824093809426,0.561872085808137,63.97,44.85,0.58,63.39,44.27,0.406191580876737,0.38216267908094,1,2020-07-27 10:42:14,39.9271,-70.88964,70.149
"EN655",12,5,"a",294,">5",1.83432811861417,0.544195338793914,45.05,30.94,0.731833333333333,44.3181666666667,30.2081666666667,0.287107573185118,0.225728875047501,1,2020-07-27 10:42:14,39.9271,-70.88964,70.149
"EN655",12,5,"b",294,">5",1.83432811861417,0.544195338793914,34.69,23.28,0.731833333333333,33.9581666666667,22.5481666666667,0.232168491144025,0.150626063556651,1,2020-07-27 10:42:14,39.9271,-70.88964,70.149
"EN655",12,5,"a",550,">20",1.83432811861417,0.544195338793914,46.15,30.28,0.731833333333333,45.4181666666667,29.5481666666667,0.172615266131778,0.0955297293243937,1,2020-07-27 10:42:14,39.9271,-70.88964,70.149
"EN655",12,5,"b",552,">20",1.83432811861417,0.544195338793914,52.13,34.11,0.731833333333333,51.3981666666667,33.3781666666667,0.1952903005662,0.106513876698456,1,2020-07-27 10:42:14,39.9271,-70.88964,70.149
"EN655",12,8,"a",290,">0",1.83824093809426,0.561872085808137,149.3,100.5,0.58,148.72,99.92,1.0367232817356,0.742638761521026,1,2020-07-27 10:44:21,39.92652,-70.89,49.893
"EN655",12,8,"b",290,">0",1.83824093809426,0.561872085808137,150.2,101,0.58,149.62,100.42,1.04522101355311,0.743044963066495,1,2020-07-27 10:44:21,39.92652,-70.89,49.893
"EN655",12,8,"a",290,"<10",1.83824093809426,0.561872085808137,71.42,48.26,0.769666666666667,70.6503333333333,47.4903333333333,0.492018672233537,0.353682854537264,1,2020-07-27 10:44:21,39.92652,-70.89,49.893
"EN655",12,8,"b",290,"<10",1.83824093809426,0.561872085808137,76.43,51.63,0.769666666666667,75.6603333333333,50.8603333333333,0.526859372685307,0.378854664951936,1,2020-07-27 10:44:21,39.92652,-70.89,49.893
"EN655",12,8,"a",293,">5",1.83432811861417,0.544195338793914,51.03,32.81,0.731833333333333,50.2981666666667,32.0781666666667,0.372002378950677,0.17443923392405,2,2020-07-27 10:44:21,39.92652,-70.89,49.893
"EN655",12,8,"b",292,">5",1.83432811861417,0.544195338793914,53.66,33.32,0.731833333333333,52.9281666666667,32.5881666666667,0.416709174330864,0.140321258007542,2,2020-07-27 10:44:21,39.92652,-70.89,49.893
"EN655",12,8,"a",550,">20",1.83432811861417,0.544195338793914,111.9,71.2,0.731833333333333,111.168166666667,70.4681666666667,0.442686914402228,0.196800687106204,2,2020-07-27 10:44:21,39.92652,-70.89,49.893
"EN655",12,8,"b",550,">20",1.83432811861417,0.544195338793914,105.6,67.38,0.731833333333333,104.868166666667,66.6481666666667,0.415712380060274,0.189109318341618,2,2020-07-27 10:44:21,39.92652,-70.89,49.893
"EN655",12,13,"a",290,">0",1.83824093809426,0.561872085808137,32.66,20.97,0.58,32.08,20.39,0.248346212366582,0.114756190175478,1,2020-07-27 10:47:33,39.92558,-70.89076,22.99
"EN655",12,13,"b",290,">0",1.83824093809426,0.561872085808137,32.41,21.2,0.4865,31.9235,20.7135,0.238148934185576,0.130714313242328,1,2020-07-27 10:47:33,39.92558,-70.89076,22.99
"EN655",12,13,"a",290,"<10",1.83824093809426,0.561872085808137,26.02,16.79,0.769666666666667,25.2503333333333,16.0203333333333,0.196085161688927,0.0892027992163203,1,2020-07-27 10:47:33,39.92558,-70.89076,22.99
"EN655",12,13,"b",290,"<10",1.83824093809426,0.561872085808137,26.59,17.01,0.769666666666667,25.8203333333333,16.2403333333333,0.203520677029244,0.085685014555712,1,2020-07-27 10:47:33,39.92558,-70.89076,22.99
"EN655",12,13,"a",294,">5",1.83432811861417,0.544195338793914,3.894,2.725,0.731833333333333,3.16216666666667,1.99316666666667,0.0237865877429768,0.0100509014813162,1,2020-07-27 10:47:33,39.92558,-70.89076,22.99
"EN655",12,13,"b",295,">5",1.83432811861417,0.544195338793914,3.174,2.298,0.731833333333333,2.44216666666667,1.56616666666667,0.017764257307208,0.00873403007716329,1,2020-07-27 10:47:33,39.92558,-70.89076,22.99
"EN655",12,13,"a",551,">20",1.83432811861417,0.544195338793914,4.004,3.096,0.731833333333333,3.27216666666667,2.36416666666667,0.00985823608861584,0.0115572697156376,1,2020-07-27 10:47:33,39.92558,-70.89076,22.99
"EN655",12,13,"b",551,">20",1.83432811861417,0.544195338793914,3.812,2.619,0.731833333333333,3.08016666666667,1.88716666666667,0.0129525062265625,0.00414215519194733,1,2020-07-27 10:47:33,39.92558,-70.89076,22.99
"EN655",12,16,"a",290,">0",1.83824093809426,0.561872085808137,21.37,13.9,0.58,20.79,13.32,0.158695141691905,0.0785056430977098,1,2020-07-27 10:49:38,39.925,-70.89132,12.94
"EN655",12,16,"b",290,">0",1.83824093809426,0.561872085808137,20.31,13.1,0.58,19.73,12.52,0.153171616010527,0.0697828753983304,1,2020-07-27 10:49:38,39.925,-70.89132,12.94
"EN655",12,18,"a",290,">0",1.83824093809426,0.561872085808137,16.45,10.68,0.58,15.87,10.1,0.122579781467509,0.0572796724645563,1,2020-07-27 10:51:57,39.92434,-70.89197,2.544
"EN655",12,18,"b",290,">0",1.83824093809426,0.561872085808137,16.2,10.23,0.58,15.62,9.65,0.126828647376261,0.0450172665291277,1,2020-07-27 10:51:57,39.92434,-70.89197,2.544
"EN655",12,18,"a",290,"<10",1.83824093809426,0.561872085808137,12.03,7.801,0.769666666666667,11.2603333333333,7.03133333333333,0.0898422696405711,0.035370777265138,1,2020-07-27 10:51:57,39.92434,-70.89197,2.544
"EN655",12,18,"b",290,"<10",1.83824093809426,0.561872085808137,13.55,8.527,0.769666666666667,12.7803333333333,7.75733333333333,0.106710267298318,0.0314312908504281,1,2020-07-27 10:51:57,39.92434,-70.89197,2.544
"EN655",12,18,"a",293,">5",1.83432811861417,0.544195338793914,2.343,1.724,0.731833333333333,1.61116666666667,0.992166666666667,0.0126382806021114,0.00426297061986853,2,2020-07-27 10:51:57,39.92434,-70.89197,2.544
"EN655",12,18,"b",293,">5",1.83432811861417,0.544195338793914,0.668,0.51,0.731833333333333,-0.0638333333333333,-0.221833333333333,0.00322592622800258,-0.00700478820960097,3,2020-07-27 10:51:57,39.92434,-70.89197,2.544
"EN655",12,18,"a",552,">20",1.83432811861417,0.544195338793914,4.017,2.688,0.731833333333333,3.28516666666667,1.95616666666667,0.0144029306022464,0.00328465773421738,1,2020-07-27 10:51:57,39.92434,-70.89197,2.544
"EN655",12,18,"b",550,">20",1.83432811861417,0.544195338793914,5.264,3.558,0.731833333333333,4.53216666666667,2.82616666666667,0.018555869188457,0.0070911517093443,1,2020-07-27 10:51:57,39.92434,-70.89197,2.544
"EN655",15,6,"a",290,">0",1.83824093809426,0.561872085808137,20.6,15.32,0.4865,20.1135,14.8335,0.112170059991065,0.15198293108827,1,2020-07-27 21:29:20,40.09666,-70.88152,70.141
"EN655",15,6,"b",290,">0",1.83824093809426,0.561872085808137,17.74,13.1,0.4865,17.2535,12.6135,0.0985736890830574,0.126045837864676,1,2020-07-27 21:29:20,40.09666,-70.88152,70.141
"EN655",15,9,"a",290,">0",1.83824093809426,0.561872085808137,219.7,148.3,0.58,219.12,147.72,1.51684512942463,1.11373294333227,1,2020-07-27 21:31:28,40.09626,-70.88156,44.977
"EN655",15,9,"b",290,">0",1.83824093809426,0.561872085808137,226.4,148.7,0.4865,225.9135,148.2135,1.65068440555034,0.988681849435816,1,2020-07-27 21:31:28,40.09626,-70.88156,44.977
"EN655",15,9,"a",293,">5",1.83432811861417,0.544195338793914,168.1,108.5,0.731833333333333,167.368166666667,107.768166666667,1.21686837461363,0.618928895904293,1,2020-07-27 21:31:28,40.09626,-70.88156,44.977
"EN655",15,9,"b",292,">5",1.83432811861417,0.544195338793914,142.5,90.7,0.731833333333333,141.768166666667,89.9681666666667,1.06123575370397,0.476592602448635,1,2020-07-27 21:31:28,40.09626,-70.88156,44.977
"EN655",15,9,"a",550,">20",1.83432811861417,0.544195338793914,243.4,155.1,0.327285714285714,243.072714285714,154.772714285714,0.960423944513924,0.444114253644411,1,2020-07-27 21:31:28,40.09626,-70.88156,44.977
"EN655",15,9,"b",550,">20",1.83432811861417,0.544195338793914,216,140.5,0.327285714285714,215.672714285714,140.172714285714,0.821200541458678,0.45084493802021,1,2020-07-27 21:31:28,40.09626,-70.88156,44.977
"EN655",15,11,"a",290,">0",1.83824093809426,0.561872085808137,140.9,88.79,0.4865,140.4135,88.3035,1.10704201252546,0.465454946909208,1,2020-07-27 21:34:24,40.09574,-70.8818,32.954
"EN655",15,11,"b",290,">0",1.83824093809426,0.561872085808137,137.3,85.5,0.4865,136.8135,85.0135,1.10045627036689,0.413452807539408,1,2020-07-27 21:34:24,40.09574,-70.8818,32.954
"EN655",15,11,"a",294,">5",1.83432811861417,0.544195338793914,77.36,49.39,0.731833333333333,76.6281666666667,48.6581666666667,0.569128194329395,0.256929263781078,1,2020-07-27 21:34:24,40.09574,-70.8818,32.954
"EN655",15,11,"b",295,">5",1.83432811861417,0.544195338793914,62.81,39.5,0.731833333333333,62.0781666666667,38.7681666666667,0.472699586565091,0.183226786765891,1,2020-07-27 21:34:24,40.09574,-70.8818,32.954
