cruise,cast,niskin,date_time_utc,latitude,longitude,depth,method_contributor,replicate,filter_size,chl,phaeo,iode_quality_flag,project_id,nearest_station,distance
AR22,1,1,2017-09-02T15:24:59Z,41.1298,-70.8313,27.739,method_Sosik,a,>0,1.218,0.632,1,JP,MVCO,31
AR22,1,1,2017-09-02T15:24:59Z,41.1298,-70.8313,27.739,method_Sosik,b,>0,1.277,0.628,1,JP,MVCO,31
AR22,1,2,2017-09-02T15:27:23Z,41.1298,-70.8313,20.7,method_Sosik,a,>0,NaN,NaN,4,JP,MVCO,31
AR22,1,2,2017-09-02T15:27:23Z,41.1298,-70.8313,20.7,method_Sosik,b,>0,1.504,0.723,1,JP,MVCO,31
AR22,1,3,2017-09-02T15:28:52Z,41.1298,-70.8313,12.637,method_Sosik,a,>0,1.579,0.554,1,JP,MVCO,31
AR22,1,3,2017-09-02T15:28:52Z,41.1298,-70.8313,12.637,method_Sosik,b,>0,1.472,0.615,1,JP,MVCO,31
AR22,1,4,2017-09-02T15:30:00Z,41.1298,-70.8313,2.87,method_Sosik,a,>0,1.142,0.441,1,JP,MVCO,31
AR22,1,4,2017-09-02T15:30:00Z,41.1298,-70.8313,2.87,method_Sosik,b,>0,1.12,0.425,1,JP,MVCO,31
AR22,1,4,2017-09-02T15:30:00Z,41.1298,-70.8313,2.87,method_Sosik,a,>0&<10,0.959,0.319,3,JP,MVCO,31
AR22,1,4,2017-09-02T15:30:00Z,41.1298,-70.8313,2.87,method_Sosik,b,>0&<10,0.654,0.323,3,JP,MVCO,31
AR22,2,1,2017-09-02T17:47:48Z,40.7963,-70.8283,50.748,method_Sosik,a,>0,0.99,0.414,1,JP,L13,48.17
AR22,2,1,2017-09-02T17:47:48Z,40.7963,-70.8283,50.748,method_Sosik,b,>0,0.979,0.398,1,JP,L13,48.17
AR22,2,2,2017-09-02T17:49:24Z,40.7963,-70.8283,40.834,method_Sosik,a,>0,0.484,0.337,1,JP,L13,48.17
AR22,2,2,2017-09-02T17:49:24Z,40.7963,-70.8283,40.834,method_Sosik,b,>0,0.59,0.304,1,JP,L13,48.17
AR22,2,3,2017-09-02T17:51:48Z,40.7963,-70.8283,33.901,method_Sosik,a,>0,1.313,0.696,1,JP,L13,48.17
AR22,2,3,2017-09-02T17:51:48Z,40.7963,-70.8283,33.901,method_Sosik,b,>0,1.388,0.667,1,JP,L13,48.17
AR22,2,4,2017-09-02T17:54:11Z,40.7963,-70.8283,22.856,method_Sosik,a,>0,1.208,0.58,1,JP,L13,48.17
AR22,2,4,2017-09-02T17:54:11Z,40.7963,-70.8283,22.856,method_Sosik,b,>0,1.168,0.621,1,JP,L13,48.17
AR22,2,5,2017-09-02T17:56:00Z,40.7963,-70.8283,12.771,method_Sosik,a,>0,0.796,0.352,1,JP,L13,48.17
AR22,2,5,2017-09-02T17:56:00Z,40.7963,-70.8283,12.771,method_Sosik,b,>0,0.711,0.341,1,JP,L13,48.17
AR22,2,6,2017-09-02T17:57:29Z,40.7963,-70.8283,2.793,method_Sosik,a,>0,0.718,0.271,3,JP,L13,48.17
AR22,2,6,2017-09-02T17:57:29Z,40.7963,-70.8283,2.793,method_Sosik,b,>0,0.688,0.266,1,JP,L13,48.17
AR22,2,6,2017-09-02T17:57:29Z,40.7963,-70.8283,2.793,method_Sosik,a,>0&<10,0.608,0.247,1,JP,L13,48.17
AR22,2,6,2017-09-02T17:57:29Z,40.7963,-70.8283,2.793,method_Sosik,b,>0&<10,0.592,0.29,3,JP,L13,48.17
AR22,3,1,2017-09-02T20:03:40Z,40.5008,-70.8315,69.539,method_Sosik,a,>0,0.309,0.3,3,JP,L13,15.84
AR22,3,1,2017-09-02T20:03:40Z,40.5008,-70.8315,69.539,method_Sosik,b,>0,0.288,0.376,1,JP,L13,15.84
AR22,3,2,2017-09-02T20:05:37Z,40.5008,-70.8315,58.407,method_Sosik,a,>0,0.394,0.319,3,JP,L13,15.84
AR22,3,2,2017-09-02T20:05:37Z,40.5008,-70.8315,58.407,method_Sosik,b,>0,0.393,0.307,1,JP,L13,15.84
AR22,3,3,2017-09-02T20:07:23Z,40.5008,-70.8315,50.412,method_Sosik,a,>0,0.296,0.23,1,JP,L13,15.84
AR22,3,3,2017-09-02T20:07:23Z,40.5008,-70.8315,50.412,method_Sosik,b,>0,0.275,0.237,1,JP,L13,15.84
AR22,3,4,2017-09-02T20:09:15Z,40.5008,-70.8315,30.525,method_Sosik,a,>0,0.678,0.502,1,JP,L13,15.84
AR22,3,4,2017-09-02T20:09:15Z,40.5008,-70.8315,30.525,method_Sosik,b,>0,0.72,0.473,1,JP,L13,15.84
AR22,3,5,2017-09-02T20:11:53Z,40.5008,-70.8315,22.356,method_Sosik,a,>0,1.576,1.011,1,JP,L13,15.84
AR22,3,5,2017-09-02T20:11:53Z,40.5008,-70.8315,22.356,method_Sosik,b,>0,1.61,0.938,1,JP,L13,15.84
AR22,3,6,2017-09-02T20:13:48Z,40.5008,-70.8315,2.533,method_Sosik,a,>0,0.489,0.327,1,JP,L13,15.84
AR22,3,6,2017-09-02T20:13:48Z,40.5008,-70.8315,2.533,method_Sosik,b,>0,0.519,0.328,1,JP,L13,15.84
AR22,3,6,2017-09-02T20:13:48Z,40.5008,-70.8315,2.533,method_Sosik,a,>0&<10,0.453,0.27,1,JP,L13,15.84
AR22,4,1,2017-09-02T21:06:41Z,40.42,-70.8282,77.13,method_Sosik,a,>0,0.361,0.295,1,JP,L13,7.59
AR22,4,1,2017-09-02T21:06:41Z,40.42,-70.8282,77.13,method_Sosik,b,>0,0.351,0.333,1,JP,L13,7.59
AR22,4,2,2017-09-02T21:08:50Z,40.42,-70.8282,66.357,method_Sosik,a,>0,1.291,0.867,1,JP,L13,7.59
AR22,4,2,2017-09-02T21:08:50Z,40.42,-70.8282,66.357,method_Sosik,b,>0,1.508,0.896,1,JP,L13,7.59
AR22,4,3,2017-09-02T21:10:45Z,40.42,-70.8282,50.35,method_Sosik,a,>0,0.201,0.205,1,JP,L13,7.59
AR22,4,3,2017-09-02T21:10:45Z,40.42,-70.8282,50.35,method_Sosik,b,>0,0.255,0.197,1,JP,L13,7.59
AR22,4,4,2017-09-02T21:12:23Z,40.42,-70.8282,30.438,method_Sosik,a,>0,0.914,0.511,1,JP,L13,7.59
AR22,4,4,2017-09-02T21:12:23Z,40.42,-70.8282,30.438,method_Sosik,b,>0,0.868,0.52,1,JP,L13,7.59
AR22,4,5,2017-09-02T21:13:59Z,40.42,-70.8282,19.284,method_Sosik,a,>0,1.08,0.653,1,JP,L13,7.59
AR22,4,5,2017-09-02T21:13:59Z,40.42,-70.8282,19.284,method_Sosik,b,>0,1.069,0.568,1,JP,L13,7.59
AR22,4,6,2017-09-02T21:15:37Z,40.42,-70.8282,2.118,method_Sosik,a,>0,0.595,0.281,1,JP,L13,7.59
AR22,4,6,2017-09-02T21:15:37Z,40.42,-70.8282,2.118,method_Sosik,b,>0,0.609,0.336,1,JP,L13,7.59
AR22,4,6,2017-09-02T21:15:37Z,40.42,-70.8282,2.118,method_Sosik,a,>0&<10,0.507,0.271,1,JP,L13,7.59
AR22,4,6,2017-09-02T21:15:37Z,40.42,-70.8282,2.118,method_Sosik,b,>0&<10,0.486,0.271,1,JP,L13,7.59
AR22,5,1,2017-09-02T22:20:18Z,40.3297,-70.8293,94.145,method_Sosik,a,>0,0.169,0.202,3,JP,L6,5.91
AR22,5,1,2017-09-02T22:20:18Z,40.3297,-70.8293,94.145,method_Sosik,b,>0,0.134,0.22,1,JP,L6,5.91
AR22,5,2,2017-09-02T22:22:14Z,40.3297,-70.8293,70.194,method_Sosik,a,>0,0.119,0.213,3,JP,L6,5.91
AR22,5,2,2017-09-02T22:22:14Z,40.3297,-70.8293,70.194,method_Sosik,b,>0,0.151,0.202,1,JP,L6,5.91
AR22,5,3,2017-09-02T22:24:44Z,40.3297,-70.8293,48.411,method_Sosik,a,>0,0.394,0.228,1,JP,L6,5.91
AR22,5,3,2017-09-02T22:24:44Z,40.3297,-70.8293,48.411,method_Sosik,b,>0,0.381,0.222,1,JP,L6,5.91
AR22,5,4,2017-09-02T22:27:13Z,40.3297,-70.8293,38.449,method_Sosik,a,>0,2.733,1.849,1,JP,L6,5.91
AR22,5,4,2017-09-02T22:27:13Z,40.3297,-70.8293,38.449,method_Sosik,b,>0,3.269,2.03,1,JP,L6,5.91
AR22,5,5,2017-09-02T22:28:42Z,40.3297,-70.8293,27.52,method_Sosik,a,>0,0.428,0.274,1,JP,L6,5.91
AR22,5,5,2017-09-02T22:28:42Z,40.3297,-70.8293,27.52,method_Sosik,b,>0,0.393,0.286,1,JP,L6,5.91
AR22,5,6,2017-09-02T22:30:33Z,40.3297,-70.8293,2.589,method_Sosik,a,>0,0.162,0.07,1,JP,L6,5.91
AR22,5,6,2017-09-02T22:30:33Z,40.3297,-70.8293,2.589,method_Sosik,b,>0,0.157,0.074,1,JP,L6,5.91
AR22,5,6,2017-09-02T22:30:33Z,40.3297,-70.8293,2.589,method_Sosik,a,>0&<10,0.126,0.064,1,JP,L6,5.91
AR22,5,6,2017-09-02T22:30:33Z,40.3297,-70.8293,2.589,method_Sosik,b,>0&<10,0.134,0.058,1,JP,L6,5.91
AR22,6,1,2017-09-02T23:31:56Z,40.2498,-70.8303,113.234,method_Sosik,a,>0,0.066,0.089,1,JP,L7,5.18
AR22,6,1,2017-09-02T23:31:56Z,40.2498,-70.8303,113.234,method_Sosik,b,>0,0.071,0.087,1,JP,L7,5.18
AR22,6,2,2017-09-02T23:34:14Z,40.2498,-70.8303,92.172,method_Sosik,a,>0,0.081,0.119,1,JP,L7,5.18
AR22,6,2,2017-09-02T23:34:14Z,40.2498,-70.8303,92.172,method_Sosik,b,>0,0.075,0.113,1,JP,L7,5.18
AR22,6,3,2017-09-02T23:36:12Z,40.2498,-70.8303,69.528,method_Sosik,a,>0,0.117,0.152,1,JP,L7,5.18
AR22,6,3,2017-09-02T23:36:12Z,40.2498,-70.8303,69.528,method_Sosik,b,>0,0.119,0.163,1,JP,L7,5.18
AR22,6,4,2017-09-02T23:38:21Z,40.2498,-70.8303,44.554,method_Sosik,a,>0,3.58,2.185,1,JP,L7,5.18
AR22,6,4,2017-09-02T23:38:21Z,40.2498,-70.8303,44.554,method_Sosik,b,>0,3.594,2.254,1,JP,L7,5.18
AR22,6,5,2017-09-02T23:39:59Z,40.2498,-70.8303,31.318,method_Sosik,a,>0,0.368,0.198,1,JP,L7,5.18
AR22,6,5,2017-09-02T23:39:59Z,40.2498,-70.8303,31.318,method_Sosik,b,>0,NaN,NaN,9,JP,L7,5.18
AR22,6,6,2017-09-02T23:41:44Z,40.2498,-70.8303,2.458,method_Sosik,a,>0,0.147,0.084,1,JP,L7,5.18
AR22,6,6,2017-09-02T23:41:44Z,40.2498,-70.8303,2.458,method_Sosik,b,>0,0.153,0.085,1,JP,L7,5.18
AR22,6,6,2017-09-02T23:41:44Z,40.2498,-70.8303,2.458,method_Sosik,a,>0&<10,0.121,0.069,1,JP,L7,5.18
AR22,6,6,2017-09-02T23:41:44Z,40.2498,-70.8303,2.458,method_Sosik,b,>0&<10,0.131,0.079,1,JP,L7,5.18
AR22,7,2,2017-09-03T00:47:11Z,40.1707,-70.8303,102.228,method_Sosik,a,>0,0.075,0.08,1,JP,L8,6.03
AR22,7,2,2017-09-03T00:47:11Z,40.1707,-70.8303,102.228,method_Sosik,b,>0,0.079,0.079,1,JP,L8,6.03
AR22,7,3,2017-09-03T00:49:41Z,40.1707,-70.8303,67.345,method_Sosik,a,>0,0.123,0.176,1,JP,L8,6.03
AR22,7,3,2017-09-03T00:49:41Z,40.1707,-70.8303,67.345,method_Sosik,b,>0,0.109,0.141,1,JP,L8,6.03
AR22,7,4,2017-09-03T00:51:33Z,40.1707,-70.8303,47.396,method_Sosik,a,>0,1.781,0.783,1,JP,L8,6.03
AR22,7,4,2017-09-03T00:51:33Z,40.1707,-70.8303,47.396,method_Sosik,b,>0,1.955,0.772,1,JP,L8,6.03
AR22,7,5,2017-09-03T00:53:24Z,40.1707,-70.8303,33.394,method_Sosik,a,>0,0.242,0.149,1,JP,L8,6.03
AR22,7,5,2017-09-03T00:53:24Z,40.1707,-70.8303,33.394,method_Sosik,b,>0,0.241,0.141,1,JP,L8,6.03
AR22,7,6,2017-09-03T00:55:24Z,40.1707,-70.8303,2.482,method_Sosik,a,>0,0.165,0.085,1,JP,L8,6.03
AR22,7,6,2017-09-03T00:55:24Z,40.1707,-70.8303,2.482,method_Sosik,b,>0,0.149,0.086,1,JP,L8,6.03
AR22,7,6,2017-09-03T00:55:24Z,40.1707,-70.8303,2.482,method_Sosik,a,>0&<10,0.127,0.069,1,JP,L8,6.03
AR22,7,6,2017-09-03T00:55:24Z,40.1707,-70.8303,2.482,method_Sosik,b,>0&<10,0.118,0.069,1,JP,L8,6.03
AR22,8,1,2017-09-03T02:02:04Z,40.0793,-70.8293,139.156,method_Sosik,a,>0,0.036,0.08,1,JP,L9,5.05
AR22,8,1,2017-09-03T02:02:04Z,40.0793,-70.8293,139.156,method_Sosik,b,>0,0.047,0.08,1,JP,L9,5.05
AR22,8,3,2017-09-03T02:05:21Z,40.0793,-70.8293,102.376,method_Sosik,a,>0,0.045,0.059,1,JP,L9,5.05
AR22,8,3,2017-09-03T02:05:21Z,40.0793,-70.8293,102.376,method_Sosik,b,>0,0.046,0.079,1,JP,L9,5.05
AR22,8,4,2017-09-03T02:07:40Z,40.0793,-70.8293,59.48,method_Sosik,a,>0,0.311,0.205,1,JP,L9,5.05
AR22,8,4,2017-09-03T02:07:40Z,40.0793,-70.8293,59.48,method_Sosik,b,>0,0.306,0.192,1,JP,L9,5.05
AR22,8,5,2017-09-03T02:09:31Z,40.0793,-70.8293,36.272,method_Sosik,a,>0,1.491,1.005,1,JP,L9,5.05
AR22,8,5,2017-09-03T02:09:31Z,40.0793,-70.8293,36.272,method_Sosik,b,>0,1.802,0.767,1,JP,L9,5.05
AR22,8,6,2017-09-03T02:10:54Z,40.0793,-70.8293,25.23,method_Sosik,a,>0,0.256,0.143,1,JP,L9,5.05
AR22,8,6,2017-09-03T02:10:54Z,40.0793,-70.8293,25.23,method_Sosik,b,>0,0.218,0.128,1,JP,L9,5.05
AR22,8,7,2017-09-03T02:12:40Z,40.0793,-70.8293,2.336,method_Sosik,a,>0,0.176,0.1,1,JP,L9,5.05
AR22,8,7,2017-09-03T02:12:40Z,40.0793,-70.8293,2.336,method_Sosik,b,>0,0.186,0.102,1,JP,L9,5.05
AR22,8,7,2017-09-03T02:12:40Z,40.0793,-70.8293,2.336,method_Sosik,a,>0&<10,0.14,0.07,1,JP,L9,5.05
AR22,8,7,2017-09-03T02:12:40Z,40.0793,-70.8293,2.336,method_Sosik,b,>0&<10,0.118,0.069,1,JP,L9,5.05
AR22,9,3,2017-09-03T03:12:17Z,39.9995,-70.8298,201.66,method_Sosik,a,>0,0.016,0.028,3,JP,L10,8.03
AR22,9,3,2017-09-03T03:12:17Z,39.9995,-70.8298,201.66,method_Sosik,b,>0,0.008,0.02,3,JP,L10,8.03
AR22,9,4,2017-09-03T03:15:00Z,39.9995,-70.8298,151.79,method_Sosik,a,>0,0.006,0.026,1,JP,L10,8.03
AR22,9,4,2017-09-03T03:15:00Z,39.9995,-70.8298,151.79,method_Sosik,b,>0,0.006,0.026,1,JP,L10,8.03
AR22,9,5,2017-09-03T03:17:33Z,39.9995,-70.8298,101.967,method_Sosik,a,>0,0.066,0.065,1,JP,L10,8.03
AR22,9,5,2017-09-03T03:17:33Z,39.9995,-70.8298,101.967,method_Sosik,b,>0,0.084,0.064,1,JP,L10,8.03
AR22,9,6,2017-09-03T03:19:16Z,39.9995,-70.8298,76.935,method_Sosik,a,>0,0.273,0.312,1,JP,L10,8.03
AR22,9,6,2017-09-03T03:19:16Z,39.9995,-70.8298,76.935,method_Sosik,b,>0,0.279,0.331,1,JP,L10,8.03
AR22,9,7,2017-09-03T03:20:50Z,39.9995,-70.8298,52.147,method_Sosik,a,>0,0.56,0.49,1,JP,L10,8.03
AR22,9,7,2017-09-03T03:20:50Z,39.9995,-70.8298,52.147,method_Sosik,b,>0,0.592,0.485,1,JP,L10,8.03
AR22,9,8,2017-09-03T03:22:19Z,39.9995,-70.8298,27.291,method_Sosik,a,>0,0.321,0.2,1,JP,L10,8.03
AR22,9,8,2017-09-03T03:22:19Z,39.9995,-70.8298,27.291,method_Sosik,b,>0,0.311,0.202,1,JP,L10,8.03
AR22,9,9,2017-09-03T03:24:19Z,39.9995,-70.8298,2.245,method_Sosik,a,>0,0.205,0.121,1,JP,L10,8.03
AR22,9,9,2017-09-03T03:24:19Z,39.9995,-70.8298,2.245,method_Sosik,b,>0,0.196,0.111,1,JP,L10,8.03
AR22,9,9,2017-09-03T03:24:19Z,39.9995,-70.8298,2.245,method_Sosik,a,>0&<10,0.166,0.085,1,JP,L10,8.03
AR22,9,9,2017-09-03T03:24:19Z,39.9995,-70.8298,2.245,method_Sosik,b,>0&<10,0.158,0.075,1,JP,L10,8.03
AR22,10,2,2017-09-03T04:28:00Z,39.922,-70.8282,501.301,method_Sosik,a,>0,0.008,0.027,1,JP,L12,4.96
AR22,10,2,2017-09-03T04:28:00Z,39.922,-70.8282,501.301,method_Sosik,b,>0,0.009,0.031,1,JP,L12,4.96
AR22,10,3,2017-09-03T04:31:16Z,39.922,-70.8282,401.437,method_Sosik,a,>0,0.005,0.027,1,JP,L12,4.96
AR22,10,3,2017-09-03T04:31:16Z,39.922,-70.8282,401.437,method_Sosik,b,>0,0.007,0.026,1,JP,L12,4.96
AR22,10,4,2017-09-03T04:34:19Z,39.922,-70.8282,301.609,method_Sosik,a,>0,0.009,0.03,1,JP,L12,4.96
AR22,10,4,2017-09-03T04:34:19Z,39.922,-70.8282,301.609,method_Sosik,b,>0,0.006,0.025,1,JP,L12,4.96
AR22,10,5,2017-09-03T04:37:17Z,39.922,-70.8282,202.015,method_Sosik,a,>0,0.014,0.024,1,JP,L12,4.96
AR22,10,5,2017-09-03T04:37:17Z,39.922,-70.8282,202.015,method_Sosik,b,>0,0.014,0.026,1,JP,L12,4.96
AR22,10,6,2017-09-03T04:40:28Z,39.922,-70.8282,102.203,method_Sosik,a,>0,0.044,0.043,1,JP,L12,4.96
AR22,10,6,2017-09-03T04:40:28Z,39.922,-70.8282,102.203,method_Sosik,b,>0,0.045,0.044,1,JP,L12,4.96
AR22,10,7,2017-09-03T04:43:28Z,39.922,-70.8282,52.471,method_Sosik,a,>0,0.572,0.519,1,JP,L12,4.96
AR22,10,7,2017-09-03T04:43:28Z,39.922,-70.8282,52.471,method_Sosik,b,>0,0.601,0.55,1,JP,L12,4.96
AR22,10,8,2017-09-03T04:46:09Z,39.922,-70.8282,2.565,method_Sosik,a,>0,0.158,0.073,1,JP,L12,4.96
AR22,10,8,2017-09-03T04:46:09Z,39.922,-70.8282,2.565,method_Sosik,b,>0,0.153,0.065,1,JP,L12,4.96
AR22,10,8,2017-09-03T04:46:09Z,39.922,-70.8282,2.565,method_Sosik,a,>0&<10,0.136,0.071,1,JP,L12,4.96
AR22,10,8,2017-09-03T04:46:09Z,39.922,-70.8282,2.565,method_Sosik,b,>0&<10,0.129,0.063,1,JP,L12,4.96
AR22,11,1,2017-09-03T07:33:09Z,40.3342,-70.9495,85.583,method_Sosik,a,>0,0.24,0.278,1,JP,L6,6.48
AR22,11,1,2017-09-03T07:33:09Z,40.3342,-70.9495,85.583,method_Sosik,b,>0,0.264,0.236,1,JP,L6,6.48
AR22,11,2,2017-09-03T07:34:49Z,40.3342,-70.9495,68.279,method_Sosik,a,>0,0.256,0.245,1,JP,L6,6.48
AR22,11,2,2017-09-03T07:34:49Z,40.3342,-70.9495,68.279,method_Sosik,b,>0,0.267,0.262,1,JP,L6,6.48
AR22,11,3,2017-09-03T07:36:02Z,40.3342,-70.9495,53.499,method_Sosik,a,>0,0.297,0.301,1,JP,L6,6.48
AR22,11,3,2017-09-03T07:36:02Z,40.3342,-70.9495,53.499,method_Sosik,b,>0,0.318,0.258,1,JP,L6,6.48
AR22,11,4,2017-09-03T07:37:28Z,40.3342,-70.9495,42.479,method_Sosik,a,>0,0.962,0.536,1,JP,L6,6.48
AR22,11,4,2017-09-03T07:37:28Z,40.3342,-70.9495,42.479,method_Sosik,b,>0,0.982,0.637,1,JP,L6,6.48
AR22,11,5,2017-09-03T07:38:51Z,40.3342,-70.9495,23.343,method_Sosik,a,>0,0.19,0.093,1,JP,L6,6.48
AR22,11,5,2017-09-03T07:38:51Z,40.3342,-70.9495,23.343,method_Sosik,b,>0,0.183,0.079,1,JP,L6,6.48
AR22,11,6,2017-09-03T07:40:21Z,40.3342,-70.9495,3.573,method_Sosik,a,>0,0.175,0.078,1,JP,L6,6.48
AR22,11,6,2017-09-03T07:40:21Z,40.3342,-70.9495,3.573,method_Sosik,b,>0,NaN,NaN,4,JP,L6,6.48
AR22,11,6,2017-09-03T07:40:21Z,40.3342,-70.9495,3.573,method_Sosik,a,>0&<10,0.136,0.071,1,JP,L6,6.48
AR22,11,6,2017-09-03T07:40:21Z,40.3342,-70.9495,3.573,method_Sosik,b,>0&<10,0.156,0.07,1,JP,L6,6.48
AR22,12,1,2017-09-03T08:44:31Z,40.3355,-71.068,83.444,method_Sosik,a,>0,0.247,0.335,1,JP,L6,15.95
AR22,12,1,2017-09-03T08:44:31Z,40.3355,-71.068,83.444,method_Sosik,b,>0,0.241,0.321,1,JP,L6,15.95
AR22,12,2,2017-09-03T08:46:34Z,40.3355,-71.068,58.093,method_Sosik,a,>0,0.361,0.336,1,JP,L6,15.95
AR22,12,2,2017-09-03T08:46:34Z,40.3355,-71.068,58.093,method_Sosik,b,>0,0.329,0.289,1,JP,L6,15.95
AR22,12,3,2017-09-03T08:48:22Z,40.3355,-71.068,43.347,method_Sosik,a,>0,0.614,0.438,1,JP,L6,15.95
AR22,12,3,2017-09-03T08:48:22Z,40.3355,-71.068,43.347,method_Sosik,b,>0,0.749,0.432,1,JP,L6,15.95
AR22,12,4,2017-09-03T08:49:47Z,40.3355,-71.068,32.586,method_Sosik,a,>0,2.367,0.963,1,JP,L6,15.95
AR22,12,4,2017-09-03T08:49:47Z,40.3355,-71.068,32.586,method_Sosik,b,>0,2.426,0.952,1,JP,L6,15.95
AR22,12,5,2017-09-03T08:52:06Z,40.3355,-71.068,23.039,method_Sosik,a,>0,0.634,0.324,1,JP,L6,15.95
AR22,12,5,2017-09-03T08:52:06Z,40.3355,-71.068,23.039,method_Sosik,b,>0,0.637,0.337,1,JP,L6,15.95
AR22,12,6,2017-09-03T08:53:43Z,40.3355,-71.068,3.353,method_Sosik,a,>0,0.165,0.069,1,JP,L6,15.95
AR22,12,6,2017-09-03T08:53:43Z,40.3355,-71.068,3.353,method_Sosik,b,>0,0.166,0.071,1,JP,L6,15.95
AR22,12,6,2017-09-03T08:53:43Z,40.3355,-71.068,3.353,method_Sosik,a,>0&<10,0.139,0.065,1,JP,L6,15.95
AR22,12,6,2017-09-03T08:53:43Z,40.3355,-71.068,3.353,method_Sosik,b,>0&<10,0.152,0.066,1,JP,L6,15.95
AR24A,1,2,2017-10-22T20:03:15Z,41.1297,-70.8292,32.724,method_Sosik,a,>0,2.232,1.483,1,OOI,MVCO,30.88
AR24A,1,2,2017-10-22T20:03:15Z,41.1297,-70.8292,32.724,method_Sosik,b,>0,2.216,1.65,1,OOI,MVCO,30.88
AR24A,1,3,2017-10-22T20:05:34Z,41.1297,-70.8292,20.169,method_Sosik,a,>0,5.616,1.782,1,OOI,MVCO,30.88
AR24A,1,3,2017-10-22T20:05:34Z,41.1297,-70.8292,20.169,method_Sosik,b,>0,5.938,1.865,1,OOI,MVCO,30.88
AR24A,1,5,2017-10-22T20:07:36Z,41.1297,-70.8292,12.442,method_Sosik,a,>0,5.274,1.886,1,OOI,MVCO,30.88
AR24A,1,5,2017-10-22T20:07:36Z,41.1297,-70.8292,12.442,method_Sosik,b,>0,5.026,1.747,1,OOI,MVCO,30.88
AR24A,1,7,2017-10-22T20:09:36Z,41.1297,-70.8292,1.902,method_Sosik,a,>0,3.252,0.96,1,OOI,MVCO,30.88
AR24A,1,7,2017-10-22T20:09:36Z,41.1297,-70.8292,1.902,method_Sosik,b,>0,NaN,NaN,9,OOI,MVCO,30.88
AR24A,1,7,2017-10-22T20:09:36Z,41.1297,-70.8292,1.902,method_Sosik,a,>0&<10,0.742,0.331,1,OOI,MVCO,30.88
AR24A,1,7,2017-10-22T20:09:36Z,41.1297,-70.8292,1.902,method_Sosik,b,>0&<10,NaN,NaN,9,OOI,MVCO,30.88
AR24A,3,1,2017-10-22T22:42:36Z,40.7985,-70.8312,53.081,method_Sosik,a,>0,0.258,0.32,1,OOI,L13,48.44
AR24A,3,1,2017-10-22T22:42:36Z,40.7985,-70.8312,53.081,method_Sosik,b,>0,0.268,0.298,1,OOI,L13,48.44
AR24A,3,2,2017-10-22T22:44:38Z,40.7985,-70.8312,33.29,method_Sosik,a,>0,0.564,0.206,1,OOI,L13,48.44
AR24A,3,2,2017-10-22T22:44:38Z,40.7985,-70.8312,33.29,method_Sosik,b,>0,0.527,0.198,1,OOI,L13,48.44
AR24A,3,3,2017-10-22T22:47:03Z,40.7985,-70.8312,19.303,method_Sosik,a,>0,1.457,0.901,1,OOI,L13,48.44
AR24A,3,3,2017-10-22T22:47:03Z,40.7985,-70.8312,19.303,method_Sosik,b,>0,1.552,0.902,1,OOI,L13,48.44
AR24A,3,6,2017-10-22T22:48:50Z,40.7985,-70.8312,2.824,method_Sosik,a,>0,0.773,0.491,1,OOI,L13,48.44
AR24A,3,6,2017-10-22T22:48:50Z,40.7985,-70.8312,2.824,method_Sosik,b,>0,0.771,0.431,1,OOI,L13,48.44
AR24A,3,6,2017-10-22T22:48:50Z,40.7985,-70.8312,2.824,method_Sosik,a,>0&<10,0.793,0.406,1,OOI,L13,48.44
AR24A,3,6,2017-10-22T22:48:50Z,40.7985,-70.8312,2.824,method_Sosik,b,>0&<10,0.812,0.384,1,OOI,L13,48.44
AR24A,5,1,2017-10-23T02:35:46Z,40.4988,-70.8368,70.81,method_Sosik,a,>0,0.303,0.391,1,OOI,L6,15.58
AR24A,5,1,2017-10-23T02:35:46Z,40.4988,-70.8368,70.81,method_Sosik,b,>0,0.324,0.421,1,OOI,L6,15.58
AR24A,5,2,2017-10-23T02:39:04Z,40.4988,-70.8368,44.116,method_Sosik,a,>0,0.459,0.316,1,OOI,L6,15.58
AR24A,5,2,2017-10-23T02:39:04Z,40.4988,-70.8368,44.116,method_Sosik,b,>0,0.45,0.369,1,OOI,L6,15.58
AR24A,5,3,2017-10-23T02:53:39Z,40.4988,-70.8368,31.741,method_Sosik,a,>0,0.562,0.226,1,OOI,L6,15.58
AR24A,5,3,2017-10-23T02:53:39Z,40.4988,-70.8368,31.741,method_Sosik,b,>0,0.522,0.294,1,OOI,L6,15.58
AR24A,5,4,2017-10-23T02:55:28Z,40.4988,-70.8368,20.498,method_Sosik,a,>0,2.739,0.768,1,OOI,L6,15.58
AR24A,5,4,2017-10-23T02:55:28Z,40.4988,-70.8368,20.498,method_Sosik,b,>0,2.874,0.81,1,OOI,L6,15.58
AR24A,5,6,2017-10-23T02:57:14Z,40.4988,-70.8368,11.236,method_Sosik,a,>0,1.991,0.836,1,OOI,L6,15.58
AR24A,5,6,2017-10-23T02:57:14Z,40.4988,-70.8368,11.236,method_Sosik,b,>0,2,0.825,1,OOI,L6,15.58
AR24A,5,8,2017-10-23T02:58:50Z,40.4988,-70.8368,2.784,method_Sosik,a,>0,0.905,0.45,1,OOI,L6,15.58
AR24A,5,8,2017-10-23T02:58:50Z,40.4988,-70.8368,2.784,method_Sosik,b,>0,0.914,0.401,1,OOI,L6,15.58
